city,station_id,date,observation_count,n_pocs,min_observation_percent,latitude,longitude,distance_km,no2_ppb
Atlanta,13-089-0003,2019-03-11,24,1,100.0,33.698643,-84.272614,12.051165952298387,25.125
Atlanta,13-121-0056,2019-03-11,24,1,100.0,33.7784,-84.3914,3.284209060611107,22.3125
Atlanta,13-089-0002,2019-03-12,24,1,100.0,33.6878,-84.2905,11.297304120542412,16.141667
Atlanta,13-089-0003,2019-03-12,24,1,100.0,33.698643,-84.272614,12.051165952298387,22.329167
Atlanta,13-121-0056,2019-03-12,24,1,100.0,33.7784,-84.3914,3.284209060611107,20.979167
Atlanta,13-089-0002,2019-03-13,24,1,100.0,33.6878,-84.2905,11.297304120542412,7.575
Atlanta,13-089-0003,2019-03-13,24,1,100.0,33.698643,-84.272614,12.051165952298387,14.804167
Atlanta,13-121-0056,2019-03-13,24,1,100.0,33.7784,-84.3914,3.284209060611107,22.850000000000005
Atlanta,13-089-0002,2019-03-14,24,1,100.0,33.6878,-84.2905,11.297304120542412,2.866667
Atlanta,13-089-0003,2019-03-14,24,1,100.0,33.698643,-84.272614,12.051165952298387,3.9083330000000003
Atlanta,13-089-0002,2019-03-15,24,1,100.0,33.6878,-84.2905,11.297304120542412,5.704167000000001
Atlanta,13-089-0003,2019-03-15,24,1,100.0,33.698643,-84.272614,12.051165952298387,9.9625
Atlanta,13-089-0002,2019-03-16,24,1,100.0,33.6878,-84.2905,11.297304120542412,4.9625
Atlanta,13-089-0003,2019-03-16,24,1,100.0,33.698643,-84.272614,12.051165952298387,13.9625
Atlanta,13-089-0002,2019-03-17,19,1,79.0,33.6878,-84.2905,11.297304120542412,11.026316
Atlanta,13-089-0003,2019-03-17,22,1,92.0,33.698643,-84.272614,12.051165952298387,17.35
Atlanta,13-089-0002,2019-03-18,24,1,100.0,33.6878,-84.2905,11.297304120542412,13.883333
Atlanta,13-089-0003,2019-03-18,24,1,100.0,33.698643,-84.272614,12.051165952298387,23.920833
Atlanta,13-089-0002,2019-03-19,24,1,100.0,33.6878,-84.2905,11.297304120542412,14.466667
Atlanta,13-089-0003,2019-03-19,24,1,100.0,33.698643,-84.272614,12.051165952298387,28.520833
Atlanta,13-089-0002,2019-03-20,24,1,100.0,33.6878,-84.2905,11.297304120542412,19.354167
Atlanta,13-089-0003,2019-03-20,24,1,100.0,33.698643,-84.272614,12.051165952298387,28.162500000000005
Atlanta,13-089-0002,2019-03-21,24,1,100.0,33.6878,-84.2905,11.297304120542412,15.220833
Atlanta,13-089-0003,2019-03-21,24,1,100.0,33.698643,-84.272614,12.051165952298387,21.266667
Atlanta,13-089-0002,2019-03-22,24,1,100.0,33.6878,-84.2905,11.297304120542412,7.25
Atlanta,13-089-0003,2019-03-22,24,1,100.0,33.698643,-84.272614,12.051165952298387,15.195833
Atlanta,13-089-0002,2019-03-23,24,1,100.0,33.6878,-84.2905,11.297304120542412,19.045833
Atlanta,13-089-0003,2019-03-23,24,1,100.0,33.698643,-84.272614,12.051165952298387,22.945833000000004
Atlanta,13-089-0002,2019-03-24,19,1,79.0,33.6878,-84.2905,11.297304120542412,19.573684
Atlanta,13-089-0003,2019-03-24,22,1,92.0,33.698643,-84.272614,12.051165952298387,19.513636
Atlanta,13-089-0002,2019-03-25,24,1,100.0,33.6878,-84.2905,11.297304120542412,18.529167
Atlanta,13-089-0003,2019-03-25,24,1,100.0,33.698643,-84.272614,12.051165952298387,24.600000000000005
Atlanta,13-089-0002,2019-03-26,24,1,100.0,33.6878,-84.2905,11.297304120542412,8.775
Atlanta,13-089-0003,2019-03-26,24,1,100.0,33.698643,-84.272614,12.051165952298387,22.516667
Atlanta,13-089-0002,2019-03-27,24,1,100.0,33.6878,-84.2905,11.297304120542412,6.945833
Atlanta,13-089-0003,2019-03-27,24,1,100.0,33.698643,-84.272614,12.051165952298387,24.625
Atlanta,13-089-0002,2019-03-28,24,1,100.0,33.6878,-84.2905,11.297304120542412,16.608333
Atlanta,13-089-0003,2019-03-28,24,1,100.0,33.698643,-84.272614,12.051165952298387,21.308333
Atlanta,13-089-0002,2019-03-29,24,1,100.0,33.6878,-84.2905,11.297304120542412,20.191667
Atlanta,13-089-0003,2019-03-29,24,1,100.0,33.698643,-84.272614,12.051165952298387,21.912500000000005
Atlanta,13-089-0002,2019-03-30,24,1,100.0,33.6878,-84.2905,11.297304120542412,11.258333
Atlanta,13-089-0003,2019-03-30,24,1,100.0,33.698643,-84.272614,12.051165952298387,12.125
Atlanta,13-089-0002,2019-03-31,19,1,79.0,33.6878,-84.2905,11.297304120542412,3.284211
Atlanta,13-089-0003,2019-03-31,22,1,92.0,33.698643,-84.272614,12.051165952298387,8.363636
Atlanta,13-089-0002,2019-04-01,24,1,100.0,33.6878,-84.2905,11.297304120542412,7.945833
Atlanta,13-089-0003,2019-04-01,24,1,100.0,33.698643,-84.272614,12.051165952298387,20.433333
Atlanta,13-089-0002,2019-04-02,24,1,100.0,33.6878,-84.2905,11.297304120542412,10.895833000000001
Atlanta,13-089-0003,2019-04-02,24,1,100.0,33.698643,-84.272614,12.051165952298387,25.837499999999995
Atlanta,13-089-0002,2019-04-03,24,1,100.0,33.6878,-84.2905,11.297304120542412,16.695833
Atlanta,13-089-0003,2019-04-03,24,1,100.0,33.698643,-84.272614,12.051165952298387,22.354167
Atlanta,13-089-0002,2019-04-04,24,1,100.0,33.6878,-84.2905,11.297304120542412,11.529167
Atlanta,13-089-0003,2019-04-04,24,1,100.0,33.698643,-84.272614,12.051165952298387,15.012499999999998
Atlanta,13-089-0002,2019-04-05,24,1,100.0,33.6878,-84.2905,11.297304120542412,6.358332999999999
Atlanta,13-089-0003,2019-04-05,24,1,100.0,33.698643,-84.272614,12.051165952298387,12.341667
Atlanta,13-089-0002,2019-04-06,24,1,100.0,33.6878,-84.2905,11.297304120542412,3.133333
Atlanta,13-089-0003,2019-04-06,24,1,100.0,33.698643,-84.272614,12.051165952298387,10.4625
Atlanta,13-089-0002,2019-04-07,19,1,79.0,33.6878,-84.2905,11.297304120542412,3.957895
Atlanta,13-089-0003,2019-04-07,22,1,92.0,33.698643,-84.272614,12.051165952298387,9.463636
Atlanta,13-089-0002,2019-04-08,24,1,100.0,33.6878,-84.2905,11.297304120542412,5.470833
Atlanta,13-089-0003,2019-04-08,24,1,100.0,33.698643,-84.272614,12.051165952298387,7.466667
Atlanta,13-089-0002,2019-04-09,24,1,100.0,33.6878,-84.2905,11.297304120542412,7.3
Atlanta,13-089-0003,2019-04-09,24,1,100.0,33.698643,-84.272614,12.051165952298387,13.574999999999998
Atlanta,13-089-0002,2019-04-10,24,1,100.0,33.6878,-84.2905,11.297304120542412,10.591667
Atlanta,13-089-0003,2019-04-10,24,1,100.0,33.698643,-84.272614,12.051165952298387,15.720833
Atlanta,13-089-0002,2019-04-11,24,1,100.0,33.6878,-84.2905,11.297304120542412,6.766667000000001
Atlanta,13-089-0003,2019-04-11,24,1,100.0,33.698643,-84.272614,12.051165952298387,10.270833
Atlanta,13-089-0002,2019-04-12,24,1,100.0,33.6878,-84.2905,11.297304120542412,5.920832999999999
