model,contrast,scheme,attempted,valid,failed,failure_fraction,conditional_lower,conditional_upper,status,target,temporal_year_blocks,note
direct_wind_spline,episode_vs_wind_only,hierarchical_city_independent_year,5000,129,4871,0.9742,,,all_11_city_point_unavailable_percentiles_suppressed,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
direct_wind_spline,episode_vs_wind_only,synchronized_year_fixed_cities,5000,0,5000,1.0,,,all_11_city_point_unavailable_percentiles_suppressed,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
direct_wind_spline,episode_vs_wind_only,synchronized_year_resampled_cities,5000,360,4640,0.928,,,all_11_city_point_unavailable_percentiles_suppressed,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
