model,city,input_station_days,input_city_days,input_episode_station_days,input_episode_city_days,input_observed_events,comparator,persistent_only,n_station_days,n_city_days,n_stations,n_strata,n_episode_station_days,n_episode_city_days,n_episodes,n_compound_city_days,n_years_observed,n_year_blocks,rank_at_pinv_tolerance,parameters,condition_number,weighted_rmse,total_weight,station_days_episode,city_days_episode,station_days_neither,city_days_neither,station_days_heat_only,city_days_heat_only,station_days_wind_only,city_days_wind_only,station_days_other_compound,city_days_other_compound
period_2023_2024,Atlanta,1250,428,95,32,10,multicategory,False,1250,428,3,294,95,32,10,44,2,2,15,15,249.76852355491593,2.964375103574297,428.00000000000006,95,32,778,266,144,51,198,67,35,12
period_2023_2024,Chicago,1508,428,48,14,6,multicategory,False,1495,428,4,366,46,14,6,35,2,2,15,15,211.87303681497167,3.801629959495898,428.0,46,14,909,252,149,45,319,96,72,21
period_2023_2024,Dallas,1533,428,59,18,5,multicategory,False,1522,428,4,374,59,18,5,29,2,2,15,15,188.29195824728257,2.5994421579152385,428.0,59,18,734,207,346,98,344,94,39,11
period_2023_2024,Denver,2053,428,9,2,1,multicategory,False,2051,428,5,488,9,2,1,11,2,2,15,15,288.8997658802981,3.0135796996328486,428.00000000000006,9,2,1067,224,369,77,563,116,43,9
period_2023_2024,Houston,3643,428,367,44,9,multicategory,False,3621,428,10,910,367,44,9,60,2,2,15,15,446.0545066364703,3.463487449320154,428.0,367,44,1666,189,640,84,824,95,124,16
period_2023_2024,Los Angeles,2954,428,142,21,8,multicategory,False,2954,428,7,686,142,21,8,32,2,2,15,15,667.2903669023683,2.8886534339397802,427.9999999999999,142,21,1541,223,223,33,974,140,74,11
period_2023_2024,New York,3300,428,164,21,6,multicategory,False,3300,428,8,784,164,21,6,33,2,2,15,15,365.3753485606054,3.9273388850355855,428.0,164,21,2031,263,232,31,780,101,93,12
period_2023_2024,Philadelphia,2038,428,40,9,4,multicategory,False,2035,428,6,480,40,9,4,22,2,2,15,15,232.1011600295847,3.52697514401791,428.0000000000001,40,9,1213,252,191,43,532,111,59,13
period_2023_2024,Phoenix,2042,428,24,6,3,multicategory,False,2042,428,5,490,24,6,3,22,2,2,15,15,1809.385230300224,2.6764631906686547,428.00000000000006,24,6,1023,215,441,93,477,98,77,16
period_2023_2024,San Diego,1892,428,101,23,8,multicategory,False,1889,428,5,445,101,23,8,35,2,2,15,15,843.4362557413964,1.588652574541633,428.0,101,23,1043,238,164,38,529,117,52,12
period_2023_2024,Seattle,775,426,34,17,7,multicategory,False,775,426,2,196,34,17,7,40,2,2,15,15,845.6975276346624,3.058005841141668,426.0,34,17,460,252,109,64,130,70,42,23
