model,omitted_year,contrast,estimate_ppb,n_cities,n_estimable_cities,missing_cities
p85_p30_min2_sep7,2019,episode_vs_reference,3.211000861213067,11,11,
p85_p30_min2_sep7,2019,heat_only_vs_reference,0.4570274679051888,11,11,
p85_p30_min2_sep7,2019,wind_only_vs_reference,2.7699030413577033,11,11,
p85_p30_min2_sep7,2019,other_compound_vs_reference,2.690517889508995,11,11,
p85_p30_min2_sep7,2019,episode_vs_wind_only,0.44109781985536356,11,11,
p85_p30_min2_sep7,2019,episode_vs_heat_only,2.7539733933078776,11,11,
p85_p30_min2_sep7,2020,episode_vs_reference,3.235839638132958,11,11,
p85_p30_min2_sep7,2020,heat_only_vs_reference,0.5777569730738155,11,11,
p85_p30_min2_sep7,2020,wind_only_vs_reference,2.8361317779385815,11,11,
p85_p30_min2_sep7,2020,other_compound_vs_reference,2.9223280648881427,11,11,
p85_p30_min2_sep7,2020,episode_vs_wind_only,0.39970786019437604,11,11,
p85_p30_min2_sep7,2020,episode_vs_heat_only,2.6580826650591423,11,11,
p85_p30_min2_sep7,2021,episode_vs_reference,3.331480867225886,11,11,
p85_p30_min2_sep7,2021,heat_only_vs_reference,0.5231585201509638,11,11,
p85_p30_min2_sep7,2021,wind_only_vs_reference,2.7647116518906003,11,11,
p85_p30_min2_sep7,2021,other_compound_vs_reference,2.7228781301295375,11,11,
p85_p30_min2_sep7,2021,episode_vs_wind_only,0.5667692153352851,11,11,
p85_p30_min2_sep7,2021,episode_vs_heat_only,2.8083223470749217,11,11,
p85_p30_min2_sep7,2022,episode_vs_reference,3.114272693469857,11,11,
p85_p30_min2_sep7,2022,heat_only_vs_reference,0.46314193698947503,11,11,
p85_p30_min2_sep7,2022,wind_only_vs_reference,2.68871863869661,11,11,
p85_p30_min2_sep7,2022,other_compound_vs_reference,2.85675376500955,11,11,
p85_p30_min2_sep7,2022,episode_vs_wind_only,0.4255540547732464,11,11,
p85_p30_min2_sep7,2022,episode_vs_heat_only,2.651130756480381,11,11,
p85_p30_min2_sep7,2023,episode_vs_reference,3.641759724633555,11,11,
p85_p30_min2_sep7,2023,heat_only_vs_reference,0.692142974218848,11,11,
p85_p30_min2_sep7,2023,wind_only_vs_reference,2.8112359432193696,11,11,
p85_p30_min2_sep7,2023,other_compound_vs_reference,2.9517224502394233,11,11,
p85_p30_min2_sep7,2023,episode_vs_wind_only,0.8305237814141858,11,11,
p85_p30_min2_sep7,2023,episode_vs_heat_only,2.949616750414707,11,11,
p85_p30_min2_sep7,2024,episode_vs_reference,3.3208113062492286,11,11,
p85_p30_min2_sep7,2024,heat_only_vs_reference,0.604478826680705,11,11,
p85_p30_min2_sep7,2024,wind_only_vs_reference,2.76778133184867,11,11,
p85_p30_min2_sep7,2024,other_compound_vs_reference,2.808320995033151,11,11,
p85_p30_min2_sep7,2024,episode_vs_wind_only,0.5530299744005588,11,11,
p85_p30_min2_sep7,2024,episode_vs_heat_only,2.716332479568524,11,11,
