model,city,omitted_year,contrast,estimate_ppb,estimable
equal_station_weights,Atlanta,2019,episode_vs_reference,2.188034908592693,True
equal_station_weights,Atlanta,2019,heat_only_vs_reference,-0.0645291540517497,True
equal_station_weights,Atlanta,2019,wind_only_vs_reference,1.7420116961470626,True
equal_station_weights,Atlanta,2019,other_compound_vs_reference,1.1239026592535564,True
equal_station_weights,Atlanta,2019,episode_vs_wind_only,0.4460232124456305,True
equal_station_weights,Atlanta,2019,episode_vs_heat_only,2.252564062644443,True
equal_station_weights,Chicago,2019,episode_vs_reference,4.696839105487499,True
equal_station_weights,Chicago,2019,heat_only_vs_reference,0.05629887960356372,True
equal_station_weights,Chicago,2019,wind_only_vs_reference,4.231524067993183,True
equal_station_weights,Chicago,2019,other_compound_vs_reference,4.223916174216477,True
equal_station_weights,Chicago,2019,episode_vs_wind_only,0.46531503749431646,True
equal_station_weights,Chicago,2019,episode_vs_heat_only,4.640540225883935,True
equal_station_weights,Dallas,2019,episode_vs_reference,2.1119932272272757,True
equal_station_weights,Dallas,2019,heat_only_vs_reference,-1.1423170833058165,True
equal_station_weights,Dallas,2019,wind_only_vs_reference,3.158606807641641,True
equal_station_weights,Dallas,2019,other_compound_vs_reference,1.542940152656677,True
equal_station_weights,Dallas,2019,episode_vs_wind_only,-1.0466135804143653,True
equal_station_weights,Dallas,2019,episode_vs_heat_only,3.254310310533092,True
equal_station_weights,Denver,2019,episode_vs_reference,0.33893999573900924,True
equal_station_weights,Denver,2019,heat_only_vs_reference,0.6549322883987141,True
equal_station_weights,Denver,2019,wind_only_vs_reference,1.3604958337974615,True
equal_station_weights,Denver,2019,other_compound_vs_reference,1.1998554064173799,True
equal_station_weights,Denver,2019,episode_vs_wind_only,-1.0215558380584522,True
equal_station_weights,Denver,2019,episode_vs_heat_only,-0.31599229265970485,True
equal_station_weights,Houston,2019,episode_vs_reference,1.9099220321278008,True
equal_station_weights,Houston,2019,heat_only_vs_reference,-1.6607395860822964,True
equal_station_weights,Houston,2019,wind_only_vs_reference,3.6962245295915914,True
