model,contrast,omitted_city,estimate_ppb,n_target_cities,n_estimable_cities,target
p80_p20_min2_sep7,other_compound_vs_reference,New York,2.6123027421039993,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,other_compound_vs_reference,Philadelphia,2.8349865937579866,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,other_compound_vs_reference,Phoenix,2.7772737019469385,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,other_compound_vs_reference,San Diego,2.8847562726797658,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,other_compound_vs_reference,Seattle,2.29593126680376,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,Atlanta,0.5280384873125356,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,Chicago,0.6546336673084088,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,Dallas,0.7152079211647191,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,Denver,0.7591406274578135,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,Houston,0.8003184012630321,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,Los Angeles,0.45202033995166185,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,New York,0.6003399699380092,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,Philadelphia,0.6412969190695479,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,Phoenix,0.4319868765179445,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,San Diego,0.45357226498176073,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_wind_only,Seattle,0.0247816137366228,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,Atlanta,2.8494582857724646,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,Chicago,2.7957437985431723,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,Dallas,2.803795381275511,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,Denver,3.20576071687262,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,Houston,2.8176669053537475,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,Los Angeles,2.80668411252175,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,New York,2.772286785204215,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,Philadelphia,3.02744381625151,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,Phoenix,2.6517781732466945,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,San Diego,2.939525395551109,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
p80_p20_min2_sep7,episode_vs_heat_only,Seattle,2.529402543042627,10,10,equal_mean_remaining_10_cities_not_the_primary_11_city_target
