city,date,no2_ppb,n_available_sites,temperature_2m_max,wind_speed_10m_mean,relative_humidity_2m_mean,wind_direction_10m_dominant,precipitation_sum,shortwave_radiation_sum,year,month,weekday,warm,hot,calm,episode_id,pure_wind_run_id,pure_wind_run_days,low_wind_run_days,phase,regime,regime_factorial,persistent_wind_only,wind_duration_class,met_relative_humidity_2m_mean_0,met_relative_humidity_2m_mean_1,met_relative_humidity_2m_mean_2,met_precipitation_sum_0,met_precipitation_sum_1,met_precipitation_sum_2,met_shortwave_radiation_sum_0,met_shortwave_radiation_sum_1,met_shortwave_radiation_sum_2,wind_adjust_0,wind_adjust_1,wind_adjust_2,met_wind_sin,met_wind_cos
Atlanta,2019-04-16,14.938377,2,23.9,8.420833333333333,59.04166666666666,129.41809209120976,0.0,27.1044,2019,4,1,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.6944130973723127,-0.9242050248435058,-0.056386273402981205,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.48801895247212046,0.6441329301270622,0.3602713140956502,0.7101017356556585,-3.3491625156373184,4.016198893052266,0.7725331083058253,-0.6349744849766328
Atlanta,2019-04-17,11.38125,2,26.1,8.508333333333333,63.79166666666666,176.9891931879388,0.0,23.076,2019,4,2,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.5756542510546611,-0.6356017707514067,-0.06910010242235112,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.4452439637548311,0.7416636790080094,-0.057364288274057824,0.7575952197056993,-3.520869326987398,4.179306090041949,0.05252431127345094,-0.9986196456735916
Atlanta,2019-04-18,6.6625,2,25.6,16.3625,67.5,162.8796909534367,0.2,17.5212,2019,4,3,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.33278085289173653,-0.28257903456634637,-0.08739907624714456,0.19032269392124884,-0.3718496635868053,-0.03458124330353681,0.5032500898250275,-0.521373957989138,-0.09677472904817046,5.020700811816493,-18.933599774363472,18.820118772211046,0.2943790968877576,-0.955688729302354
Atlanta,2019-04-19,5.4041665,2,19.4,18.495833333333334,80.25,219.8183902809317,32.0,12.3192,2019,4,4,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,-0.5990023640413993,0.7940168778136906,0.03814315550057727,-0.6483213603025709,0.7819952324233289,0.46363498470207487,0.7244525414403375,-1.1667786617613085,-0.07068645855213192,6.178637184846057,-23.1199753653749,22.796827575007107,-0.6403562632023719,-0.7680780274018353
Atlanta,2019-04-20,6.035417,2,10.5,17.158333333333335,75.91666666666667,255.72586661237324,2.9,9.6264,2019,4,5,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,-0.4079887450142363,0.604242688009393,-0.0727024307788081,0.5653822882510985,0.5430088715676241,-0.019725310815391743,0.5259338501914137,-1.1941468805035411,-0.077316038613753,5.452665357224007,-20.495314106166564,20.303617563879108,-0.9691271422233271,-0.24656151809649268
Atlanta,2019-04-21,10.789354,2,21.8,11.35,57.75,303.1096932971997,0.0,27.9612,2019,4,6,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.6932908134118153,-0.9742007082104552,-0.054848497611110686,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.42518860933101793,0.5185087649413095,0.4850726582152657,2.3000026540927343,-9.097252438451843,9.47640648751639,-0.8376263151290636,0.5462436784103837
Atlanta,2019-04-22,17.7625,2,26.4,6.058333333333334,60.875,308.0340606055086,0.0,27.6156,2019,4,0,True,False,True,,atlanta_2019-04-22,1,1,background,wind_only,wind_only,False,isolated_wind_only,0.6724216803904924,-0.8331400885359165,-0.05992364811910003,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.4526469889008524,0.5722647049630645,0.4336747906957396,-0.3356704069289871,0.7907946868469742,-0.13323656763846398,-0.787644622289528,0.616129815037697
Atlanta,2019-04-23,15.864583,2,27.3,8.179166666666667,64.45833333333333,266.83776911400514,0.0,26.0424,2019,4,1,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.5421487039202912,-0.5807436238880073,-0.07185168268087187,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.537820163505674,0.7589041169071304,0.21962299703283317,0.5789292558984039,-2.8749246557180577,3.565712348985527,-0.9984773445278443,-0.05516332535865284
Atlanta,2019-04-24,12.525,2,27.9,9.120833333333334,59.833333333333336,236.2035031377295,0.0,26.694,2019,4,2,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.6884090119802379,-0.8878582928754903,-0.05771317761468437,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.5113378094246686,0.6944250733782581,0.3038816728751673,1.090049608055984,-4.722817006437946,5.321056468969726,-0.8310184803512698,-0.556244807000179
Atlanta,2019-04-25,8.8208335,2,22.9,12.658333333333331,72.16666666666667,199.421478436999,4.8,16.794,2019,4,3,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,-0.09583678902468679,0.24851095306791593,-0.10159808095530738,-0.009702855989716746,0.8617753317827295,-0.01478840470012027,0.591830387557123,-0.6680940878952278,-0.08941915424699523,3.0101433203647705,-11.66467809387682,11.91524743298116,-0.33251469388978017,-0.9430980746175797
Atlanta,2019-04-26,8.79375,2,22.5,17.8875,60.66666666666666,288.7454691625431,7.300000000000001,23.7204,2019,4,4,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.6763703578750885,-0.8447240628556479,-0.05943840314488929,-0.4090242227982494,1.034947943710711,0.025280540960962307,-0.500178935516125,0.7961872089508114,-0.014610721215667253,5.848444390974344,-21.926204200750544,21.662844205459788,-0.9469555453345047,0.321364582927601
Atlanta,2019-04-27,12.0166665,2,24.7,9.691666666666666,47.208333333333336,260.4484054904366,0.0,28.6056,2019,4,5,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.2673658289183243,-1.0269783285894565,-0.06623800808995726,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.36745248247247364,0.4087435546586981,0.5841780550011179,1.3998880516205352,-5.842999537626551,6.3851367540928905,-0.9861365772830054,-0.1659356831563337
Atlanta,2019-04-28,14.88756,2,26.7,10.825,63.583333333333336,247.6838086480352,0.0,22.8888,2019,4,6,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.5852277760862378,-0.6519803730074799,-0.06829175644170794,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.42509831196957343,0.719719426449784,-0.06769026942361471,2.0150417497924904,-8.067011570351372,8.497763305578298,-0.9251024500166691,-0.37971760161092893
Atlanta,2019-04-29,12.63125,2,28.4,9.0,68.29166666666667,173.11884920077165,0.0,27.1332,2019,4,0,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.26523522512211756,-0.19447818904781763,-0.09163914177702388,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.48620569942863434,0.6403457988271644,0.3643169284680328,1.0244633681773565,-4.485698076478314,5.095813196936354,0.11981023441870922,-0.9927968108976448
Atlanta,2019-04-30,10.970832999999999,2,28.8,8.570833333333333,65.125,151.92501323629492,0.0,26.244,2019,4,1,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.5041916518214937,-0.5220910079509226,-0.07485896511125285,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.5310983257133661,0.7411005755452427,0.24495596811304662,0.7915191368842998,-3.6435170493803106,4.295811230748865,0.4706267321050997,-0.8823324084652421
Atlanta,2019-05-01,8.9729165,2,27.6,11.666666666666666,70.08333333333333,160.63185280345775,0.1,21.456,2019,5,2,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.10115125527266182,0.01158614064693353,-0.09933204944776186,-0.0025002246694872743,-0.4167509467437927,-0.04203837894780698,-0.21275361398646808,0.4654047474313279,-0.11621512126789754,2.4718838344643097,-9.718667565242601,10.066699200431431,0.3316367088699254,-0.9434071726089029
Atlanta,2019-05-02,7.8854165,2,28.0,9.166666666666666,65.375,136.6388336144439,0.0,27.0396,2019,5,3,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.4887895130858746,-0.49910046398151464,-0.07605380199719242,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.49201638163438904,0.6525338402202264,0.35120988875555237,1.1149271473202909,-4.8127586695260804,5.406493572154796,0.6865948992903437,-0.7270401943967629
Atlanta,2019-05-03,11.636111333333334,3,28.0,6.758333333333333,76.41666666666667,163.31805530610183,4.3,18.0504,2019,5,4,True,False,True,,atlanta_2019-05-03,1,1,background,wind_only,wind_only,False,isolated_wind_only,-0.4407103530967765,0.6396821712116452,-0.06444614014547033,0.11689798245600584,0.7989229238181179,-0.01890494009520446,0.4254155089659746,-0.4014988878958701,-0.10298764803822914,-0.19227318381596903,-0.08673577924046011,0.9171635244002369,0.28705867221469133,-0.9579130016375905
Atlanta,2019-05-04,9.143055666666667,3,25.5,8.525,82.91666666666667,199.96098379790115,10.6,17.784,2019,5,5,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,-0.623740955806511,0.7932133510136135,0.1456777457758355,-0.6361033618249916,1.0933380819012462,0.09462045002279981,0.4660345028026539,-0.4632521743003208,-0.09976765344347258,0.7666415976199933,-3.553575386292176,4.210374127563794,-0.34138016987272474,-0.9399253053395624
Atlanta,2019-05-05,5.863385666666666,3,25.1,14.829166666666666,74.33333333333333,273.4931622287679,2.6,22.2192,2019,5,6,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,-0.28802012947015576,0.47068446458198543,-0.09137438095669397,0.6728090450210094,0.46945221733696596,-0.017756902937609436,-0.337364816636305,0.6182588822803161,-0.09668334440339135,4.188434043701495,-15.924642318324002,15.961859320201373,-0.9981420769456191,0.060929420075082445
Atlanta,2019-05-06,14.963333333333333,3,26.4,6.933333333333334,67.875,338.79905321892807,0.0,26.6976,2019,5,0,True,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.3012867234245991,-0.24120377580256425,-0.08944099773550344,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,-0.511154465116905,0.694014836821055,0.3043657122519625,-0.09728749319503228,-0.43014672268599086,1.2433765442276705,-0.3616399761679607,0.9323178254421809
