model,city,contrast,estimate_ppb,ci_lower,ci_upper,ci_status,bootstrap_conditional_lower,bootstrap_conditional_upper,bootstrap_status,valid_bootstrap,n_station_days,n_city_days,n_stations,n_strata,n_episode_days,n_episodes,n_years,rank,parameters,condition_number,weighted_rmse,days_episode,days_heat_only,days_wind_only,days_other_compound
equal_station_weights,Atlanta,episode_vs_reference,2.4705468319573476,1.4513268423222012,3.489766821592494,approximate_delete_one_year_jackknife_t,1.6625535507430729,3.0358991991906787,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.03356143817433,2.947830783336561,99,134,244,36
equal_station_weights,Atlanta,heat_only_vs_reference,0.07880216004268775,-0.5717040797517938,0.7293083998371694,approximate_delete_one_year_jackknife_t,-0.41223177076181156,0.559803958906447,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.03356143817433,2.947830783336561,99,134,244,36
equal_station_weights,Atlanta,wind_only_vs_reference,1.8900752778787684,1.3734002812593884,2.4067502744981484,approximate_delete_one_year_jackknife_t,1.4596501999691078,2.2323275228296033,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.03356143817433,2.947830783336561,99,134,244,36
equal_station_weights,Atlanta,other_compound_vs_reference,1.3210064375249935,-0.47361096537819436,3.1156238404281815,approximate_delete_one_year_jackknife_t,0.010398383008991152,2.7473743356157434,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.03356143817433,2.947830783336561,99,134,244,36
equal_station_weights,Atlanta,episode_vs_heat_only,2.39174467191466,1.7819751199381209,3.001514223891199,approximate_delete_one_year_jackknife_t,1.9733624054730456,2.7828030700232,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.03356143817433,2.947830783336561,99,134,244,36
equal_station_weights,Atlanta,episode_vs_wind_only,0.5804715540785792,-0.04032348271206432,1.2012665908692228,approximate_delete_one_year_jackknife_t,0.10264823341639917,0.9202159401799774,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.03356143817433,2.947830783336561,99,134,244,36
equal_station_weights,Chicago,episode_vs_reference,4.8876230346057135,3.581816739174152,6.193429330037275,approximate_delete_one_year_jackknife_t,4.0591665988361525,6.415899604178375,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,141.34766843416017,3.843546662302674,36,155,289,66
equal_station_weights,Chicago,heat_only_vs_reference,0.432590307339523,-0.739183630407068,1.604364245086114,approximate_delete_one_year_jackknife_t,-0.2160752080393067,1.247497581959279,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,141.34766843416017,3.843546662302674,36,155,289,66
equal_station_weights,Chicago,wind_only_vs_reference,4.613058297293361,3.7987622402671035,5.427354354319619,approximate_delete_one_year_jackknife_t,4.020724597558265,5.097358403316252,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,141.34766843416017,3.843546662302674,36,155,289,66
equal_station_weights,Chicago,other_compound_vs_reference,4.412785967530226,3.7317816513321445,5.093790283728308,approximate_delete_one_year_jackknife_t,4.039831397093684,4.880191044366327,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,141.34766843416017,3.843546662302674,36,155,289,66
equal_station_weights,Chicago,episode_vs_heat_only,4.4550327272661905,2.309192241354662,6.600873213177719,approximate_delete_one_year_jackknife_t,2.922350567450171,6.588338161525924,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,141.34766843416017,3.843546662302674,36,155,289,66
equal_station_weights,Chicago,episode_vs_wind_only,0.2745647373123523,-1.2123731415205161,1.7615026161452207,approximate_delete_one_year_jackknife_t,-0.7138139445429195,1.7423917513654459,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,141.34766843416017,3.843546662302674,36,155,289,66
equal_station_weights,Dallas,episode_vs_reference,2.438719983974567,0.8405436142450633,4.036896353704071,approximate_delete_one_year_jackknife_t,1.1226508949864455,3.5463342173144565,conditional_on_estimability,5000,4519,1284,4,1109,44,13,6,15,15,151.11754760842376,2.5541704236729226,44,217,297,42
equal_station_weights,Dallas,heat_only_vs_reference,-1.065735302311828,-2.3929793269171347,0.2615087222934791,approximate_delete_one_year_jackknife_t,-1.9499996694355626,-0.12030289214096257,conditional_on_estimability,5000,4519,1284,4,1109,44,13,6,15,15,151.11754760842376,2.5541704236729226,44,217,297,42
equal_station_weights,Dallas,wind_only_vs_reference,3.103893885726988,2.538087770568973,3.669700000885003,approximate_delete_one_year_jackknife_t,2.674303049967692,3.588096941300657,conditional_on_estimability,5000,4519,1284,4,1109,44,13,6,15,15,151.11754760842376,2.5541704236729226,44,217,297,42
