model,city,contrast,estimate_ppb,ci_lower,ci_upper,ci_status,bootstrap_conditional_lower,bootstrap_conditional_upper,bootstrap_status,valid_bootstrap,n_station_days,n_city_days,n_stations,n_strata,n_episode_days,n_episodes,n_years,rank,parameters,condition_number,weighted_rmse,days_episode,days_heat_only,days_wind_only,days_other_compound
city_median,Atlanta,episode_vs_reference,2.1594113502409162,1.2369044078164984,3.081918292665334,approximate_delete_one_year_jackknife_t,1.41781663261435,2.831035913195078,conditional_on_estimability,5000,1284,1284,1,294,99,27,6,15,15,271.58613849333,2.4866198474941847,99,134,244,36
city_median,Atlanta,heat_only_vs_reference,-0.32982219887431047,-1.3947031389597386,0.7350587412111178,approximate_delete_one_year_jackknife_t,-1.0911332502809854,0.4341218456317137,conditional_on_estimability,5000,1284,1284,1,294,99,27,6,15,15,271.58613849333,2.4866198474941847,99,134,244,36
city_median,Atlanta,wind_only_vs_reference,1.5602012675560322,0.7835430408319335,2.336859494280131,approximate_delete_one_year_jackknife_t,0.8608405490291315,2.087713087150165,conditional_on_estimability,5000,1284,1284,1,294,99,27,6,15,15,271.58613849333,2.4866198474941847,99,134,244,36
city_median,Atlanta,other_compound_vs_reference,1.209734547103928,-0.733458415574477,3.152927509782333,approximate_delete_one_year_jackknife_t,-0.3113528973453128,2.7753502045895178,conditional_on_estimability,5000,1284,1284,1,294,99,27,6,15,15,271.58613849333,2.4866198474941847,99,134,244,36
city_median,Atlanta,episode_vs_heat_only,2.4892335491152267,1.4746972669762815,3.503769831254172,approximate_delete_one_year_jackknife_t,1.9825623475362315,3.384858560965084,conditional_on_estimability,5000,1284,1284,1,294,99,27,6,15,15,271.58613849333,2.4866198474941847,99,134,244,36
city_median,Atlanta,episode_vs_wind_only,0.5992100826848841,-0.014231410988226223,1.2126515763579944,approximate_delete_one_year_jackknife_t,0.11916587882757224,1.1239316961303372,conditional_on_estimability,5000,1284,1284,1,294,99,27,6,15,15,271.58613849333,2.4866198474941847,99,134,244,36
city_median,Chicago,episode_vs_reference,4.6061908806342,3.958926528625374,5.2534552326430255,approximate_delete_one_year_jackknife_t,3.7871686298846017,5.27023118640561,conditional_on_estimability,5000,1284,1284,1,294,36,15,6,15,15,146.9955011786271,3.352928334515875,36,155,289,66
city_median,Chicago,heat_only_vs_reference,0.1404234441281602,-1.3812652483247803,1.6621121365811007,approximate_delete_one_year_jackknife_t,-0.6503944097846373,1.1019176133333288,conditional_on_estimability,5000,1284,1284,1,294,36,15,6,15,15,146.9955011786271,3.352928334515875,36,155,289,66
city_median,Chicago,wind_only_vs_reference,4.576381003865992,3.912179013358017,5.240582994373966,approximate_delete_one_year_jackknife_t,4.031108013133706,4.870467606454456,conditional_on_estimability,5000,1284,1284,1,294,36,15,6,15,15,146.9955011786271,3.352928334515875,36,155,289,66
city_median,Chicago,other_compound_vs_reference,4.308079356050744,3.0667314547899585,5.549427257311529,approximate_delete_one_year_jackknife_t,3.58462587912735,5.085661706557621,conditional_on_estimability,5000,1284,1284,1,294,36,15,6,15,15,146.9955011786271,3.352928334515875,36,155,289,66
