model,city,contrast,estimate_ppb,estimable,bootstrap_conditional_lower,bootstrap_conditional_upper,bootstrap_valid,bootstrap_failed,bootstrap_attempted,bootstrap_status,jackknife_se,jackknife_lower,jackknife_upper,jackknife_status,n_station_days,n_city_days,n_stations,n_strata,n_episode_station_days,n_episode_city_days,n_episodes,n_compound_city_days,n_years_observed,n_year_blocks,rank_at_pinv_tolerance,parameters,condition_number,weighted_rmse,total_weight,station_days_episode,city_days_episode,station_days_neither,city_days_neither,station_days_heat_only,city_days_heat_only,station_days_wind_only,city_days_wind_only,station_days_other_compound,city_days_other_compound
p80_p30_min3_sep7,Atlanta,episode_vs_reference,2.694290074149659,True,1.7185973219226827,3.266467528830746,5000,0,5000,conditional_diagnostic,0.4735227487392434,1.4770610974799814,3.9115190508193365,delete_year_jackknife_diagnostic_t_df_5,3701,1284,3,868,226,76,15,133,6,6,15,15,232.1528261073762,2.9629001912911237,1283.9999999999998,226,76,2250,780,376,136,688,235,161,57
p80_p30_min3_sep7,Atlanta,heat_only_vs_reference,-0.0016385516179628634,True,-0.4907336413969018,0.5024019359249333,5000,0,5000,conditional_diagnostic,0.23685214035389424,-0.6104863613432664,0.6072092581073406,delete_year_jackknife_diagnostic_t_df_5,3701,1284,3,868,226,76,15,133,6,6,15,15,232.1528261073762,2.9629001912911237,1283.9999999999998,226,76,2250,780,376,136,688,235,161,57
p80_p30_min3_sep7,Atlanta,wind_only_vs_reference,1.8710793657731586,True,1.372513415473429,2.251517545589874,5000,0,5000,conditional_diagnostic,0.24007903770823208,1.2539365523233315,2.4882221792229857,delete_year_jackknife_diagnostic_t_df_5,3701,1284,3,868,226,76,15,133,6,6,15,15,232.1528261073762,2.9629001912911237,1283.9999999999998,226,76,2250,780,376,136,688,235,161,57
p80_p30_min3_sep7,Atlanta,other_compound_vs_reference,1.34885222705369,True,0.4104880892520551,2.5958636056802105,5000,0,5000,conditional_diagnostic,0.5269597719795444,-0.0057409909079808585,2.703445445015361,delete_year_jackknife_diagnostic_t_df_5,3701,1284,3,868,226,76,15,133,6,6,15,15,232.1528261073762,2.9629001912911237,1283.9999999999998,226,76,2250,780,376,136,688,235,161,57
p80_p30_min3_sep7,Atlanta,episode_vs_wind_only,0.8232107083765003,True,0.15191831542547973,1.2688610028589284,5000,0,5000,conditional_diagnostic,0.347928081333138,-0.0711668976062585,1.7175883143592592,delete_year_jackknife_diagnostic_t_df_5,3701,1284,3,868,226,76,15,133,6,6,15,15,232.1528261073762,2.9629001912911237,1283.9999999999998,226,76,2250,780,376,136,688,235,161,57
p80_p30_min3_sep7,Atlanta,episode_vs_heat_only,2.6959286257676216,True,2.1378178531826912,3.106988858307442,5000,0,5000,conditional_diagnostic,0.323293142441173,1.8648771462225584,3.526980105312685,delete_year_jackknife_diagnostic_t_df_5,3701,1284,3,868,226,76,15,133,6,6,15,15,232.1528261073762,2.9629001912911237,1283.9999999999998,226,76,2250,780,376,136,688,235,161,57
p80_p30_min3_sep7,Chicago,episode_vs_reference,5.27827206769998,True,3.604781048821043,6.811365680928177,4929,71,5000,conditional_diagnostic,1.055543909202717,2.5649100679869283,7.991634067413032,delete_year_jackknife_diagnostic_t_df_5,4644,1284,4,1108,69,20,6,98,6,6,15,15,152.55754686182493,3.8358549773658592,1284.0,69,20,2723,738,554,158,1025,290,273,78
p80_p30_min3_sep7,Chicago,heat_only_vs_reference,0.5143474586511969,True,-0.12742567566655705,1.2453295686057726,5000,0,5000,conditional_diagnostic,0.46352140877090153,-0.6771722551638377,1.7058671724662315,delete_year_jackknife_diagnostic_t_df_5,4644,1284,4,1108,69,20,6,98,6,6,15,15,152.55754686182493,3.8358549773658592,1284.0,69,20,2723,738,554,158,1025,290,273,78
p80_p30_min3_sep7,Chicago,wind_only_vs_reference,4.398349681482845,True,3.68130744030952,5.024016645045309,5000,0,5000,conditional_diagnostic,0.397372139184693,3.376872078506728,5.419827284458962,delete_year_jackknife_diagnostic_t_df_5,4644,1284,4,1108,69,20,6,98,6,6,15,15,152.55754686182493,3.8358549773658592,1284.0,69,20,2723,738,554,158,1025,290,273,78
p80_p30_min3_sep7,Chicago,other_compound_vs_reference,4.444823497197082,True,3.9045518648193376,5.166113112781296,5000,0,5000,conditional_diagnostic,0.39185282600907956,3.437533740415385,5.452113253978779,delete_year_jackknife_diagnostic_t_df_5,4644,1284,4,1108,69,20,6,98,6,6,15,15,152.55754686182493,3.8358549773658592,1284.0,69,20,2723,738,554,158,1025,290,273,78
p80_p30_min3_sep7,Chicago,episode_vs_wind_only,0.8799223862171353,True,-0.9679116165740216,2.1611235033056095,4929,71,5000,conditional_diagnostic,0.9775665970532195,-1.6329925512926753,3.392837323726946,delete_year_jackknife_diagnostic_t_df_5,4644,1284,4,1108,69,20,6,98,6,6,15,15,152.55754686182493,3.8358549773658592,1284.0,69,20,2723,738,554,158,1025,290,273,78
p80_p30_min3_sep7,Chicago,episode_vs_heat_only,4.763924609048783,True,2.784514888886792,6.3760359750594375,4929,71,5000,conditional_diagnostic,1.2093259693034188,1.6552532389941352,7.872595979103432,delete_year_jackknife_diagnostic_t_df_5,4644,1284,4,1108,69,20,6,98,6,6,15,15,152.55754686182493,3.8358549773658592,1284.0,69,20,2723,738,554,158,1025,290,273,78
p80_p30_min3_sep7,Dallas,episode_vs_reference,2.1239320927706213,True,0.7144252974746896,3.398009396229613,5000,0,5000,conditional_diagnostic,0.7428598172005227,0.21435014025084453,4.033514045290398,delete_year_jackknife_diagnostic_t_df_5,4519,1284,4,1109,118,35,8,85,6,6,15,15,169.45499062818286,2.519586477352338,1284.0,118,35,2490,686,704,218,1035,295,172,50
p80_p30_min3_sep7,Dallas,heat_only_vs_reference,-1.0669382952162407,True,-1.9759120749638728,0.05412161820751615,5000,0,5000,conditional_diagnostic,0.5616659649677817,-2.510746622457563,0.3768700320250813,delete_year_jackknife_diagnostic_t_df_5,4519,1284,4,1109,118,35,8,85,6,6,15,15,169.45499062818286,2.519586477352338,1284.0,118,35,2490,686,704,218,1035,295,172,50
p80_p30_min3_sep7,Dallas,wind_only_vs_reference,3.0615253581057154,True,2.7042188933992946,3.4400215028048793,5000,0,5000,conditional_diagnostic,0.18247463616546475,2.5924593729144263,3.5305913432970044,delete_year_jackknife_diagnostic_t_df_5,4519,1284,4,1109,118,35,8,85,6,6,15,15,169.45499062818286,2.519586477352338,1284.0,118,35,2490,686,704,218,1035,295,172,50
p80_p30_min3_sep7,Dallas,other_compound_vs_reference,1.896131318829107,True,0.7874901950577715,2.8306759502584367,5000,0,5000,conditional_diagnostic,0.5303009777713843,0.5329492579498094,3.2593133797084044,delete_year_jackknife_diagnostic_t_df_5,4519,1284,4,1109,118,35,8,85,6,6,15,15,169.45499062818286,2.519586477352338,1284.0,118,35,2490,686,704,218,1035,295,172,50
p80_p30_min3_sep7,Dallas,episode_vs_wind_only,-0.937593265335094,True,-2.379736588563576,0.40483175307725716,5000,0,5000,conditional_diagnostic,0.7330804471726344,-2.8220365468972153,0.946850016227027,delete_year_jackknife_diagnostic_t_df_5,4519,1284,4,1109,118,35,8,85,6,6,15,15,169.45499062818286,2.519586477352338,1284.0,118,35,2490,686,704,218,1035,295,172,50
p80_p30_min3_sep7,Dallas,episode_vs_heat_only,3.190870387986862,True,2.374432921498505,3.9277101792040834,5000,0,5000,conditional_diagnostic,0.43571230653957,2.070836247233042,4.310904528740682,delete_year_jackknife_diagnostic_t_df_5,4519,1284,4,1109,118,35,8,85,6,6,15,15,169.45499062818286,2.519586477352338,1284.0,118,35,2490,686,704,218,1035,295,172,50
p80_p30_min3_sep7,Denver,episode_vs_reference,,False,,,0,5000,5000,conditional_diagnostic,,,,unavailable_fewer_than_3_blocks_or_nonidentifiable_deletion,6040,1284,5,1461,0,0,0,41,6,6,14,15,inf,3.357487304059484,1284.0,0,0,3185,676,1033,223,1632,344,190,41
p80_p30_min3_sep7,Denver,heat_only_vs_reference,0.4408833240263248,True,-0.3885266170938644,1.2889562851705962,5000,0,5000,conditional_diagnostic,0.4885255912250214,-0.8149116870202067,1.6966783350728563,delete_year_jackknife_diagnostic_t_df_5,6040,1284,5,1461,0,0,0,41,6,6,14,15,inf,3.357487304059484,1284.0,0,0,3185,676,1033,223,1632,344,190,41
