model,contrast,scheme,attempted,valid,failed,failure_fraction,conditional_lower,conditional_upper,status,target,temporal_year_blocks,note
direct_episode_wind,episode_vs_wind_only,hierarchical_city_independent_year,5000,356,4644,0.9288,,,all_11_city_point_unavailable_percentiles_suppressed,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
direct_episode_wind,episode_vs_wind_only,synchronized_year_fixed_cities,5000,0,5000,1.0,,,all_11_city_point_unavailable_percentiles_suppressed,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
direct_episode_wind,episode_vs_wind_only,synchronized_year_resampled_cities,5000,636,4364,0.8728,,,all_11_city_point_unavailable_percentiles_suppressed,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
