date,temperature_2m_max,wind_speed_10m_mean,relative_humidity_2m_mean,wind_direction_10m_dominant,precipitation_sum,shortwave_radiation_sum,city,year,month,weekday,warm,hot,calm,episode_id,pure_wind_run_id,pure_wind_run_days,low_wind_run_days,phase,regime,regime_factorial,persistent_wind_only,wind_duration_class,met_relative_humidity_2m_mean_0,met_relative_humidity_2m_mean_1,met_relative_humidity_2m_mean_2,met_precipitation_sum_0,met_precipitation_sum_1,met_precipitation_sum_2,met_shortwave_radiation_sum_0,met_shortwave_radiation_sum_1,met_shortwave_radiation_sum_2,wind_adjust_0,wind_adjust_1,wind_adjust_2,met_wind_sin,met_wind_cos
2019-01-25,7.7,12.4625,59.333333333333336,312.1857035636024,0.0,14.8356,Atlanta,2019,1,4,False,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.6928058771057851,-0.9113296655017309,-0.05684039144462987,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.7316630018659345,-0.9664881283957185,-0.07595990332399087,2.9038483798718233,-11.280381897045695,11.550197992099493,-0.7409721808688672,0.6715357229354479
2019-01-26,10.3,8.2125,61.875,301.49136177825363,0.0,14.4864,Atlanta,2019,1,5,False,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.6480996025389585,-0.7729609580145984,-0.06256119569872062,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.7424929589217698,-1.0058748302782592,-0.07446715204551958,0.5970220117269908,-2.9403367743276108,3.627848424029215,-0.8527189293743012,0.5223700101333781
2019-01-27,10.6,6.533333333333334,70.20833333333333,246.58766460053627,0.0,9.8748,Atlanta,2019,1,6,False,False,True,,,0,0,background,wind_only,wind_only,False,isolated_wind_only,0.08935320891532807,0.02606154250511658,-0.09971238702641819,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.5512471068099328,-1.198482080573796,-0.07625419166947858,-0.3056383336826031,0.33642169314139325,0.5071689518047221,-0.9176691011211795,-0.3973454678833602
2019-01-28,13.9,9.533333333333331,64.83333333333333,218.95933076717748,0.0,12.3048,Atlanta,2019,1,0,False,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.5213520712316456,-0.5482239360517921,-0.07351144431431589,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.7238747878219209,-1.167399121771343,-0.07069078936965206,1.3139474614347462,-5.5322919742311685,6.089990397635367,-0.6287686050175285,-0.777592464819658
2019-01-29,9.5,16.4375,64.70833333333333,289.8416497904471,5.8,7.9524,Atlanta,2019,1,1,False,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.528441888693611,-0.5591981760548422,-0.07294913724179879,-0.20827065287485266,0.9537579829983729,-0.0016753050143886222,0.32411178673447943,-1.1343272613415514,-0.08648089504388004,5.061409512430814,-19.080777041234967,18.95992494105934,-0.9406342829918627,0.3394217813582158
2019-01-30,5.7,11.920833333333334,50.375,290.48876589766,0.0,14.094,Atlanta,2019,1,2,False,False,False,,,0,0,background,neither,neither,False,not_wind_only,0.4618519888142312,-1.0678432393549457,-0.05899446198676516,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.7498977808013307,-1.0454650882679526,-0.07309621687678963,2.6098410976572857,-10.21743496964045,10.540486772639557,-0.9367408371308161,0.3500237192697915
2019-01-31,10.2,5.079166666666667,55.04166666666666,305.86271328077504,0.0,15.1812,Atlanta,2019,1,3,False,False,True,,,0,0,background,wind_only,wind_only,False,isolated_wind_only,0.6499279114340253,-1.0440736189941855,-0.05397979885542978,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.7169038336722994,-0.9235479405268024,-0.07769717903611666,0.5011883185172791,-0.5318835040820005,-0.15869016445309625,-0.8104230659559628,0.5858450769329185
2019-02-01,16.7,6.679166666666667,56.66666666666666,154.92316435953077,0.0,14.9868,Atlanta,2019,2,4,False,False,True,,,0,0,background,wind_only,wind_only,False,isolated_wind_only,0.6823724735052934,-1.0076281036578183,-0.05413185036186749,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.7257066496120766,-0.9481925013368386,-0.07668775035100764,-0.2347409564644581,0.0675640630722502,0.7701308968258986,0.42383327174426433,-0.9057402264239744
2019-02-02,17.9,6.354166666666667,66.83333333333333,104.36993955742098,0.0,9.6804,Atlanta,2019,2,5,False,False,True,,,0,0,background,wind_only,wind_only,False,isolated_wind_only,0.3861835206590133,-0.3541643316658289,-0.0837105625454726,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.5315461932704673,-1.1951965735077772,-0.07707816162792308,-0.36433508330977094,0.607157185299559,0.2146567563420944,0.9687135038846797,-0.2481816822238634
2019-02-03,16.1,6.516666666666667,79.66666666666667,96.44511817369538,1.5,5.49,Atlanta,2019,2,6,False,False,True,,,0,0,background,wind_only,wind_only,False,isolated_wind_only,-0.5848516155895926,0.783120782803552,0.018322103654342475,0.9953758054211073,0.13124495534696906,-0.007019736693718462,-0.05295687184045143,-0.9677536078941887,-0.10512034911655084,-0.31270755239279496,0.3649810601366483,0.47822769431742224,0.993679833653218,-0.11225145072965848
2019-02-04,18.2,7.366666666666667,80.83333333333333,176.38721112136216,0.6,9.3852,Atlanta,2019,2,0,False,False,False,,,0,0,background,neither,neither,False,not_wind_only,-0.6098781346472094,0.8007638293965615,0.05935157134037644,0.7331723838369683,-0.20891188037008093,-0.014047331562696063,0.5001375041934394,-1.1887450207104289,-0.0784253740643522,0.13791833257659789,-1.2805042646101883,2.0511455197956208,0.06301328555308297,-0.9980126882178431
2019-02-05,22.3,7.279166666666666,79.91666666666667,216.00814994223825,0.0,7.8372,Atlanta,2019,2,1,False,False,False,,,0,0,background,neither,neither,False,not_wind_only,-0.5913246660179856,0.7883080046752434,0.026643812904438555,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.3083979921048816,-1.1284224068815794,-0.08722897903689375,0.09042484852655641,-1.1087974532601075,1.8880383228059365,-0.5879003236137009,-0.8089333776615388
2019-02-06,22.1,13.404166666666669,85.45833333333333,202.1757291164933,1.1,5.9292,Atlanta,2019,2,2,False,False,False,,,0,0,background,neither,neither,False,not_wind_only,-0.5937512152290915,0.7245800794315246,0.27086472186085847,0.9972980580972487,-0.016815659179338995,-0.005472935067281121,0.019921812767664315,-1.002974679081508,-0.10143404098001493,3.4149687320294038,-13.128274247765589,13.305542112083696,-0.3774485478267891,-0.9260305576726117
2019-02-07,26.1,14.791666666666666,73.75,202.2653569372629,0.0,13.2408,Atlanta,2019,2,3,False,False,False,,,0,0,background,neither,neither,False,not_wind_only,-0.23875282042202634,0.41458707759840147,-0.09569078397230203,-0.21938134372315346,-0.4650677503217346,-0.050453465678498746,0.7493047535106885,-1.1151892077319518,-0.0711891196535957,4.168079693394332,-15.85105368488825,15.891956235777222,-0.3788966755536845,-0.9254389819185087
