model,city,contrast,estimate_ppb,ci_lower,ci_upper,ci_status,bootstrap_conditional_lower,bootstrap_conditional_upper,bootstrap_status,valid_bootstrap,n_station_days,n_city_days,n_stations,n_strata,n_episode_days,n_episodes,n_years,rank,parameters,condition_number,weighted_rmse,days_episode,days_heat_only,days_wind_only,days_other_compound
all_consecutive_episodes,Atlanta,episode_vs_reference,2.4110844912543508,1.5066028286137698,3.315566153894932,approximate_delete_one_year_jackknife_t,1.6720420386973474,2.9263870855267458,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.89118435089597,2.9482038647240123,104,134,244,31
all_consecutive_episodes,Atlanta,heat_only_vs_reference,0.011157381679338746,-0.6171098690491849,0.6394246324078624,approximate_delete_one_year_jackknife_t,-0.47185706615019285,0.5017210734710326,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.89118435089597,2.9482038647240123,104,134,244,31
all_consecutive_episodes,Atlanta,wind_only_vs_reference,1.896940351839984,1.3590247688778156,2.434855934802153,approximate_delete_one_year_jackknife_t,1.446312480778575,2.241121191103075,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.89118435089597,2.9482038647240123,104,134,244,31
all_consecutive_episodes,Atlanta,other_compound_vs_reference,1.119652494720731,-0.7085353570329429,2.947840346474405,approximate_delete_one_year_jackknife_t,-0.14231194830964616,2.7446472382057,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.89118435089597,2.9482038647240123,104,134,244,31
all_consecutive_episodes,Atlanta,episode_vs_heat_only,2.399927109575012,1.839692356338611,2.9601618628114132,approximate_delete_one_year_jackknife_t,2.016769424587263,2.8259499609236673,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.89118435089597,2.9482038647240123,104,134,244,31
all_consecutive_episodes,Atlanta,episode_vs_wind_only,0.5141441394143667,-0.01156053518873379,1.039848814017467,approximate_delete_one_year_jackknife_t,0.08461183186294563,0.8828080083816934,conditional_on_estimability,5000,3701,1284,3,868,99,27,6,15,15,271.89118435089597,2.9482038647240123,104,134,244,31
all_consecutive_episodes,Chicago,episode_vs_reference,4.753534595430832,3.5970080819047476,5.910061108956916,approximate_delete_one_year_jackknife_t,3.451854201585714,5.695382806945203,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,146.2014036739839,3.8256090019686355,51,155,289,51
all_consecutive_episodes,Chicago,heat_only_vs_reference,0.47230506271560113,-0.7033326202955783,1.6479427457267806,approximate_delete_one_year_jackknife_t,-0.14748761832580914,1.2340207912715724,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,146.2014036739839,3.8256090019686355,51,155,289,51
all_consecutive_episodes,Chicago,wind_only_vs_reference,4.608889188335514,3.908165957636086,5.309612419034941,approximate_delete_one_year_jackknife_t,4.057594339950844,5.028382577480906,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,146.2014036739839,3.8256090019686355,51,155,289,51
all_consecutive_episodes,Chicago,other_compound_vs_reference,4.611371214549083,3.2265176754766935,5.996224753621472,approximate_delete_one_year_jackknife_t,3.719122001573719,5.459083471586658,conditional_on_estimability,5000,4644,1284,4,1108,36,15,6,15,15,146.2014036739839,3.8256090019686355,51,155,289,51
