model,city,contrast,estimate_ppb,ci_lower,ci_upper,ci_status,bootstrap_conditional_lower,bootstrap_conditional_upper,bootstrap_status,valid_bootstrap,n_station_days,n_city_days,n_stations,n_strata,n_episode_days,n_episodes,n_years,rank,parameters,condition_number,weighted_rmse,days_episode,days_pre1_6,days_post1_2,days_post3_6,days_other_compound
phase_calendar,Houston,post1_2_vs_reference,0.7186288895821237,-0.6056835916820035,2.042941370846251,approximate_delete_one_year_jackknife_t,-0.03771606431507894,2.099368503511628,conditional_on_estimability,5000,10963,1284,10,2687,84,22,6,5,5,4.007969097046604,3.704800439961274,84,107,38,75,40
phase_calendar,Houston,post3_6_vs_reference,0.438961813019448,-1.4708689357170732,2.3487925617559693,approximate_delete_one_year_jackknife_t,-0.9246229676822172,1.5771575253739085,conditional_on_estimability,5000,10963,1284,10,2687,84,22,6,5,5,4.007969097046604,3.704800439961274,84,107,38,75,40
phase_calendar,Houston,other_compound_vs_reference,0.6589575086345328,-0.6440226593565287,1.9619376766255945,approximate_delete_one_year_jackknife_t,-0.5671135016054251,1.5302897408398994,conditional_on_estimability,5000,10963,1284,10,2687,84,22,6,5,5,4.007969097046604,3.704800439961274,84,107,38,75,40
phase_calendar,Los Angeles,episode_vs_reference,5.571626063226683,4.275738236511932,6.867513889941433,approximate_delete_one_year_jackknife_t,4.621330594800017,6.555593708328225,conditional_on_estimability,5000,9253,1284,8,2148,76,25,6,5,5,3.400857717231939,4.067173798335871,76,114,49,89,58
phase_calendar,Los Angeles,pre1_6_vs_reference,0.06752048460072164,-1.924797086717081,2.059838055918524,approximate_delete_one_year_jackknife_t,-1.3607504330385565,1.3796857673231202,conditional_on_estimability,5000,9253,1284,8,2148,76,25,6,5,5,3.400857717231939,4.067173798335871,76,114,49,89,58
phase_calendar,Los Angeles,post1_2_vs_reference,0.747059904761652,-0.6614922973293915,2.155612106852695,approximate_delete_one_year_jackknife_t,-0.2384481230765493,1.614626825928328,conditional_on_estimability,5000,9253,1284,8,2148,76,25,6,5,5,3.400857717231939,4.067173798335871,76,114,49,89,58
phase_calendar,Los Angeles,post3_6_vs_reference,-2.026921884465809,-3.897558895915404,-0.1562848730162132,approximate_delete_one_year_jackknife_t,-3.4896716373487746,-0.7336998579043124,conditional_on_estimability,5000,9253,1284,8,2148,76,25,6,5,5,3.400857717231939,4.067173798335871,76,114,49,89,58
phase_calendar,Los Angeles,other_compound_vs_reference,5.204137955767126,3.9398203150691993,6.468455596465053,approximate_delete_one_year_jackknife_t,4.263926378089031,6.043744519891901,conditional_on_estimability,5000,9253,1284,8,2148,76,25,6,5,5,3.400857717231939,4.067173798335871,76,114,49,89,58
phase_calendar,New York,episode_vs_reference,3.7121867944787557,1.200965831017402,6.223407757940109,approximate_delete_one_year_jackknife_t,1.559654391853872,5.1748323777874035,conditional_on_estimability,5000,10742,1284,9,2527,58,22,6,5,5,3.981678405611462,4.325701366425125,58,85,42,67,44
phase_calendar,New York,pre1_6_vs_reference,0.259646005093516,-1.2394757343965979,1.75876774458363,approximate_delete_one_year_jackknife_t,-0.6111767992824222,1.2148429546574973,conditional_on_estimability,5000,10742,1284,9,2527,58,22,6,5,5,3.981678405611462,4.325701366425125,58,85,42,67,44
phase_calendar,New York,post1_2_vs_reference,0.6074842576766664,-1.1155986880062903,2.3305672033596228,approximate_delete_one_year_jackknife_t,-0.4097868735476799,2.149549292272316,conditional_on_estimability,5000,10742,1284,9,2527,58,22,6,5,5,3.981678405611462,4.325701366425125,58,85,42,67,44
phase_calendar,New York,post3_6_vs_reference,0.4069984443360294,-0.6384922506999534,1.452489139372012,approximate_delete_one_year_jackknife_t,-0.3896706512591395,1.1758089688388769,conditional_on_estimability,5000,10742,1284,9,2527,58,22,6,5,5,3.981678405611462,4.325701366425125,58,85,42,67,44
phase_calendar,New York,other_compound_vs_reference,3.105152187021858,2.356799115300671,3.853505258743045,approximate_delete_one_year_jackknife_t,2.6979356648064514,3.524316924242787,conditional_on_estimability,5000,10742,1284,9,2527,58,22,6,5,5,3.981678405611462,4.325701366425125,58,85,42,67,44
phase_calendar,Philadelphia,episode_vs_reference,0.7375135314269129,-0.7227171580614652,2.197744220915291,approximate_delete_one_year_jackknife_t,-0.33960563692942747,1.4479473903183808,conditional_on_estimability,5000,5975,1284,6,1435,35,14,6,5,5,3.5568751461747,3.523975417723772,35,73,28,47,44
phase_calendar,Philadelphia,pre1_6_vs_reference,-0.707755327867066,-1.5730376685739393,0.1575270128398074,approximate_delete_one_year_jackknife_t,-1.234309870723847,-0.11582048900095772,conditional_on_estimability,5000,5975,1284,6,1435,35,14,6,5,5,3.5568751461747,3.523975417723772,35,73,28,47,44
phase_calendar,Philadelphia,post1_2_vs_reference,-1.079109916716288,-2.2008512126790674,0.04263137924649141,approximate_delete_one_year_jackknife_t,-2.0634303372194855,-0.07343792139878204,conditional_on_estimability,5000,5975,1284,6,1435,35,14,6,5,5,3.5568751461747,3.523975417723772,35,73,28,47,44
phase_calendar,Philadelphia,post3_6_vs_reference,-0.3510126883995174,-1.125226634268146,0.4232012574691112,approximate_delete_one_year_jackknife_t,-0.6514438202600079,0.5158877935763497,conditional_on_estimability,5000,5975,1284,6,1435,35,14,6,5,5,3.5568751461747,3.523975417723772,35,73,28,47,44
phase_calendar,Philadelphia,other_compound_vs_reference,1.0169093474387814,0.4393448769960473,1.5944738178815154,approximate_delete_one_year_jackknife_t,0.6558661503536252,1.425787219192083,conditional_on_estimability,5000,5975,1284,6,1435,35,14,6,5,5,3.5568751461747,3.523975417723772,35,73,28,47,44
phase_calendar,Phoenix,episode_vs_reference,5.31241706660174,2.4515555724934317,8.173278560710049,approximate_delete_one_year_jackknife_t,3.8583676122915493,8.656534980751719,conditional_on_estimability,4993,5991,1284,6,1414,16,8,6,5,5,3.6493638520159877,3.795436292808843,16,46,16,32,34
phase_calendar,Phoenix,pre1_6_vs_reference,1.3965738100003442,-0.6423974418940577,3.435545061894746,approximate_delete_one_year_jackknife_t,0.47110827612597445,3.735143296511699,conditional_on_estimability,4993,5991,1284,6,1414,16,8,6,5,5,3.6493638520159877,3.795436292808843,16,46,16,32,34
phase_calendar,Phoenix,post1_2_vs_reference,0.36032452584254715,0.11999921275859898,0.6006498389264954,approximate_delete_one_year_jackknife_t,-0.014797810685583876,0.7247918417809549,conditional_on_estimability,4993,5991,1284,6,1414,16,8,6,5,5,3.6493638520159877,3.795436292808843,16,46,16,32,34
phase_calendar,Phoenix,post3_6_vs_reference,-0.00037867226326905167,-3.617909206469776,3.617151861943238,approximate_delete_one_year_jackknife_t,-1.3360332002948299,4.707117736278867,conditional_on_estimability,4993,5991,1284,6,1414,16,8,6,5,5,3.6493638520159877,3.795436292808843,16,46,16,32,34
phase_calendar,Phoenix,other_compound_vs_reference,2.296427626435612,0.1342338857673151,4.458621367103909,approximate_delete_one_year_jackknife_t,1.0457699175754456,4.089333737963305,conditional_on_estimability,5000,5991,1284,6,1414,16,8,6,5,5,3.6493638520159877,3.795436292808843,16,46,16,32,34
phase_calendar,San Diego,episode_vs_reference,2.83700064062345,2.2716043821588547,3.4023968990880453,approximate_delete_one_year_jackknife_t,2.419001304725825,3.170283991701466,conditional_on_estimability,5000,5051,1284,5,1198,78,28,6,5,5,4.247889020211718,2.434228566249285,78,134,55,99,36
phase_calendar,San Diego,pre1_6_vs_reference,0.1043836997960812,-0.4712304880688678,0.6799978876610302,approximate_delete_one_year_jackknife_t,-0.243096682765932,0.5561247720487018,conditional_on_estimability,5000,5051,1284,5,1198,78,28,6,5,5,4.247889020211718,2.434228566249285,78,134,55,99,36
phase_calendar,San Diego,post1_2_vs_reference,-0.09387846335422355,-1.020995068234788,0.8332381415263408,approximate_delete_one_year_jackknife_t,-0.6494344469275968,0.9070644261470008,conditional_on_estimability,5000,5051,1284,5,1198,78,28,6,5,5,4.247889020211718,2.434228566249285,78,134,55,99,36
phase_calendar,San Diego,post3_6_vs_reference,-1.4025156640427408,-2.5111540776729013,-0.29387725041257995,approximate_delete_one_year_jackknife_t,-2.5257375769944206,-0.7368764191222963,conditional_on_estimability,5000,5051,1284,5,1198,78,28,6,5,5,4.247889020211718,2.434228566249285,78,134,55,99,36
phase_calendar,San Diego,other_compound_vs_reference,2.485157948717336,1.1426821410316306,3.827633756403041,approximate_delete_one_year_jackknife_t,1.482311827147366,3.374675162477507,conditional_on_estimability,5000,5051,1284,5,1198,78,28,6,5,5,4.247889020211718,2.434228566249285,78,134,55,99,36
phase_calendar,Seattle,episode_vs_reference,5.721634725906878,2.519413266706202,8.923856185107553,approximate_delete_one_year_jackknife_t,3.333454103013765,7.949267449501222,conditional_on_estimability,5000,2447,1282,2,587,39,15,6,5,5,3.3225839928263974,3.904155116072008,39,60,30,46,67
phase_calendar,Seattle,pre1_6_vs_reference,1.4070610170683286,-1.4549645308171781,4.269086564953835,approximate_delete_one_year_jackknife_t,-0.6020509935950664,3.3548652701694563,conditional_on_estimability,5000,2447,1282,2,587,39,15,6,5,5,3.3225839928263974,3.904155116072008,39,60,30,46,67
phase_calendar,Seattle,post1_2_vs_reference,-0.20205977559232313,-3.860114639645029,3.455995088460383,approximate_delete_one_year_jackknife_t,-2.3276957759477583,2.710620165230577,conditional_on_estimability,5000,2447,1282,2,587,39,15,6,5,5,3.3225839928263974,3.904155116072008,39,60,30,46,67
phase_calendar,Seattle,post3_6_vs_reference,0.0851541106625665,-3.613561983592287,3.7838702049174198,approximate_delete_one_year_jackknife_t,-2.9112049600272583,2.4232190313855675,conditional_on_estimability,5000,2447,1282,2,587,39,15,6,5,5,3.3225839928263974,3.904155116072008,39,60,30,46,67
phase_calendar,Seattle,other_compound_vs_reference,6.371046041356183,2.9033594079819545,9.838732674730412,approximate_delete_one_year_jackknife_t,4.389539226435891,8.655966404517986,conditional_on_estimability,5000,2447,1282,2,587,39,15,6,5,5,3.3225839928263974,3.904155116072008,39,60,30,46,67
