model,city,contrast,omitted_year,estimate_ppb,estimable
calendar_only,Chicago,episode_vs_wind_only,2021,1.9287280941174991,True
calendar_only,Chicago,episode_vs_wind_only,2022,1.2632661277533668,True
calendar_only,Chicago,episode_vs_wind_only,2023,0.7601302912674344,True
calendar_only,Chicago,episode_vs_wind_only,2024,0.2808682217017777,True
calendar_only,Chicago,episode_vs_heat_only,2019,4.112862727719998,True
calendar_only,Chicago,episode_vs_heat_only,2020,4.363081022309607,True
calendar_only,Chicago,episode_vs_heat_only,2021,4.712779487913839,True
calendar_only,Chicago,episode_vs_heat_only,2022,3.223046834441153,True
calendar_only,Chicago,episode_vs_heat_only,2023,3.147635588261392,True
calendar_only,Chicago,episode_vs_heat_only,2024,2.8332070764777075,True
calendar_only,Dallas,episode_vs_reference,2019,3.179186826545199,True
calendar_only,Dallas,episode_vs_reference,2020,3.5627086586088885,True
calendar_only,Dallas,episode_vs_reference,2021,3.628347535141198,True
calendar_only,Dallas,episode_vs_reference,2022,3.454450512628757,True
calendar_only,Dallas,episode_vs_reference,2023,3.975756884449394,True
calendar_only,Dallas,episode_vs_reference,2024,3.7184343225814014,True
calendar_only,Dallas,heat_only_vs_reference,2019,-0.5091677463647515,True
calendar_only,Dallas,heat_only_vs_reference,2020,-0.5918731492540279,True
calendar_only,Dallas,heat_only_vs_reference,2021,-0.4661350519909533,True
calendar_only,Dallas,heat_only_vs_reference,2022,-0.8050235443652998,True
calendar_only,Dallas,heat_only_vs_reference,2023,-0.1160977186121181,True
calendar_only,Dallas,heat_only_vs_reference,2024,-0.4075610487307681,True
calendar_only,Dallas,wind_only_vs_reference,2019,3.4990541787450025,True
calendar_only,Dallas,wind_only_vs_reference,2020,3.5995873949326582,True
calendar_only,Dallas,wind_only_vs_reference,2021,3.4665047160751343,True
calendar_only,Dallas,wind_only_vs_reference,2022,3.41710611189898,True
calendar_only,Dallas,wind_only_vs_reference,2023,3.664712531904791,True
calendar_only,Dallas,wind_only_vs_reference,2024,3.657643457153351,True
calendar_only,Dallas,other_compound_vs_reference,2019,2.177653368800644,True
calendar_only,Dallas,other_compound_vs_reference,2020,2.090548302669048,True
calendar_only,Dallas,other_compound_vs_reference,2021,2.014602979197261,True
calendar_only,Dallas,other_compound_vs_reference,2022,1.973450101633087,True
calendar_only,Dallas,other_compound_vs_reference,2023,2.478034933710586,True
calendar_only,Dallas,other_compound_vs_reference,2024,2.2879507156097043,True
calendar_only,Dallas,episode_vs_wind_only,2019,-0.3198673521998034,True
calendar_only,Dallas,episode_vs_wind_only,2020,-0.0368787363237697,True
calendar_only,Dallas,episode_vs_wind_only,2021,0.1618428190660634,True
calendar_only,Dallas,episode_vs_wind_only,2022,0.0373444007297774,True
calendar_only,Dallas,episode_vs_wind_only,2023,0.3110443525446031,True
calendar_only,Dallas,episode_vs_wind_only,2024,0.0607908654280504,True
calendar_only,Dallas,episode_vs_heat_only,2019,3.6883545729099514,True
calendar_only,Dallas,episode_vs_heat_only,2020,4.154581807862916,True
calendar_only,Dallas,episode_vs_heat_only,2021,4.094482587132151,True
calendar_only,Dallas,episode_vs_heat_only,2022,4.259474056994057,True
calendar_only,Dallas,episode_vs_heat_only,2023,4.091854603061512,True
calendar_only,Dallas,episode_vs_heat_only,2024,4.12599537131217,True
calendar_only,Denver,episode_vs_reference,2019,1.3640155756337742,True
calendar_only,Denver,episode_vs_reference,2020,2.619163578776762,True
calendar_only,Denver,episode_vs_reference,2021,2.7561357381314666,True
calendar_only,Denver,episode_vs_reference,2022,3.6651280651465967,True
calendar_only,Denver,episode_vs_reference,2023,2.547789128271117,True
calendar_only,Denver,episode_vs_reference,2024,2.6292601664112096,True
calendar_only,Denver,heat_only_vs_reference,2019,1.760553121936819,True
calendar_only,Denver,heat_only_vs_reference,2020,1.822465726632299,True
calendar_only,Denver,heat_only_vs_reference,2021,1.6638817130007348,True
calendar_only,Denver,heat_only_vs_reference,2022,2.0444106062461453,True
calendar_only,Denver,heat_only_vs_reference,2023,1.881247221555019,True
calendar_only,Denver,heat_only_vs_reference,2024,1.653090691362714,True
calendar_only,Denver,wind_only_vs_reference,2019,1.0689511144790451,True
calendar_only,Denver,wind_only_vs_reference,2020,1.1502008986431818,True
calendar_only,Denver,wind_only_vs_reference,2021,1.3306464717809516,True
calendar_only,Denver,wind_only_vs_reference,2022,1.0344027251313794,True
calendar_only,Denver,wind_only_vs_reference,2023,0.8606905136277359,True
calendar_only,Denver,wind_only_vs_reference,2024,1.023551516280104,True
calendar_only,Denver,other_compound_vs_reference,2019,2.5841651583627274,True
calendar_only,Denver,other_compound_vs_reference,2020,2.516339574808433,True
calendar_only,Denver,other_compound_vs_reference,2021,2.1956228931712416,True
calendar_only,Denver,other_compound_vs_reference,2022,3.0435097463077927,True
calendar_only,Denver,other_compound_vs_reference,2023,2.234153724731623,True
calendar_only,Denver,other_compound_vs_reference,2024,2.4210963887208363,True
calendar_only,Denver,episode_vs_wind_only,2019,0.295064461154729,True
calendar_only,Denver,episode_vs_wind_only,2020,1.4689626801335802,True
calendar_only,Denver,episode_vs_wind_only,2021,1.425489266350515,True
calendar_only,Denver,episode_vs_wind_only,2022,2.6307253400152173,True
calendar_only,Denver,episode_vs_wind_only,2023,1.6870986146433813,True
calendar_only,Denver,episode_vs_wind_only,2024,1.6057086501311055,True
calendar_only,Denver,episode_vs_heat_only,2019,-0.3965375463030445,True
calendar_only,Denver,episode_vs_heat_only,2020,0.796697852144463,True
calendar_only,Denver,episode_vs_heat_only,2021,1.0922540251307318,True
calendar_only,Denver,episode_vs_heat_only,2022,1.6207174589004514,True
calendar_only,Denver,episode_vs_heat_only,2023,0.6665419067160985,True
calendar_only,Denver,episode_vs_heat_only,2024,0.9761694750484956,True
calendar_only,Houston,episode_vs_reference,2019,2.361626922854903,True
calendar_only,Houston,episode_vs_reference,2020,2.174575391067784,True
calendar_only,Houston,episode_vs_reference,2021,2.300207948445024,True
calendar_only,Houston,episode_vs_reference,2022,2.377036139617009,True
calendar_only,Houston,episode_vs_reference,2023,2.008220761189671,True
calendar_only,Houston,episode_vs_reference,2024,2.636765293938057,True
calendar_only,Houston,heat_only_vs_reference,2019,-1.5947389809555117,True
calendar_only,Houston,heat_only_vs_reference,2020,-1.0111288206194122,True
calendar_only,Houston,heat_only_vs_reference,2021,-1.0935228293972186,True
calendar_only,Houston,heat_only_vs_reference,2022,-0.9874990919578566,True
calendar_only,Houston,heat_only_vs_reference,2023,-0.5073519211181732,True
calendar_only,Houston,heat_only_vs_reference,2024,-0.8951879936019167,True
calendar_only,Houston,wind_only_vs_reference,2019,3.9322925527340815,True
calendar_only,Houston,wind_only_vs_reference,2020,3.884046962012447,True
calendar_only,Houston,wind_only_vs_reference,2021,3.898418604406312,True
calendar_only,Houston,wind_only_vs_reference,2022,4.0852683740575655,True
calendar_only,Houston,wind_only_vs_reference,2023,3.6778960725890992,True
calendar_only,Houston,wind_only_vs_reference,2024,3.882065700410042,True
calendar_only,Houston,other_compound_vs_reference,2019,1.2703399330457077,True
calendar_only,Houston,other_compound_vs_reference,2020,1.5056728113076574,True
calendar_only,Houston,other_compound_vs_reference,2021,1.41229800550214,True
calendar_only,Houston,other_compound_vs_reference,2022,1.8079109756867715,True
calendar_only,Houston,other_compound_vs_reference,2023,1.951864576041249,True
calendar_only,Houston,other_compound_vs_reference,2024,2.029992372653477,True
calendar_only,Houston,episode_vs_wind_only,2019,-1.5706656298791786,True
calendar_only,Houston,episode_vs_wind_only,2020,-1.7094715709446633,True
calendar_only,Houston,episode_vs_wind_only,2021,-1.5982106559612874,True
calendar_only,Houston,episode_vs_wind_only,2022,-1.7082322344405565,True
calendar_only,Houston,episode_vs_wind_only,2023,-1.6696753113994285,True
calendar_only,Houston,episode_vs_wind_only,2024,-1.2453004064719848,True
calendar_only,Houston,episode_vs_heat_only,2019,3.9563659038104144,True
calendar_only,Houston,episode_vs_heat_only,2020,3.185704211687196,True
calendar_only,Houston,episode_vs_heat_only,2021,3.3937307778422428,True
calendar_only,Houston,episode_vs_heat_only,2022,3.3645352315748656,True
calendar_only,Houston,episode_vs_heat_only,2023,2.515572682307844,True
calendar_only,Houston,episode_vs_heat_only,2024,3.5319532875399737,True
calendar_only,Los Angeles,episode_vs_reference,2019,7.500925633300064,True
calendar_only,Los Angeles,episode_vs_reference,2020,7.0072931291349,True
calendar_only,Los Angeles,episode_vs_reference,2021,7.582511278483343,True
calendar_only,Los Angeles,episode_vs_reference,2022,7.053329677791668,True
calendar_only,Los Angeles,episode_vs_reference,2023,7.209235057845197,True
calendar_only,Los Angeles,episode_vs_reference,2024,7.4553689069541935,True
calendar_only,Los Angeles,heat_only_vs_reference,2019,5.051053157247726,True
calendar_only,Los Angeles,heat_only_vs_reference,2020,4.97514862116328,True
calendar_only,Los Angeles,heat_only_vs_reference,2021,5.070452553384756,True
calendar_only,Los Angeles,heat_only_vs_reference,2022,4.834405974193005,True
calendar_only,Los Angeles,heat_only_vs_reference,2023,5.473080558821569,True
calendar_only,Los Angeles,heat_only_vs_reference,2024,5.272202875925299,True
calendar_only,Los Angeles,wind_only_vs_reference,2019,2.3018609434281903,True
calendar_only,Los Angeles,wind_only_vs_reference,2020,2.163785509498315,True
calendar_only,Los Angeles,wind_only_vs_reference,2021,1.9728122886213415,True
calendar_only,Los Angeles,wind_only_vs_reference,2022,2.196130283517802,True
calendar_only,Los Angeles,wind_only_vs_reference,2023,2.287021379061925,True
calendar_only,Los Angeles,wind_only_vs_reference,2024,1.9211982622759796,True
calendar_only,Los Angeles,other_compound_vs_reference,2019,7.2723793191725346,True
calendar_only,Los Angeles,other_compound_vs_reference,2020,6.982665088488299,True
calendar_only,Los Angeles,other_compound_vs_reference,2021,6.421039660248942,True
calendar_only,Los Angeles,other_compound_vs_reference,2022,6.924858054490141,True
calendar_only,Los Angeles,other_compound_vs_reference,2023,7.114491185891227,True
calendar_only,Los Angeles,other_compound_vs_reference,2024,6.847643025449999,True
calendar_only,Los Angeles,episode_vs_wind_only,2019,5.199064689871873,True
calendar_only,Los Angeles,episode_vs_wind_only,2020,4.8435076196365845,True
calendar_only,Los Angeles,episode_vs_wind_only,2021,5.609698989862002,True
calendar_only,Los Angeles,episode_vs_wind_only,2022,4.8571993942738665,True
calendar_only,Los Angeles,episode_vs_wind_only,2023,4.922213678783272,True
calendar_only,Los Angeles,episode_vs_wind_only,2024,5.534170644678214,True
calendar_only,Los Angeles,episode_vs_heat_only,2019,2.449872476052337,True
calendar_only,Los Angeles,episode_vs_heat_only,2020,2.03214450797162,True
calendar_only,Los Angeles,episode_vs_heat_only,2021,2.512058725098587,True
calendar_only,Los Angeles,episode_vs_heat_only,2022,2.218923703598663,True
calendar_only,Los Angeles,episode_vs_heat_only,2023,1.7361544990236275,True
calendar_only,Los Angeles,episode_vs_heat_only,2024,2.183166031028895,True
calendar_only,New York,episode_vs_reference,2019,5.745932020450251,True
calendar_only,New York,episode_vs_reference,2020,5.55965749066935,True
calendar_only,New York,episode_vs_reference,2021,5.0793166732965895,True
calendar_only,New York,episode_vs_reference,2022,5.98501879826868,True
calendar_only,New York,episode_vs_reference,2023,5.547177577084358,True
calendar_only,New York,episode_vs_reference,2024,5.239777935989189,True
calendar_only,New York,heat_only_vs_reference,2019,1.8982671329898984,True
calendar_only,New York,heat_only_vs_reference,2020,2.1247239109054847,True
calendar_only,New York,heat_only_vs_reference,2021,2.0197045582242747,True
calendar_only,New York,heat_only_vs_reference,2022,1.890635869382743,True
calendar_only,New York,heat_only_vs_reference,2023,1.956508617080628,True
calendar_only,New York,heat_only_vs_reference,2024,1.9169262653111487,True
calendar_only,New York,wind_only_vs_reference,2019,5.001361527227755,True
calendar_only,New York,wind_only_vs_reference,2020,5.08024906818335,True
calendar_only,New York,wind_only_vs_reference,2021,4.999116672563472,True
calendar_only,New York,wind_only_vs_reference,2022,4.787006039623441,True
calendar_only,New York,wind_only_vs_reference,2023,5.164048511613379,True
calendar_only,New York,wind_only_vs_reference,2024,4.824434120729005,True
calendar_only,New York,other_compound_vs_reference,2019,4.467344711705799,True
calendar_only,New York,other_compound_vs_reference,2020,4.590904557340025,True
calendar_only,New York,other_compound_vs_reference,2021,4.794578396208992,True
calendar_only,New York,other_compound_vs_reference,2022,5.120314371090847,True
calendar_only,New York,other_compound_vs_reference,2023,4.382940372001138,True
calendar_only,New York,other_compound_vs_reference,2024,4.575291071071385,True
calendar_only,New York,episode_vs_wind_only,2019,0.7445704932224961,True
calendar_only,New York,episode_vs_wind_only,2020,0.4794084224860002,True
calendar_only,New York,episode_vs_wind_only,2021,0.080200000733118,True
calendar_only,New York,episode_vs_wind_only,2022,1.1980127586452385,True
calendar_only,New York,episode_vs_wind_only,2023,0.3831290654709782,True
calendar_only,New York,episode_vs_wind_only,2024,0.4153438152601847,True
calendar_only,New York,episode_vs_heat_only,2019,3.847664887460352,True
calendar_only,New York,episode_vs_heat_only,2020,3.4349335797638654,True
calendar_only,New York,episode_vs_heat_only,2021,3.059612115072315,True
calendar_only,New York,episode_vs_heat_only,2022,4.094382928885937,True
calendar_only,New York,episode_vs_heat_only,2023,3.59066896000373,True
calendar_only,New York,episode_vs_heat_only,2024,3.32285167067804,True
calendar_only,Philadelphia,episode_vs_reference,2019,2.40290914216115,True
calendar_only,Philadelphia,episode_vs_reference,2020,2.214364500130358,True
calendar_only,Philadelphia,episode_vs_reference,2021,1.3638986692847028,True
calendar_only,Philadelphia,episode_vs_reference,2022,2.3859558343346943,True
calendar_only,Philadelphia,episode_vs_reference,2023,2.4695235631246697,True
calendar_only,Philadelphia,episode_vs_reference,2024,2.1115258782164474,True
calendar_only,Philadelphia,heat_only_vs_reference,2019,1.1282069162497712,True
calendar_only,Philadelphia,heat_only_vs_reference,2020,1.1905289613833985,True
calendar_only,Philadelphia,heat_only_vs_reference,2021,1.373753668749997,True
calendar_only,Philadelphia,heat_only_vs_reference,2022,1.2543546208910907,True
calendar_only,Philadelphia,heat_only_vs_reference,2023,1.2728645189937975,True
calendar_only,Philadelphia,heat_only_vs_reference,2024,1.1615298776267584,True
calendar_only,Philadelphia,wind_only_vs_reference,2019,2.073333521370076,True
calendar_only,Philadelphia,wind_only_vs_reference,2020,2.124028479236705,True
calendar_only,Philadelphia,wind_only_vs_reference,2021,2.014623413934997,True
calendar_only,Philadelphia,wind_only_vs_reference,2022,1.8455576890975185,True
calendar_only,Philadelphia,wind_only_vs_reference,2023,2.146579884508526,True
calendar_only,Philadelphia,wind_only_vs_reference,2024,1.797576319811876,True
calendar_only,Philadelphia,other_compound_vs_reference,2019,2.3529855342249486,True
calendar_only,Philadelphia,other_compound_vs_reference,2020,2.263869803831957,True
calendar_only,Philadelphia,other_compound_vs_reference,2021,2.2820884312180523,True
calendar_only,Philadelphia,other_compound_vs_reference,2022,2.243629010430781,True
calendar_only,Philadelphia,other_compound_vs_reference,2023,2.209312682758754,True
calendar_only,Philadelphia,other_compound_vs_reference,2024,2.012804729628197,True
calendar_only,Philadelphia,episode_vs_wind_only,2019,0.3295756207910743,True
calendar_only,Philadelphia,episode_vs_wind_only,2020,0.0903360208936523,True
calendar_only,Philadelphia,episode_vs_wind_only,2021,-0.6507247446502944,True
calendar_only,Philadelphia,episode_vs_wind_only,2022,0.5403981452371758,True
calendar_only,Philadelphia,episode_vs_wind_only,2023,0.3229436786161437,True
calendar_only,Philadelphia,episode_vs_wind_only,2024,0.3139495584045715,True
calendar_only,Philadelphia,episode_vs_heat_only,2019,1.274702225911379,True
calendar_only,Philadelphia,episode_vs_heat_only,2020,1.023835538746959,True
calendar_only,Philadelphia,episode_vs_heat_only,2021,-0.0098549994652941,True
calendar_only,Philadelphia,episode_vs_heat_only,2022,1.1316012134436035,True
calendar_only,Philadelphia,episode_vs_heat_only,2023,1.1966590441308722,True
calendar_only,Philadelphia,episode_vs_heat_only,2024,0.949996000589689,True
calendar_only,Phoenix,episode_vs_reference,2019,6.574817032397755,True
calendar_only,Phoenix,episode_vs_reference,2020,6.128949750460619,True
calendar_only,Phoenix,episode_vs_reference,2021,6.573338872709977,True
calendar_only,Phoenix,episode_vs_reference,2022,6.7751525857989545,True
calendar_only,Phoenix,episode_vs_reference,2023,6.958132860145788,True
calendar_only,Phoenix,episode_vs_reference,2024,7.073880167100999,True
calendar_only,Phoenix,heat_only_vs_reference,2019,1.1219072285146687,True
calendar_only,Phoenix,heat_only_vs_reference,2020,1.6380852854454888,True
calendar_only,Phoenix,heat_only_vs_reference,2021,1.5135239081075058,True
calendar_only,Phoenix,heat_only_vs_reference,2022,1.6975469602138114,True
calendar_only,Phoenix,heat_only_vs_reference,2023,1.2245115404465314,True
calendar_only,Phoenix,heat_only_vs_reference,2024,1.601348907108178,True
calendar_only,Phoenix,wind_only_vs_reference,2019,3.4773628063958166,True
calendar_only,Phoenix,wind_only_vs_reference,2020,3.498912653369897,True
calendar_only,Phoenix,wind_only_vs_reference,2021,3.5877798249110637,True
calendar_only,Phoenix,wind_only_vs_reference,2022,3.6709209674244767,True
calendar_only,Phoenix,wind_only_vs_reference,2023,3.616960914384965,True
calendar_only,Phoenix,wind_only_vs_reference,2024,3.422045808305472,True
calendar_only,Phoenix,other_compound_vs_reference,2019,2.8893122110793503,True
calendar_only,Phoenix,other_compound_vs_reference,2020,4.141782894384767,True
calendar_only,Phoenix,other_compound_vs_reference,2021,3.2869120838952046,True
calendar_only,Phoenix,other_compound_vs_reference,2022,3.395880768919312,True
calendar_only,Phoenix,other_compound_vs_reference,2023,3.257160938052161,True
calendar_only,Phoenix,other_compound_vs_reference,2024,3.922798174716819,True
calendar_only,Phoenix,episode_vs_wind_only,2019,3.0974542260019384,True
calendar_only,Phoenix,episode_vs_wind_only,2020,2.630037097090722,True
calendar_only,Phoenix,episode_vs_wind_only,2021,2.9855590477989136,True
calendar_only,Phoenix,episode_vs_wind_only,2022,3.104231618374478,True
calendar_only,Phoenix,episode_vs_wind_only,2023,3.3411719457608235,True
calendar_only,Phoenix,episode_vs_wind_only,2024,3.651834358795527,True
calendar_only,Phoenix,episode_vs_heat_only,2019,5.452909803883086,True
calendar_only,Phoenix,episode_vs_heat_only,2020,4.490864465015131,True
calendar_only,Phoenix,episode_vs_heat_only,2021,5.059814964602471,True
calendar_only,Phoenix,episode_vs_heat_only,2022,5.077605625585143,True
calendar_only,Phoenix,episode_vs_heat_only,2023,5.733621319699257,True
calendar_only,Phoenix,episode_vs_heat_only,2024,5.47253125999282,True
calendar_only,San Diego,episode_vs_reference,2019,4.447257409169709,True
calendar_only,San Diego,episode_vs_reference,2020,4.018922544357601,True
calendar_only,San Diego,episode_vs_reference,2021,4.285472242935809,True
calendar_only,San Diego,episode_vs_reference,2022,4.482095156111424,True
calendar_only,San Diego,episode_vs_reference,2023,4.29766474696274,True
calendar_only,San Diego,episode_vs_reference,2024,4.697101654353942,True
calendar_only,San Diego,heat_only_vs_reference,2019,3.99948677019004,True
calendar_only,San Diego,heat_only_vs_reference,2020,3.8358701561427537,True
calendar_only,San Diego,heat_only_vs_reference,2021,3.873957369779244,True
calendar_only,San Diego,heat_only_vs_reference,2022,4.018027002358664,True
calendar_only,San Diego,heat_only_vs_reference,2023,4.225979073706197,True
calendar_only,San Diego,heat_only_vs_reference,2024,4.244229315828664,True
calendar_only,San Diego,wind_only_vs_reference,2019,0.8835368469281022,True
calendar_only,San Diego,wind_only_vs_reference,2020,0.8196523809776919,True
calendar_only,San Diego,wind_only_vs_reference,2021,0.9419572771109422,True
calendar_only,San Diego,wind_only_vs_reference,2022,0.8563697030872279,True
calendar_only,San Diego,wind_only_vs_reference,2023,1.0122295474750769,True
calendar_only,San Diego,wind_only_vs_reference,2024,0.8154928798296598,True
calendar_only,San Diego,other_compound_vs_reference,2019,3.227906563343132,True
calendar_only,San Diego,other_compound_vs_reference,2020,3.2670965132408587,True
calendar_only,San Diego,other_compound_vs_reference,2021,3.2818197536164826,True
calendar_only,San Diego,other_compound_vs_reference,2022,3.3175919709236723,True
calendar_only,San Diego,other_compound_vs_reference,2023,3.690317926020564,True
calendar_only,San Diego,other_compound_vs_reference,2024,3.870436157241183,True
calendar_only,San Diego,episode_vs_wind_only,2019,3.563720562241607,True
calendar_only,San Diego,episode_vs_wind_only,2020,3.199270163379909,True
calendar_only,San Diego,episode_vs_wind_only,2021,3.343514965824866,True
calendar_only,San Diego,episode_vs_wind_only,2022,3.625725453024196,True
calendar_only,San Diego,episode_vs_wind_only,2023,3.285435199487663,True
calendar_only,San Diego,episode_vs_wind_only,2024,3.881608774524282,True
calendar_only,San Diego,episode_vs_heat_only,2019,0.4477706389796694,True
calendar_only,San Diego,episode_vs_heat_only,2020,0.1830523882148469,True
calendar_only,San Diego,episode_vs_heat_only,2021,0.4115148731565647,True
calendar_only,San Diego,episode_vs_heat_only,2022,0.4640681537527591,True
calendar_only,San Diego,episode_vs_heat_only,2023,0.0716856732565425,True
calendar_only,San Diego,episode_vs_heat_only,2024,0.4528723385252782,True
calendar_only,Seattle,episode_vs_reference,2019,6.758303012206552,True
calendar_only,Seattle,episode_vs_reference,2020,7.014086252792731,True
calendar_only,Seattle,episode_vs_reference,2021,6.399260850279255,True
calendar_only,Seattle,episode_vs_reference,2022,5.227788387266143,True
calendar_only,Seattle,episode_vs_reference,2023,8.187850194781964,True
calendar_only,Seattle,episode_vs_reference,2024,6.236235344697406,True
calendar_only,Seattle,heat_only_vs_reference,2019,5.243872964118257,True
calendar_only,Seattle,heat_only_vs_reference,2020,5.14091849532438,True
calendar_only,Seattle,heat_only_vs_reference,2021,4.745742628528134,True
calendar_only,Seattle,heat_only_vs_reference,2022,4.411088926796305,True
calendar_only,Seattle,heat_only_vs_reference,2023,4.4988875860597775,True
calendar_only,Seattle,heat_only_vs_reference,2024,4.499778463787889,True
calendar_only,Seattle,wind_only_vs_reference,2019,4.020150834453744,True
calendar_only,Seattle,wind_only_vs_reference,2020,3.960214522554208,True
calendar_only,Seattle,wind_only_vs_reference,2021,4.007394817208721,True
calendar_only,Seattle,wind_only_vs_reference,2022,3.898877519842895,True
calendar_only,Seattle,wind_only_vs_reference,2023,4.17530831007325,True
calendar_only,Seattle,wind_only_vs_reference,2024,4.203517362561811,True
calendar_only,Seattle,other_compound_vs_reference,2019,8.036784298576029,True
calendar_only,Seattle,other_compound_vs_reference,2020,8.531060270323346,True
calendar_only,Seattle,other_compound_vs_reference,2021,7.604075907937035,True
calendar_only,Seattle,other_compound_vs_reference,2022,7.635835416890933,True
calendar_only,Seattle,other_compound_vs_reference,2023,9.07086160936177,True
calendar_only,Seattle,other_compound_vs_reference,2024,7.742807978067656,True
calendar_only,Seattle,episode_vs_wind_only,2019,2.7381521777528084,True
calendar_only,Seattle,episode_vs_wind_only,2020,3.053871730238523,True
calendar_only,Seattle,episode_vs_wind_only,2021,2.391866033070534,True
calendar_only,Seattle,episode_vs_wind_only,2022,1.3289108674232484,True
calendar_only,Seattle,episode_vs_wind_only,2023,4.012541884708714,True
calendar_only,Seattle,episode_vs_wind_only,2024,2.032717982135595,True
calendar_only,Seattle,episode_vs_heat_only,2019,1.514430048088295,True
calendar_only,Seattle,episode_vs_heat_only,2020,1.8731677574683507,True
calendar_only,Seattle,episode_vs_heat_only,2021,1.6535182217511206,True
calendar_only,Seattle,episode_vs_heat_only,2022,0.8166994604698381,True
