model,city,year,episode_id,observed_station_days,selected_station_days,observed_city_days,selected_city_days,any_selected_site_day,every_observed_site_day_selected,every_observed_city_day_has_a_selected_site
period_2023_2024,Atlanta,2023,atlanta_2023-06-29,6,6,2,2,True,True,True
period_2023_2024,Atlanta,2023,atlanta_2023-07-25,15,15,5,5,True,True,True
period_2023_2024,Atlanta,2023,atlanta_2023-08-12,6,6,2,2,True,True,True
period_2023_2024,Atlanta,2023,atlanta_2023-08-21,6,6,2,2,True,True,True
period_2023_2024,Atlanta,2024,atlanta_2024-06-14,5,5,2,2,True,True,True
period_2023_2024,Atlanta,2024,atlanta_2024-06-21,6,6,2,2,True,True,True
period_2023_2024,Atlanta,2024,atlanta_2024-07-04,12,12,4,4,True,True,True
period_2023_2024,Atlanta,2024,atlanta_2024-07-12,12,12,4,4,True,True,True
period_2023_2024,Atlanta,2024,atlanta_2024-08-27,21,21,7,7,True,True,True
period_2023_2024,Atlanta,2024,atlanta_2024-09-20,6,6,2,2,True,True,True
period_2023_2024,Chicago,2023,chicago_2023-07-04,2,2,2,2,True,True,True
period_2023_2024,Chicago,2023,chicago_2023-07-24,8,6,2,2,True,False,True
period_2023_2024,Chicago,2024,chicago_2024-07-30,12,12,3,3,True,True,True
period_2023_2024,Chicago,2024,chicago_2024-08-13,8,8,2,2,True,True,True
period_2023_2024,Chicago,2024,chicago_2024-08-30,8,8,2,2,True,True,True
period_2023_2024,Chicago,2024,chicago_2024-09-19,10,10,3,3,True,True,True
period_2023_2024,Dallas,2023,dallas_2023-07-29,9,9,3,3,True,True,True
period_2023_2024,Dallas,2023,dallas_2023-08-23,16,16,4,4,True,True,True
period_2023_2024,Dallas,2024,dallas_2024-07-10,8,8,2,2,True,True,True
period_2023_2024,Dallas,2024,dallas_2024-08-02,21,21,7,7,True,True,True
period_2023_2024,Dallas,2024,dallas_2024-08-25,5,5,2,2,True,True,True
period_2023_2024,Denver,2024,denver_2024-07-28,9,9,2,2,True,True,True
period_2023_2024,Houston,2023,houston_2023-07-02,14,14,2,2,True,True,True
period_2023_2024,Houston,2023,houston_2023-07-23,15,15,3,3,True,True,True
period_2023_2024,Houston,2023,houston_2023-08-31,22,22,3,3,True,True,True
period_2023_2024,Houston,2023,houston_2023-09-11,23,23,3,3,True,True,True
period_2023_2024,Houston,2024,houston_2024-06-06,18,18,2,2,True,True,True
period_2023_2024,Houston,2024,houston_2024-06-30,25,25,3,3,True,True,True
period_2023_2024,Houston,2024,houston_2024-07-09,3,3,2,2,True,True,True
period_2023_2024,Houston,2024,houston_2024-08-01,218,218,23,23,True,True,True
period_2023_2024,Houston,2024,houston_2024-09-18,29,29,3,3,True,True,True
period_2023_2024,Los Angeles,2023,los_angeles_2023-07-24,14,14,2,2,True,True,True
period_2023_2024,Los Angeles,2023,los_angeles_2023-08-27,28,28,4,4,True,True,True
