model,city,year,episode_id,observed_station_days,selected_station_days,observed_city_days,selected_city_days,any_selected_site_day,every_observed_site_day_selected,every_observed_city_day_has_a_selected_site
direct_episode_neither,New York,2020,new_york_2020-07-21,18,18,2,2,True,True,True
direct_episode_neither,New York,2020,new_york_2020-07-29,18,18,2,2,True,True,True
direct_episode_neither,New York,2021,new_york_2021-06-08,17,17,2,2,True,True,True
direct_episode_neither,New York,2021,new_york_2021-07-14,30,30,4,4,True,True,True
direct_episode_neither,New York,2021,new_york_2021-07-26,18,16,2,2,True,False,True
direct_episode_neither,New York,2021,new_york_2021-08-25,27,9,3,1,True,False,False
direct_episode_neither,New York,2022,new_york_2022-07-13,17,9,2,1,True,False,False
direct_episode_neither,New York,2022,new_york_2022-09-04,18,18,2,2,True,True,True
direct_episode_neither,New York,2023,new_york_2023-07-05,28,14,4,2,True,False,False
direct_episode_neither,New York,2023,new_york_2023-07-14,16,16,2,2,True,True,True
direct_episode_neither,New York,2023,new_york_2023-09-04,48,47,6,6,True,False,True
direct_episode_neither,New York,2024,new_york_2024-07-05,32,32,4,4,True,True,True
direct_episode_neither,New York,2024,new_york_2024-07-13,16,16,2,2,True,True,True
direct_episode_neither,New York,2024,new_york_2024-08-01,24,24,3,3,True,True,True
direct_episode_neither,Philadelphia,2019,philadelphia_2019-06-27,6,6,2,2,True,True,True
direct_episode_neither,Philadelphia,2019,philadelphia_2019-08-03,8,7,2,2,True,False,True
direct_episode_neither,Philadelphia,2019,philadelphia_2019-08-17,16,10,4,3,True,False,False
direct_episode_neither,Philadelphia,2020,philadelphia_2020-07-21,8,8,2,2,True,True,True
direct_episode_neither,Philadelphia,2021,philadelphia_2021-06-08,9,9,2,2,True,True,True
direct_episode_neither,Philadelphia,2021,philadelphia_2021-07-14,20,15,4,3,True,False,False
direct_episode_neither,Philadelphia,2021,philadelphia_2021-07-26,9,4,2,1,True,False,False
direct_episode_neither,Philadelphia,2021,philadelphia_2021-08-24,20,5,4,1,True,False,False
direct_episode_neither,Philadelphia,2022,philadelphia_2022-08-10,10,4,2,1,True,False,False
direct_episode_neither,Philadelphia,2023,philadelphia_2023-06-01,10,10,2,2,True,True,True
direct_episode_neither,Philadelphia,2023,philadelphia_2023-07-05,14,0,3,0,False,False,False
direct_episode_neither,Philadelphia,2023,philadelphia_2023-09-07,8,8,2,2,True,True,True
direct_episode_neither,Philadelphia,2024,philadelphia_2024-07-07,8,4,2,1,True,False,False
direct_episode_neither,Phoenix,2020,phoenix_2020-09-16,8,8,2,2,True,True,True
direct_episode_neither,Phoenix,2021,phoenix_2021-07-07,10,10,2,2,True,True,True
direct_episode_neither,Phoenix,2021,phoenix_2021-08-04,10,5,2,1,True,False,False
direct_episode_neither,Phoenix,2021,phoenix_2021-08-25,10,5,2,1,True,False,False
direct_episode_neither,Phoenix,2021,phoenix_2021-09-12,10,5,2,1,True,False,False
direct_episode_neither,Phoenix,2023,phoenix_2023-07-24,8,0,2,0,False,False,False
direct_episode_neither,Phoenix,2024,phoenix_2024-08-02,8,8,2,2,True,True,True
direct_episode_neither,Phoenix,2024,phoenix_2024-09-26,8,8,2,2,True,True,True
direct_episode_neither,San Diego,2019,san_diego_2019-08-14,8,8,2,2,True,True,True
direct_episode_neither,San Diego,2019,san_diego_2019-08-25,8,4,2,1,True,False,False
direct_episode_neither,San Diego,2019,san_diego_2019-09-02,16,16,4,4,True,True,True
direct_episode_neither,San Diego,2019,san_diego_2019-09-13,12,12,3,3,True,True,True
direct_episode_neither,San Diego,2019,san_diego_2019-10-06,8,4,2,1,True,False,False
direct_episode_neither,San Diego,2020,san_diego_2020-05-06,8,8,2,2,True,True,True
direct_episode_neither,San Diego,2020,san_diego_2020-07-05,8,8,2,2,True,True,True
direct_episode_neither,San Diego,2020,san_diego_2020-08-17,20,20,5,5,True,True,True
direct_episode_neither,San Diego,2020,san_diego_2020-09-04,8,4,2,1,True,False,False
direct_episode_neither,San Diego,2020,san_diego_2020-09-22,10,10,3,3,True,True,True
direct_episode_neither,San Diego,2020,san_diego_2020-10-01,23,11,6,3,True,False,False
direct_episode_neither,San Diego,2020,san_diego_2020-10-14,12,7,3,2,True,False,False
direct_episode_neither,San Diego,2021,san_diego_2021-08-27,8,8,2,2,True,True,True
direct_episode_neither,San Diego,2021,san_diego_2021-10-01,8,4,2,1,True,False,False
direct_episode_neither,San Diego,2022,san_diego_2022-06-26,10,10,3,3,True,True,True
direct_episode_neither,San Diego,2022,san_diego_2022-08-09,7,5,2,2,True,False,True
direct_episode_neither,San Diego,2022,san_diego_2022-09-02,8,4,2,1,True,False,False
direct_episode_neither,San Diego,2022,san_diego_2022-09-27,8,8,2,2,True,True,True
direct_episode_neither,San Diego,2023,san_diego_2023-07-24,16,16,4,4,True,True,True
direct_episode_neither,San Diego,2023,san_diego_2023-08-28,12,12,3,3,True,True,True
direct_episode_neither,San Diego,2023,san_diego_2023-09-10,8,8,2,2,True,True,True
direct_episode_neither,San Diego,2023,san_diego_2023-10-04,16,8,4,2,True,False,False
direct_episode_neither,San Diego,2024,san_diego_2024-06-22,10,10,2,2,True,True,True
direct_episode_neither,San Diego,2024,san_diego_2024-08-13,15,10,3,2,True,False,False
direct_episode_neither,San Diego,2024,san_diego_2024-09-05,15,10,3,2,True,False,False
direct_episode_neither,San Diego,2024,san_diego_2024-10-01,9,4,2,1,True,False,False
direct_episode_neither,Seattle,2019,seattle_2019-08-05,4,2,2,1,True,False,False
direct_episode_neither,Seattle,2019,seattle_2019-08-12,8,6,4,3,True,False,False
direct_episode_neither,Seattle,2019,seattle_2019-09-02,4,4,2,2,True,True,True
direct_episode_neither,Seattle,2020,seattle_2020-08-27,4,4,2,2,True,True,True
direct_episode_neither,Seattle,2021,seattle_2021-07-10,8,4,4,2,True,False,False
direct_episode_neither,Seattle,2021,seattle_2021-07-18,3,0,2,0,False,False,False
direct_episode_neither,Seattle,2021,seattle_2021-07-27,4,4,2,2,True,True,True
direct_episode_neither,Seattle,2022,seattle_2022-07-29,6,6,3,3,True,True,True
direct_episode_neither,Seattle,2022,seattle_2022-08-14,4,2,2,1,True,False,False
direct_episode_neither,Seattle,2023,seattle_2023-06-28,6,6,3,3,True,True,True
direct_episode_neither,Seattle,2023,seattle_2023-07-12,8,5,4,3,True,False,False
direct_episode_neither,Seattle,2023,seattle_2023-07-27,4,2,2,1,True,False,False
direct_episode_neither,Seattle,2023,seattle_2023-08-06,4,2,2,1,True,False,False
direct_episode_neither,Seattle,2023,seattle_2023-09-15,4,4,2,2,True,True,True
direct_episode_neither,Seattle,2024,seattle_2024-07-11,4,1,2,1,True,False,False
direct_episode_neither,Seattle,2024,seattle_2024-08-02,4,4,2,2,True,True,True
