period,classification,city,regime,variable,n,mean,median,q25,q75,minimum,maximum,sd
2019_2024,regime_factorial,Denver,neither,wind_speed_10m_mean,676,9.336489151873767,8.627083333333335,7.7625,10.129166666666666,7.070833333333333,22.704166666666666,2.1965285591678905
2019_2024,regime_factorial,Denver,neither,relative_humidity_2m_mean,676,50.163399901380664,47.60416666666667,37.833333333333336,59.17708333333333,21.58333333333333,96.83333333333331,15.884719963040082
2019_2024,regime_factorial,Denver,neither,precipitation_sum,676,1.782544378698225,0.1,0.0,1.4,0.0,39.2,4.081530944373626
2019_2024,regime_factorial,Denver,neither,shortwave_radiation_sum,676,21.874084615384614,22.6458,18.0702,26.3349,4.7916,32.5188,5.7374866002457905
2019_2024,regime_factorial,Denver,neither,wind_direction_10m_dominant,676,178.44954801306517,202.61270776970247,86.47261849286538,248.92910314804791,0.2824470047790842,359.62828845668906,95.84508735064668
2019_2024,regime_factorial,Denver,neither,pure_wind_run_days,676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Denver,neither,low_wind_run_days,676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Denver,wind_only,no2_ppb,344,15.634040874951552,14.989331775,12.49764515,17.9505124,6.413912999999999,39.8614626,4.598194839146817
2019_2024,regime_factorial,Denver,wind_only,n_available_sites,344,4.752906976744186,5.0,5.0,5.0,2.0,5.0,0.47070783812516437
2019_2024,regime_factorial,Denver,wind_only,temperature_2m_max,344,22.81831395348837,24.1,19.3,28.3,-9.1,32.1,6.976790891457788
2019_2024,regime_factorial,Denver,wind_only,wind_speed_10m_mean,344,6.229808624031008,6.375,5.848958333333334,6.8125,3.329166666666667,7.066666666666666,0.7011309510924234
2019_2024,regime_factorial,Denver,wind_only,relative_humidity_2m_mean,344,56.53718507751938,55.375,44.90624999999999,66.5,23.291666666666668,94.70833333333331,14.51472913359025
2019_2024,regime_factorial,Denver,wind_only,precipitation_sum,344,1.8017441860465115,0.1,0.0,1.6,0.0,27.9,3.8716578565615962
2019_2024,regime_factorial,Denver,wind_only,shortwave_radiation_sum,344,22.116076744186046,23.0112,18.016199999999998,26.4843,6.5304,31.4964,5.545912677747027
2019_2024,regime_factorial,Denver,wind_only,wind_direction_10m_dominant,344,193.14320321352153,212.833279373862,119.98734773375757,255.2820436719224,1.8042287084544204,357.5274118727665,89.25635023752601
2019_2024,regime_factorial,Denver,wind_only,pure_wind_run_days,344,2.3430232558139537,2.0,1.0,3.0,1.0,7.0,1.4523764137684836
2019_2024,regime_factorial,Denver,wind_only,low_wind_run_days,344,2.38953488372093,2.0,1.0,3.0,1.0,7.0,1.4466230159869145
2019_2024,regime_factorial,Houston,compound,no2_ppb,118,8.557919093664246,7.8052579047619055,6.074304375,10.272276892857143,3.202878777777778,18.051190428571427,3.2374641251096534
2019_2024,regime_factorial,Houston,compound,n_available_sites,118,8.491525423728813,9.0,8.0,9.0,1.0,10.0,1.5120358309408426
2019_2024,regime_factorial,Houston,compound,temperature_2m_max,118,34.692372881355936,34.6,33.8,35.175000000000004,33.5,38.9,1.0808477821354783
2019_2024,regime_factorial,Houston,compound,wind_speed_10m_mean,118,6.747387005649718,6.870833333333334,6.078125,7.526041666666667,4.308333333333333,8.179166666666667,0.9540170973184666
2019_2024,regime_factorial,Houston,compound,relative_humidity_2m_mean,118,73.50776836158191,74.66666666666666,70.625,78.03125,47.375,83.45833333333333,6.138028203656773
2019_2024,regime_factorial,Houston,compound,precipitation_sum,118,1.5279661016949153,0.15000000000000002,0.0,1.275,0.0,24.1,3.5679697019051155
2019_2024,regime_factorial,Houston,compound,shortwave_radiation_sum,118,22.872935593220337,23.1966,20.9421,24.5988,14.5656,29.0196,2.6699378414457207
2019_2024,regime_factorial,Houston,compound,wind_direction_10m_dominant,118,176.09400367752653,182.5330129106025,142.13401910906342,214.54268717890426,8.853546362049626,356.8953128165101,72.33258875241819
2019_2024,regime_factorial,Houston,compound,pure_wind_run_days,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Houston,compound,low_wind_run_days,118,8.330508474576272,5.0,3.0,11.0,1.0,23.0,7.835984368367199
2019_2024,regime_factorial,Houston,heat_only,no2_ppb,207,5.813173897222222,5.065277666666667,4.0710780714285715,6.9970008888888895,1.6530303333333334,14.29791675,2.498061673779833
2019_2024,regime_factorial,Houston,heat_only,n_available_sites,207,8.285024154589372,9.0,7.5,9.0,2.0,10.0,1.3691886458619984
2019_2024,regime_factorial,Houston,heat_only,temperature_2m_max,207,35.50917874396136,35.3,34.1,36.4,33.5,41.9,1.6818456118414253
2019_2024,regime_factorial,Houston,heat_only,wind_speed_10m_mean,207,11.572020933977457,10.933333333333332,9.564583333333333,13.233333333333334,8.270833333333334,20.35,2.535147453012005
2019_2024,regime_factorial,Houston,heat_only,relative_humidity_2m_mean,207,70.86171497584542,71.58333333333333,68.02083333333334,74.9375,41.958333333333336,81.45833333333333,6.045914808037536
2019_2024,regime_factorial,Houston,heat_only,precipitation_sum,207,0.5811594202898551,0.0,0.0,0.5,0.0,7.6,1.2166652692398268
2019_2024,regime_factorial,Houston,heat_only,shortwave_radiation_sum,207,23.73198260869565,23.922,22.3236,25.653599999999997,15.0228,28.3176,2.6343712195540174
2019_2024,regime_factorial,Houston,heat_only,wind_direction_10m_dominant,207,174.35928788314126,186.09677969882588,169.95830504272126,198.18623859263758,1.0627890111781586,358.9277565825293,56.46517580686488
2019_2024,regime_factorial,Houston,heat_only,pure_wind_run_days,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Houston,heat_only,low_wind_run_days,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Houston,neither,no2_ppb,664,8.118681682937105,7.509833944444445,5.375509388888889,10.106770825,1.9419465,20.695478555555557,3.5404590893741896
2019_2024,regime_factorial,Houston,neither,n_available_sites,664,8.698795180722891,9.0,8.0,9.0,1.0,10.0,1.0214583341591545
2019_2024,regime_factorial,Houston,neither,temperature_2m_max,664,28.502560240963852,29.2,26.6,31.4,13.2,33.4,3.6752331674300502
2019_2024,regime_factorial,Houston,neither,wind_speed_10m_mean,664,13.386627761044176,12.60625,10.194791666666667,15.796875,8.216666666666667,34.85,3.962251692099359
2019_2024,regime_factorial,Houston,neither,relative_humidity_2m_mean,664,76.29856927710843,78.41666666666667,72.15625,83.5,28.70833333333333,97.5,10.631035999919936
2019_2024,regime_factorial,Houston,neither,precipitation_sum,664,5.325301204819277,0.8,0.0,5.025,0.0,162.9,12.436938058264042
2019_2024,regime_factorial,Houston,neither,shortwave_radiation_sum,664,17.87799578313253,18.691200000000002,13.7025,22.0671,2.124,30.258,6.096521392668466
2019_2024,regime_factorial,Houston,neither,wind_direction_10m_dominant,664,146.5727776019041,147.6505811015919,101.46463877888843,172.48730277817663,1.6580688137949324,358.8484359036668,78.243336373471
2019_2024,regime_factorial,Houston,neither,pure_wind_run_days,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Houston,neither,low_wind_run_days,664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Houston,wind_only,no2_ppb,295,11.52894469955744,10.834523714285714,8.670218727777778,13.87372588888889,2.8823453333333333,24.473200888888886,3.9831538747644744
2019_2024,regime_factorial,Houston,wind_only,n_available_sites,295,8.532203389830508,9.0,8.0,9.0,3.0,10.0,1.1656128395934924
2019_2024,regime_factorial,Houston,wind_only,temperature_2m_max,295,30.715593220338977,31.2,29.8,32.4,22.1,33.4,2.2593932958340837
2019_2024,regime_factorial,Houston,wind_only,wind_speed_10m_mean,295,6.511638418079096,6.679166666666667,5.7354166666666675,7.414583333333333,3.6791666666666663,8.204166666666667,1.1334574487496145
2019_2024,regime_factorial,Houston,wind_only,relative_humidity_2m_mean,295,78.07697740112994,79.875,73.97916666666666,83.41666666666667,53.16666666666666,92.875,7.938601212882194
2019_2024,regime_factorial,Houston,wind_only,precipitation_sum,295,4.711525423728813,1.6,0.0,7.300000000000001,0.0,39.6,6.817389932246579
2019_2024,regime_factorial,Houston,wind_only,shortwave_radiation_sum,295,18.974001355932202,19.3968,16.0722,22.0878,5.8824,28.6164,4.487574005453272
2019_2024,regime_factorial,Houston,wind_only,wind_direction_10m_dominant,295,146.02444126784428,138.58808841275487,95.10510050767886,184.93372342287614,2.6342062930408554,359.5023800545546,77.50973013944835
2019_2024,regime_factorial,Houston,wind_only,pure_wind_run_days,295,4.0508474576271185,3.0,2.0,5.0,1.0,15.0,3.2650683068015973
2019_2024,regime_factorial,Houston,wind_only,low_wind_run_days,295,5.03728813559322,4.0,2.0,7.0,1.0,15.0,3.7391975159055177
2019_2024,regime_factorial,Los Angeles,compound,no2_ppb,127,17.415421929348586,16.960170857142856,13.8661086875,20.36636892857143,6.378571571428572,35.1954105,5.331776311101916
2019_2024,regime_factorial,Los Angeles,compound,n_available_sites,127,7.2204724409448815,7.0,7.0,8.0,5.0,8.0,0.6288486055315025
2019_2024,regime_factorial,Los Angeles,compound,temperature_2m_max,127,34.582677165354326,34.0,33.150000000000006,35.55,32.4,44.9,2.0429163129255437
2019_2024,regime_factorial,Los Angeles,compound,wind_speed_10m_mean,127,5.628805774278216,5.741666666666667,5.289583333333333,6.079166666666667,3.8375,6.4,0.5988184702407651
2019_2024,regime_factorial,Los Angeles,compound,relative_humidity_2m_mean,127,49.79297900262467,50.66666666666666,44.41666666666667,57.020833333333336,11.833333333333334,66.875,9.338947339906412
2019_2024,regime_factorial,Los Angeles,compound,precipitation_sum,127,0.003937007874015748,0.0,0.0,0.0,0.0,0.2,0.026432227813156517
2019_2024,regime_factorial,Los Angeles,compound,shortwave_radiation_sum,127,24.479007874015746,24.4872,21.5514,27.5346,16.5384,31.7808,3.5763219800539314
2019_2024,regime_factorial,Los Angeles,compound,wind_direction_10m_dominant,127,221.44832861944604,221.77588022346836,206.38278423178542,235.0603376856603,5.456752951513638,358.19236171343266,41.53289414369098
2019_2024,regime_factorial,Los Angeles,compound,pure_wind_run_days,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Los Angeles,compound,low_wind_run_days,127,7.417322834645669,5.0,2.0,8.0,1.0,29.0,7.42736354865167
2019_2024,regime_factorial,Los Angeles,heat_only,no2_ppb,112,14.779973809149643,13.455913107142855,11.356788421875,16.1832165,4.7091145625,34.49027775,5.391344044527336
2019_2024,regime_factorial,Los Angeles,heat_only,n_available_sites,112,7.214285714285714,7.0,7.0,8.0,5.0,8.0,0.6213697660012001
2019_2024,regime_factorial,Los Angeles,heat_only,temperature_2m_max,112,34.71160714285714,33.8,33.075,35.7,32.4,44.0,2.4102164508127353
2019_2024,regime_factorial,Los Angeles,heat_only,wind_speed_10m_mean,112,7.028608630952381,6.85625,6.611458333333333,7.340624999999999,6.408333333333332,9.525,0.5749304957382593
2019_2024,regime_factorial,Los Angeles,heat_only,relative_humidity_2m_mean,112,48.60267857142857,51.25,44.010416666666664,56.010416666666664,13.875,65.79166666666667,11.682606454101693
2019_2024,regime_factorial,Los Angeles,heat_only,precipitation_sum,112,0.125,0.0,0.0,0.0,0.0,13.2,1.2483863458354822
2019_2024,regime_factorial,Los Angeles,heat_only,shortwave_radiation_sum,112,26.648196428571428,27.7524,24.8328,29.1636,10.8252,31.8204,3.7144289334928877
2019_2024,regime_factorial,Los Angeles,heat_only,wind_direction_10m_dominant,112,211.0229990810451,214.4608453956914,200.47793684855102,225.27250177166616,13.950212429210888,348.6616600521888,47.48243062125952
2019_2024,regime_factorial,Los Angeles,heat_only,pure_wind_run_days,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Los Angeles,heat_only,low_wind_run_days,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Los Angeles,neither,no2_ppb,743,9.13089303495296,8.572395875,6.7619048571428575,10.667089794642857,1.8624998750000001,29.285357142857144,3.6219119904518156
2019_2024,regime_factorial,Los Angeles,neither,n_available_sites,743,7.234185733512786,7.0,7.0,8.0,5.0,8.0,0.5534158596431339
2019_2024,regime_factorial,Los Angeles,neither,temperature_2m_max,743,25.587079407806193,25.9,22.7,28.9,13.2,32.3,3.913687358013348
2019_2024,regime_factorial,Los Angeles,neither,wind_speed_10m_mean,743,7.589692687303724,7.4125,6.920833333333333,7.941666666666666,6.408333333333334,14.575,0.9833295647644607
2019_2024,regime_factorial,Los Angeles,neither,relative_humidity_2m_mean,743,64.59920367877972,66.41666666666667,61.75,70.33333333333333,10.041666666666666,86.83333333333333,10.26553107988038
2019_2024,regime_factorial,Los Angeles,neither,precipitation_sum,743,0.34239569313593543,0.0,0.0,0.0,0.0,45.3,2.315538318200371
2019_2024,regime_factorial,Los Angeles,neither,shortwave_radiation_sum,743,25.59507456258412,27.4284,23.7852,29.1042,3.1176,32.2992,5.13974530829723
2019_2024,regime_factorial,Los Angeles,neither,wind_direction_10m_dominant,743,205.6011897335329,204.46801604865607,195.03737824986234,215.1167638566675,0.8286237982664667,349.1187121382537,33.95136355639191
2019_2024,regime_factorial,Los Angeles,neither,pure_wind_run_days,743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Los Angeles,neither,low_wind_run_days,743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Los Angeles,wind_only,no2_ppb,302,14.091358687775275,12.836930620535714,10.039657839285713,16.922693464285715,2.644270625,33.9273438125,5.736816376928049
2019_2024,regime_factorial,Los Angeles,wind_only,n_available_sites,302,7.132450331125828,7.0,7.0,7.0,5.0,8.0,0.4777507751669771
2019_2024,regime_factorial,Los Angeles,wind_only,temperature_2m_max,302,26.756622516556295,27.35,24.125,29.6,16.9,32.3,3.6830949695476587
2019_2024,regime_factorial,Los Angeles,wind_only,wind_speed_10m_mean,302,5.581456953642385,5.685416666666667,5.186458333333333,6.0875,3.1,6.404166666666666,0.6191721066263072
2019_2024,regime_factorial,Los Angeles,wind_only,relative_humidity_2m_mean,302,64.05698123620309,65.9375,58.03125,71.75,19.166666666666668,80.95833333333333,10.294091160048342
2019_2024,regime_factorial,Los Angeles,wind_only,precipitation_sum,302,0.11092715231788079,0.0,0.0,0.0,0.0,9.8,0.7081254567163018
2019_2024,regime_factorial,Los Angeles,wind_only,shortwave_radiation_sum,302,21.54142251655629,21.2202,17.7894,25.601399999999998,7.4988,31.1364,4.843430792871773
2019_2024,regime_factorial,Los Angeles,wind_only,wind_direction_10m_dominant,302,212.13802226086494,211.01556285864362,199.34887990935678,223.5815829562822,3.4089227032683627,355.95607511725404,37.55725256492837
2019_2024,regime_factorial,Los Angeles,wind_only,pure_wind_run_days,302,5.397350993377484,4.0,2.0,8.0,1.0,16.0,4.553235453207005
2019_2024,regime_factorial,Los Angeles,wind_only,low_wind_run_days,302,9.016556291390728,6.0,3.0,11.0,1.0,29.0,8.668290480958126
2019_2024,regime_factorial,New York,compound,no2_ppb,98,15.068556973679948,14.894554,12.87656813888889,17.54832180902778,7.816666666666666,30.31845242857143,3.6979450323254777
2019_2024,regime_factorial,New York,compound,n_available_sites,98,8.357142857142858,8.0,8.0,9.0,7.0,9.0,0.6773203722005844
2019_2024,regime_factorial,New York,compound,temperature_2m_max,98,30.753061224489795,30.65,29.7,31.675,28.8,33.7,1.2399038939837281
2019_2024,regime_factorial,New York,compound,wind_speed_10m_mean,98,6.809311224489796,6.933333333333334,6.26875,7.629166666666666,4.116666666666666,8.116666666666667,0.999414526673996
2019_2024,regime_factorial,New York,compound,relative_humidity_2m_mean,98,71.65816326530611,72.33333333333333,66.63541666666667,78.0,47.5,85.5,7.446523168688935
2019_2024,regime_factorial,New York,compound,precipitation_sum,98,2.7357142857142858,0.1,0.0,2.85,0.0,39.6,5.8599505645147465
2019_2024,regime_factorial,New York,compound,shortwave_radiation_sum,98,22.563330612244897,22.8456,20.2959,25.212600000000002,8.9604,29.8404,4.158929669910206
2019_2024,regime_factorial,New York,compound,wind_direction_10m_dominant,98,223.9385796938189,231.51847784083097,177.656355793929,270.58595656391606,8.607234747900218,347.1097591269209,69.15398744190072
2019_2024,regime_factorial,New York,compound,pure_wind_run_days,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,New York,compound,low_wind_run_days,98,3.377551020408163,3.0,2.0,4.0,1.0,10.0,2.443233053783867
2019_2024,regime_factorial,New York,heat_only,no2_ppb,142,11.624755117119381,11.498392055555556,9.280983375000002,13.898109250000001,4.087790888888889,18.54702371428571,3.197665475263352
2019_2024,regime_factorial,New York,heat_only,n_available_sites,142,8.492957746478874,9.0,8.0,9.0,6.0,9.0,0.7413470476170311
2019_2024,regime_factorial,New York,heat_only,temperature_2m_max,142,30.862676056338028,30.5,29.5,31.875,28.8,35.5,1.6230436845992997
2019_2024,regime_factorial,New York,heat_only,wind_speed_10m_mean,142,10.915346244131456,10.360416666666666,9.140625,12.469791666666667,8.1875,16.445833333333333,2.1135373389570065
2019_2024,regime_factorial,New York,heat_only,relative_humidity_2m_mean,142,68.8556338028169,69.0625,65.27083333333333,74.10416666666667,48.29166666666666,85.04166666666667,7.085877136698791
2019_2024,regime_factorial,New York,heat_only,precipitation_sum,142,2.084507042253521,0.4,0.0,2.275,0.0,25.5,4.158104037646643
2019_2024,regime_factorial,New York,heat_only,shortwave_radiation_sum,142,22.824785915492956,22.9032,20.9952,25.560000000000002,13.086,29.8872,3.607990004361607
2019_2024,regime_factorial,New York,heat_only,wind_direction_10m_dominant,142,240.03499128391724,235.54754429686483,216.68499749634412,271.6512944698476,0.3581138259815105,344.4461339239091,47.84632368438977
2019_2024,regime_factorial,New York,heat_only,pure_wind_run_days,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,New York,heat_only,low_wind_run_days,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,New York,neither,no2_ppb,751,11.95612349256811,11.406018555555555,8.860561423611111,14.23138224107143,2.9967593333333333,34.572113571428574,4.323988795512474
2019_2024,regime_factorial,New York,neither,n_available_sites,751,8.366178428761652,8.0,8.0,9.0,4.0,9.0,0.7342124416366568
2019_2024,regime_factorial,New York,neither,temperature_2m_max,751,20.61957390146471,21.3,16.8,25.15,3.7,28.7,5.314890060154705
2019_2024,regime_factorial,New York,neither,wind_speed_10m_mean,751,12.461506879715936,11.466666666666669,9.595833333333331,14.15,8.158333333333333,29.504166666666663,3.7451256973897284
2019_2024,regime_factorial,New York,neither,relative_humidity_2m_mean,751,68.73396582334664,69.04166666666667,60.04166666666667,78.14583333333334,29.666666666666668,94.16666666666669,12.676624538575544
2019_2024,regime_factorial,New York,neither,precipitation_sum,751,3.9575233022636485,0.1,0.0,3.45,0.0,102.6,9.0345230453959
2019_2024,regime_factorial,New York,neither,shortwave_radiation_sum,751,17.22655605858855,17.8632,11.860199999999999,23.3658,0.7919999999999999,30.8484,7.657845325791491
2019_2024,regime_factorial,New York,neither,wind_direction_10m_dominant,751,191.61265516768313,207.9733344921262,90.43782277463501,289.868408989262,0.4440196315656156,359.96536098402,106.34394173256273
2019_2024,regime_factorial,New York,neither,pure_wind_run_days,751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,New York,neither,low_wind_run_days,751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,New York,wind_only,no2_ppb,293,16.736232352639632,16.292592555555554,13.03807722222222,19.206223,6.673227444444445,37.603472125,5.269987759673698
2019_2024,regime_factorial,New York,wind_only,n_available_sites,293,8.331058020477816,8.0,8.0,9.0,4.0,9.0,0.7914079962226243
2019_2024,regime_factorial,New York,wind_only,temperature_2m_max,293,23.10102389078498,23.9,20.5,26.8,8.9,28.7,4.419845381303825
2019_2024,regime_factorial,New York,wind_only,wind_speed_10m_mean,293,6.746160409556314,6.8500000000000005,6.1125,7.595833333333334,3.654166666666667,8.15,0.9725542171750822
2019_2024,regime_factorial,New York,wind_only,relative_humidity_2m_mean,293,74.46871444823663,75.625,67.25,81.875,45.583333333333336,95.33333333333331,10.126038387326291
2019_2024,regime_factorial,New York,wind_only,precipitation_sum,293,2.532423208191126,0.1,0.0,2.5,0.0,26.3,5.112247575414971
2019_2024,regime_factorial,New York,wind_only,shortwave_radiation_sum,293,16.65598361774744,16.8624,12.0348,21.4416,2.286,30.9816,6.2717893523085335
2019_2024,regime_factorial,New York,wind_only,wind_direction_10m_dominant,293,176.51963495770102,171.35854741081067,106.99744980465078,249.6980167159296,4.688037661023405,354.37037817136047,90.97398195561863
2019_2024,regime_factorial,New York,wind_only,pure_wind_run_days,293,2.2013651877133107,2.0,1.0,3.0,1.0,5.0,1.2755866954272759
2019_2024,regime_factorial,New York,wind_only,low_wind_run_days,293,2.532423208191126,2.0,1.0,3.0,1.0,10.0,1.7151041139392431
2019_2024,regime_factorial,Philadelphia,compound,no2_ppb,76,9.54307587631579,9.705400725,7.163272225,12.073324399999999,3.82667575,17.084722,3.031736473970897
2019_2024,regime_factorial,Philadelphia,compound,n_available_sites,76,4.5394736842105265,5.0,4.0,5.0,3.0,5.0,0.5759812375111818
2019_2024,regime_factorial,Philadelphia,compound,temperature_2m_max,76,32.43552631578948,32.1,31.475,33.1,30.9,35.3,1.1811524256553765
2019_2024,regime_factorial,Philadelphia,compound,wind_speed_10m_mean,76,6.4606907894736825,6.377083333333333,5.88125,7.371875,3.4791666666666665,7.833333333333333,1.017525442289591
2019_2024,regime_factorial,Philadelphia,compound,relative_humidity_2m_mean,76,68.2532894736842,68.77083333333334,62.947916666666664,74.47916666666667,44.5,82.29166666666667,8.169890982425493
2019_2024,regime_factorial,Philadelphia,compound,precipitation_sum,76,2.2210526315789476,0.1,0.0,2.175,0.0,18.5,3.978184369431988
2019_2024,regime_factorial,Philadelphia,compound,shortwave_radiation_sum,76,22.72774736842105,23.4486,20.2446,25.6023,14.3352,30.474,3.566742526301319
2019_2024,regime_factorial,Philadelphia,compound,wind_direction_10m_dominant,76,221.65185687672582,226.9711830740576,193.8211983820667,261.9475417198852,15.68708662037882,333.17633180974985,67.21942550552444
2019_2024,regime_factorial,Philadelphia,compound,pure_wind_run_days,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Philadelphia,compound,low_wind_run_days,76,3.0789473684210527,2.0,2.0,4.0,1.0,8.0,1.9783033666569734
2019_2024,regime_factorial,Philadelphia,heat_only,no2_ppb,164,8.637145906910568,8.530531666666667,6.875960000000001,10.1976841875,3.07898575,19.152210200000003,2.584249256724463
2019_2024,regime_factorial,Philadelphia,heat_only,n_available_sites,164,4.530487804878049,5.0,4.0,5.0,2.0,5.0,0.6403965459359425
2019_2024,regime_factorial,Philadelphia,heat_only,temperature_2m_max,164,33.073170731707314,32.849999999999994,31.7,34.2,30.9,37.5,1.5165790354188118
2019_2024,regime_factorial,Philadelphia,heat_only,wind_speed_10m_mean,164,10.600203252032522,10.189583333333335,8.864583333333334,12.135416666666666,7.8625,16.541666666666668,2.081922671941908
2019_2024,regime_factorial,Philadelphia,heat_only,relative_humidity_2m_mean,164,66.7223069105691,66.77083333333333,61.65624999999999,73.51041666666667,38.458333333333336,84.83333333333333,8.257165039244612
2019_2024,regime_factorial,Philadelphia,heat_only,precipitation_sum,164,2.5500000000000003,0.2,0.0,2.125,0.0,30.1,5.1902515985683895
2019_2024,regime_factorial,Philadelphia,heat_only,shortwave_radiation_sum,164,22.860834146341464,23.2434,20.499299999999998,25.5555,10.656,30.4452,3.6790744756132727
2019_2024,regime_factorial,Philadelphia,heat_only,wind_direction_10m_dominant,164,236.98129449803034,230.7860535309269,212.0239135098914,258.64248192865625,92.08039579576722,354.4534650525877,39.932135585173555
2019_2024,regime_factorial,Philadelphia,heat_only,pure_wind_run_days,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Philadelphia,heat_only,low_wind_run_days,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Philadelphia,neither,no2_ppb,730,8.764338698378996,8.339716175,6.514528850000001,10.5775845,1.9484418000000001,24.4589362,3.271429586258979
2019_2024,regime_factorial,Philadelphia,neither,n_available_sites,730,4.683561643835616,5.0,4.0,5.0,2.0,5.0,0.578421696889161
2019_2024,regime_factorial,Philadelphia,neither,temperature_2m_max,730,22.558767123287673,23.3,18.825,27.1,6.2,30.8,5.538656878186368
2019_2024,regime_factorial,Philadelphia,neither,wind_speed_10m_mean,730,12.23605593607306,11.279166666666665,9.537499999999998,14.035416666666666,7.854166666666667,27.679166666666664,3.674381961997288
2019_2024,regime_factorial,Philadelphia,neither,relative_humidity_2m_mean,730,64.03498858447489,63.97916666666667,54.09375,74.60416666666667,23.83333333333333,95.25,14.172441452577619
2019_2024,regime_factorial,Philadelphia,neither,precipitation_sum,730,3.8163013698630133,0.0,0.0,3.375,0.0,62.6,8.408808499153963
2019_2024,regime_factorial,Philadelphia,neither,shortwave_radiation_sum,730,17.491334794520547,18.1278,12.4713,23.391000000000002,0.8136,31.356,7.471091669852297
2019_2024,regime_factorial,Philadelphia,neither,wind_direction_10m_dominant,730,202.75927265316722,223.68132976458668,101.51447910036032,294.39081788177526,2.219441785332548,359.7647035809854,104.22722268235374
2019_2024,regime_factorial,Philadelphia,neither,pure_wind_run_days,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Philadelphia,neither,low_wind_run_days,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019_2024,regime_factorial,Philadelphia,wind_only,no2_ppb,314,10.386125290286625,9.7270983,7.748056799999999,12.013791874999999,4.518700600000001,27.2021698,3.8516589286442704
2019_2024,regime_factorial,Philadelphia,wind_only,n_available_sites,314,4.697452229299363,5.0,4.0,5.0,3.0,5.0,0.5429123976412643
2019_2024,regime_factorial,Philadelphia,wind_only,temperature_2m_max,314,25.54044585987261,26.85,22.85,28.9,8.7,30.8,4.179164941573923
2019_2024,regime_factorial,Philadelphia,wind_only,wind_speed_10m_mean,314,6.441202229299363,6.564583333333333,5.852083333333334,7.252083333333333,3.0083333333333333,7.845833333333334,1.0216197471494433
2019_2024,regime_factorial,Philadelphia,wind_only,relative_humidity_2m_mean,314,69.92714968152866,70.4375,61.59375,79.1875,41.583333333333336,92.66666666666669,11.2902022784672
2019_2024,regime_factorial,Philadelphia,wind_only,precipitation_sum,314,2.923248407643312,0.1,0.0,2.6,0.0,64.3,6.656582964432851
2019_2024,regime_factorial,Philadelphia,wind_only,shortwave_radiation_sum,314,17.051434394904454,17.0622,12.5289,21.8844,2.6028,31.3056,6.3314629443403065
2019_2024,regime_factorial,Philadelphia,wind_only,wind_direction_10m_dominant,314,189.21112286731235,193.1703877373617,105.13026992862913,274.15435652535666,2.667698250174033,357.1061189626764,98.53121246168342
2019_2024,regime_factorial,Philadelphia,wind_only,pure_wind_run_days,314,2.267515923566879,2.0,1.0,3.0,1.0,6.0,1.2169314870421324
2019_2024,regime_factorial,Philadelphia,wind_only,low_wind_run_days,314,2.5796178343949046,2.0,1.0,3.0,1.0,8.0,1.5277095074345248
2019_2024,regime_factorial,Phoenix,compound,no2_ppb,49,15.158858176530613,14.3908332,11.4558334,18.4869202,5.3645835,28.088541749999997,5.289567017104781
2019_2024,regime_factorial,Phoenix,compound,n_available_sites,49,4.591836734693878,5.0,4.0,5.0,4.0,5.0,0.49658699082414787
2019_2024,regime_factorial,Phoenix,compound,temperature_2m_max,49,43.44489795918368,43.2,42.3,44.2,41.9,46.8,1.2127896946863523
2019_2024,regime_factorial,Phoenix,compound,wind_speed_10m_mean,49,6.093877551020407,6.216666666666666,5.8125,6.466666666666666,4.3500000000000005,6.7250000000000005,0.5055916372680219
