model,contrast,city,estimate_ppb,estimable,n_station_days,n_city_days,n_stations,n_strata,n_episode_station_days,n_episode_city_days,n_episodes,n_compound_city_days,n_years_observed,n_year_blocks,rank_at_pinv_tolerance,parameters,condition_number,weighted_rmse,total_weight,station_days_episode,city_days_episode,station_days_neither,city_days_neither,station_days_heat_only,city_days_heat_only,station_days_wind_only,city_days_wind_only,station_days_other_compound,city_days_other_compound
period_2019_2022,heat_only_vs_reference,Los Angeles,1.1372224166089855,True,6299,856,8,1462,414,55,16,95,4,4,15,15,1025.2564897486325,3.363997362894811,855.9999999999999,414,55,3833,520,585,79,1180,162,287,40
period_2019_2022,heat_only_vs_reference,New York,1.329734930852796,True,7442,856,9,1743,302,35,15,65,4,4,15,15,187.63725155309714,3.6677772007786342,856.0000000000002,302,35,4249,488,973,111,1660,192,258,30
period_2019_2022,heat_only_vs_reference,Philadelphia,0.8572035550781613,True,3940,856,5,955,105,24,9,54,4,4,15,15,166.63314873399204,3.320024633466995,856.0,105,24,2201,478,552,121,942,203,140,30
period_2019_2022,heat_only_vs_reference,Phoenix,-0.029131418471820436,True,3949,856,6,924,48,10,5,27,4,4,15,15,331.2243436535848,2.930259119262279,856.0,48,10,2073,451,663,148,1089,230,76,17
period_2019_2022,heat_only_vs_reference,San Diego,0.9905461702015086,True,3162,856,4,753,190,49,18,75,4,4,15,15,652.9424102869365,1.6775620502485793,856.0,190,49,1815,497,395,102,664,182,98,26
period_2019_2022,heat_only_vs_reference,Seattle,3.060807566644863,True,1672,856,2,391,44,23,9,64,4,4,15,15,453.28674963300244,3.460381389932363,856.0,44,23,947,483,222,115,381,194,78,41
period_2019_2022,wind_only_vs_reference,Atlanta,2.1388249532888897,True,2451,856,3,574,193,67,17,89,4,4,15,15,231.57580192752548,2.9393457357819255,856.0,193,67,1472,514,232,85,490,168,64,22
period_2019_2022,wind_only_vs_reference,Chicago,4.601424662710649,True,3149,856,4,742,62,19,8,63,4,4,15,15,147.80683359735556,3.8230215134864096,856.0,62,19,1814,486,405,113,706,194,162,44
period_2019_2022,wind_only_vs_reference,Dallas,3.163151616949288,True,2997,856,4,735,97,28,9,56,4,4,15,15,168.13724224635283,2.436793587945694,856.0,97,28,1756,479,358,120,691,201,95,28
period_2019_2022,wind_only_vs_reference,Denver,1.2310471909096459,True,3989,856,5,973,28,6,3,30,4,4,15,15,223.2070556578042,3.484445435052148,856.0000000000001,28,6,2118,452,664,146,1069,228,110,24
period_2019_2022,wind_only_vs_reference,Houston,3.2402717189845847,True,7342,856,10,1777,282,32,13,58,4,4,15,15,674.4182162293126,3.0012158870159853,856.0000000000001,282,32,4088,475,1066,123,1682,200,224,26
period_2019_2022,wind_only_vs_reference,Los Angeles,2.31751485578883,True,6299,856,8,1462,414,55,16,95,4,4,15,15,1025.2564897486325,3.363997362894811,855.9999999999999,414,55,3833,520,585,79,1180,162,287,40
period_2019_2022,wind_only_vs_reference,New York,4.301992645528492,True,7442,856,9,1743,302,35,15,65,4,4,15,15,187.63725155309714,3.6677772007786342,856.0000000000002,302,35,4249,488,973,111,1660,192,258,30
period_2019_2022,wind_only_vs_reference,Philadelphia,1.8747840698348028,True,3940,856,5,955,105,24,9,54,4,4,15,15,166.63314873399204,3.320024633466995,856.0,105,24,2201,478,552,121,942,203,140,30
period_2019_2022,wind_only_vs_reference,Phoenix,3.2357632718086276,True,3949,856,6,924,48,10,5,27,4,4,15,15,331.2243436535848,2.930259119262279,856.0,48,10,2073,451,663,148,1089,230,76,17
period_2019_2022,wind_only_vs_reference,San Diego,1.1596520903748326,True,3162,856,4,753,190,49,18,75,4,4,15,15,652.9424102869365,1.6775620502485793,856.0,190,49,1815,497,395,102,664,182,98,26
period_2019_2022,wind_only_vs_reference,Seattle,3.8315396632311103,True,1672,856,2,391,44,23,9,64,4,4,15,15,453.28674963300244,3.460381389932363,856.0,44,23,947,483,222,115,381,194,78,41
period_2019_2022,other_compound_vs_reference,Atlanta,1.6326430358926336,True,2451,856,3,574,193,67,17,89,4,4,15,15,231.57580192752548,2.9393457357819255,856.0,193,67,1472,514,232,85,490,168,64,22
period_2019_2022,other_compound_vs_reference,Chicago,4.666027449095301,True,3149,856,4,742,62,19,8,63,4,4,15,15,147.80683359735556,3.8230215134864096,856.0,62,19,1814,486,405,113,706,194,162,44
period_2019_2022,other_compound_vs_reference,Dallas,2.090804026657922,True,2997,856,4,735,97,28,9,56,4,4,15,15,168.13724224635283,2.436793587945694,856.0,97,28,1756,479,358,120,691,201,95,28
period_2019_2022,other_compound_vs_reference,Denver,0.5411993378602566,True,3989,856,5,973,28,6,3,30,4,4,15,15,223.2070556578042,3.484445435052148,856.0000000000001,28,6,2118,452,664,146,1069,228,110,24
period_2019_2022,other_compound_vs_reference,Houston,1.9930195713836967,True,7342,856,10,1777,282,32,13,58,4,4,15,15,674.4182162293126,3.0012158870159853,856.0000000000001,282,32,4088,475,1066,123,1682,200,224,26
period_2019_2022,other_compound_vs_reference,Los Angeles,3.3159418508745238,True,6299,856,8,1462,414,55,16,95,4,4,15,15,1025.2564897486325,3.363997362894811,855.9999999999999,414,55,3833,520,585,79,1180,162,287,40
period_2019_2022,other_compound_vs_reference,New York,3.6653771050155872,True,7442,856,9,1743,302,35,15,65,4,4,15,15,187.63725155309714,3.6677772007786342,856.0000000000002,302,35,4249,488,973,111,1660,192,258,30
period_2019_2022,other_compound_vs_reference,Philadelphia,1.6600921066195016,True,3940,856,5,955,105,24,9,54,4,4,15,15,166.63314873399204,3.320024633466995,856.0,105,24,2201,478,552,121,942,203,140,30
period_2019_2022,other_compound_vs_reference,Phoenix,2.5477350140378867,True,3949,856,6,924,48,10,5,27,4,4,15,15,331.2243436535848,2.930259119262279,856.0,48,10,2073,451,663,148,1089,230,76,17
period_2019_2022,other_compound_vs_reference,San Diego,2.6047620231406943,True,3162,856,4,753,190,49,18,75,4,4,15,15,652.9424102869365,1.6775620502485793,856.0,190,49,1815,497,395,102,664,182,98,26
period_2019_2022,other_compound_vs_reference,Seattle,8.251883758390779,True,1672,856,2,391,44,23,9,64,4,4,15,15,453.28674963300244,3.460381389932363,856.0,44,23,947,483,222,115,381,194,78,41
period_2019_2022,episode_vs_wind_only,Atlanta,0.4764069561792681,True,2451,856,3,574,193,67,17,89,4,4,15,15,231.57580192752548,2.9393457357819255,856.0,193,67,1472,514,232,85,490,168,64,22
period_2019_2022,episode_vs_wind_only,Chicago,-0.8692325903231746,True,3149,856,4,742,62,19,8,63,4,4,15,15,147.80683359735556,3.8230215134864096,856.0,62,19,1814,486,405,113,706,194,162,44
period_2019_2022,episode_vs_wind_only,Dallas,0.028239167406601595,True,2997,856,4,735,97,28,9,56,4,4,15,15,168.13724224635283,2.436793587945694,856.0,97,28,1756,479,358,120,691,201,95,28
period_2019_2022,episode_vs_wind_only,Denver,0.6985478437472368,True,3989,856,5,973,28,6,3,30,4,4,15,15,223.2070556578042,3.484445435052148,856.0000000000001,28,6,2118,452,664,146,1069,228,110,24
period_2019_2022,episode_vs_wind_only,Houston,-1.298994302353091,True,7342,856,10,1777,282,32,13,58,4,4,15,15,674.4182162293126,3.0012158870159853,856.0000000000001,282,32,4088,475,1066,123,1682,200,224,26
period_2019_2022,episode_vs_wind_only,Los Angeles,0.5481405625222573,True,6299,856,8,1462,414,55,16,95,4,4,15,15,1025.2564897486325,3.363997362894811,855.9999999999999,414,55,3833,520,585,79,1180,162,287,40
period_2019_2022,episode_vs_wind_only,New York,0.1738453725759097,True,7442,856,9,1743,302,35,15,65,4,4,15,15,187.63725155309714,3.6677772007786342,856.0000000000002,302,35,4249,488,973,111,1660,192,258,30
period_2019_2022,episode_vs_wind_only,Philadelphia,0.4168202366617981,True,3940,856,5,955,105,24,9,54,4,4,15,15,166.63314873399204,3.320024633466995,856.0,105,24,2201,478,552,121,942,203,140,30
period_2019_2022,episode_vs_wind_only,Phoenix,0.7270587174029939,True,3949,856,6,924,48,10,5,27,4,4,15,15,331.2243436535848,2.930259119262279,856.0,48,10,2073,451,663,148,1089,230,76,17
period_2019_2022,episode_vs_wind_only,San Diego,1.442745972987051,True,3162,856,4,753,190,49,18,75,4,4,15,15,652.9424102869365,1.6775620502485793,856.0,190,49,1815,497,395,102,664,182,98,26
period_2019_2022,episode_vs_wind_only,Seattle,3.781211409965697,True,1672,856,2,391,44,23,9,64,4,4,15,15,453.28674963300244,3.460381389932363,856.0,44,23,947,483,222,115,381,194,78,41
period_2019_2022,episode_vs_heat_only,Atlanta,2.3884829390805793,True,2451,856,3,574,193,67,17,89,4,4,15,15,231.57580192752548,2.9393457357819255,856.0,193,67,1472,514,232,85,490,168,64,22
period_2019_2022,episode_vs_heat_only,Chicago,3.0047783283842997,True,3149,856,4,742,62,19,8,63,4,4,15,15,147.80683359735556,3.8230215134864096,856.0,62,19,1814,486,405,113,706,194,162,44
period_2019_2022,episode_vs_heat_only,Dallas,3.676733818702637,True,2997,856,4,735,97,28,9,56,4,4,15,15,168.13724224635283,2.436793587945694,856.0,97,28,1756,479,358,120,691,201,95,28
period_2019_2022,episode_vs_heat_only,Denver,1.5515733354219376,True,3989,856,5,973,28,6,3,30,4,4,15,15,223.2070556578042,3.484445435052148,856.0000000000001,28,6,2118,452,664,146,1069,228,110,24
period_2019_2022,episode_vs_heat_only,Houston,2.486669299939636,True,7342,856,10,1777,282,32,13,58,4,4,15,15,674.4182162293126,3.0012158870159853,856.0000000000001,282,32,4088,475,1066,123,1682,200,224,26
period_2019_2022,episode_vs_heat_only,Los Angeles,1.728433001702102,True,6299,856,8,1462,414,55,16,95,4,4,15,15,1025.2564897486325,3.363997362894811,855.9999999999999,414,55,3833,520,585,79,1180,162,287,40
period_2019_2022,episode_vs_heat_only,New York,3.146103087251606,True,7442,856,9,1743,302,35,15,65,4,4,15,15,187.63725155309714,3.6677772007786342,856.0000000000002,302,35,4249,488,973,111,1660,192,258,30
period_2019_2022,episode_vs_heat_only,Philadelphia,1.4344007514184396,True,3940,856,5,955,105,24,9,54,4,4,15,15,166.63314873399204,3.320024633466995,856.0,105,24,2201,478,552,121,942,203,140,30
period_2019_2022,episode_vs_heat_only,Phoenix,3.9919534076834418,True,3949,856,6,924,48,10,5,27,4,4,15,15,331.2243436535848,2.930259119262279,856.0,48,10,2073,451,663,148,1089,230,76,17
period_2019_2022,episode_vs_heat_only,San Diego,1.6118518931603751,True,3162,856,4,753,190,49,18,75,4,4,15,15,652.9424102869365,1.6775620502485793,856.0,190,49,1815,497,395,102,664,182,98,26
period_2019_2022,episode_vs_heat_only,Seattle,4.551943506551944,True,1672,856,2,391,44,23,9,64,4,4,15,15,453.28674963300244,3.460381389932363,856.0,44,23,947,483,222,115,381,194,78,41
