city,station_id,date,stratum,regime,episode_id,weight,pure_wind_run_days,persistent_wind_only
Atlanta,13-089-0003,2021-07-22,13-089-0003|2021|7|3,wind_only,,0.3333333333333333,6,True
Atlanta,13-121-0056,2021-07-22,13-121-0056|2021|7|3,wind_only,,0.3333333333333333,6,True
Atlanta,13-089-0002,2021-07-27,13-089-0002|2021|7|1,episode,atlanta_2021-07-26,0.3333333333333333,0,False
Atlanta,13-089-0003,2021-07-27,13-089-0003|2021|7|1,episode,atlanta_2021-07-26,0.3333333333333333,0,False
Atlanta,13-121-0056,2021-07-27,13-121-0056|2021|7|1,episode,atlanta_2021-07-26,0.3333333333333333,0,False
Atlanta,13-089-0002,2021-07-28,13-089-0002|2021|7|2,episode,atlanta_2021-07-26,0.3333333333333333,0,False
Atlanta,13-089-0003,2021-07-28,13-089-0003|2021|7|2,episode,atlanta_2021-07-26,0.3333333333333333,0,False
Atlanta,13-121-0056,2021-07-28,13-121-0056|2021|7|2,episode,atlanta_2021-07-26,0.3333333333333333,0,False
Atlanta,13-089-0002,2021-07-29,13-089-0002|2021|7|3,episode,atlanta_2021-07-26,0.3333333333333333,0,False
Atlanta,13-089-0003,2021-07-29,13-089-0003|2021|7|3,episode,atlanta_2021-07-26,0.3333333333333333,0,False
Atlanta,13-121-0056,2021-07-29,13-121-0056|2021|7|3,episode,atlanta_2021-07-26,0.3333333333333333,0,False
Atlanta,13-089-0002,2021-08-02,13-089-0002|2021|8|0,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0003,2021-08-02,13-089-0003|2021|8|0,wind_only,,0.3333333333333333,1,False
Atlanta,13-121-0056,2021-08-02,13-121-0056|2021|8|0,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0002,2021-08-09,13-089-0002|2021|8|0,episode,atlanta_2021-08-09,0.3333333333333333,0,False
Atlanta,13-089-0003,2021-08-09,13-089-0003|2021|8|0,episode,atlanta_2021-08-09,0.3333333333333333,0,False
Atlanta,13-121-0056,2021-08-09,13-121-0056|2021|8|0,episode,atlanta_2021-08-09,0.3333333333333333,0,False
Atlanta,13-089-0002,2021-08-11,13-089-0002|2021|8|2,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0003,2021-08-11,13-089-0003|2021|8|2,wind_only,,0.3333333333333333,1,False
Atlanta,13-121-0056,2021-08-11,13-121-0056|2021|8|2,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0002,2021-08-18,13-089-0002|2021|8|2,wind_only,,0.3333333333333333,2,True
Atlanta,13-089-0003,2021-08-18,13-089-0003|2021|8|2,wind_only,,0.3333333333333333,2,True
Atlanta,13-121-0056,2021-08-18,13-121-0056|2021|8|2,wind_only,,0.3333333333333333,2,True
Atlanta,13-089-0002,2021-08-23,13-089-0002|2021|8|0,episode,atlanta_2021-08-23,0.3333333333333333,0,False
Atlanta,13-089-0003,2021-08-23,13-089-0003|2021|8|0,episode,atlanta_2021-08-23,0.3333333333333333,0,False
Atlanta,13-121-0056,2021-08-23,13-121-0056|2021|8|0,episode,atlanta_2021-08-23,0.3333333333333333,0,False
Atlanta,13-089-0002,2021-08-25,13-089-0002|2021|8|2,episode,atlanta_2021-08-23,0.3333333333333333,0,False
Atlanta,13-089-0003,2021-08-25,13-089-0003|2021|8|2,episode,atlanta_2021-08-23,0.3333333333333333,0,False
Atlanta,13-121-0056,2021-08-25,13-121-0056|2021|8|2,episode,atlanta_2021-08-23,0.3333333333333333,0,False
Atlanta,13-089-0002,2022-07-01,13-089-0002|2022|7|4,wind_only,,0.3333333333333333,2,True
Atlanta,13-089-0003,2022-07-01,13-089-0003|2022|7|4,wind_only,,0.3333333333333333,2,True
Atlanta,13-121-0056,2022-07-01,13-121-0056|2022|7|4,wind_only,,0.3333333333333333,2,True
Atlanta,13-089-0002,2022-07-02,13-089-0002|2022|7|5,episode,atlanta_2022-07-02,0.3333333333333333,0,False
Atlanta,13-089-0003,2022-07-02,13-089-0003|2022|7|5,episode,atlanta_2022-07-02,0.3333333333333333,0,False
Atlanta,13-121-0056,2022-07-02,13-121-0056|2022|7|5,episode,atlanta_2022-07-02,0.3333333333333333,0,False
Atlanta,13-089-0003,2022-07-05,13-089-0003|2022|7|1,episode,atlanta_2022-07-02,0.5,0,False
Atlanta,13-121-0056,2022-07-05,13-121-0056|2022|7|1,episode,atlanta_2022-07-02,0.5,0,False
Atlanta,13-089-0002,2022-07-06,13-089-0002|2022|7|2,episode,atlanta_2022-07-02,0.3333333333333333,0,False
Atlanta,13-089-0003,2022-07-06,13-089-0003|2022|7|2,episode,atlanta_2022-07-02,0.3333333333333333,0,False
Atlanta,13-121-0056,2022-07-06,13-121-0056|2022|7|2,episode,atlanta_2022-07-02,0.3333333333333333,0,False
Atlanta,13-089-0002,2022-07-07,13-089-0002|2022|7|3,episode,atlanta_2022-07-02,0.5,0,False
Atlanta,13-089-0003,2022-07-07,13-089-0003|2022|7|3,episode,atlanta_2022-07-02,0.5,0,False
Atlanta,13-089-0002,2022-07-08,13-089-0002|2022|7|4,episode,atlanta_2022-07-02,0.3333333333333333,0,False
Atlanta,13-089-0003,2022-07-08,13-089-0003|2022|7|4,episode,atlanta_2022-07-02,0.3333333333333333,0,False
Atlanta,13-121-0056,2022-07-08,13-121-0056|2022|7|4,episode,atlanta_2022-07-02,0.3333333333333333,0,False
Atlanta,13-089-0003,2022-07-12,13-089-0003|2022|7|1,wind_only,,0.5,3,True
Atlanta,13-121-0056,2022-07-12,13-121-0056|2022|7|1,wind_only,,0.5,3,True
Atlanta,13-089-0002,2022-07-13,13-089-0002|2022|7|2,wind_only,,0.3333333333333333,3,True
Atlanta,13-089-0003,2022-07-13,13-089-0003|2022|7|2,wind_only,,0.3333333333333333,3,True
Atlanta,13-121-0056,2022-07-13,13-121-0056|2022|7|2,wind_only,,0.3333333333333333,3,True
Atlanta,13-089-0002,2022-07-14,13-089-0002|2022|7|3,wind_only,,0.5,3,True
Atlanta,13-089-0003,2022-07-14,13-089-0003|2022|7|3,wind_only,,0.5,3,True
Atlanta,13-089-0002,2022-07-16,13-089-0002|2022|7|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0003,2022-07-16,13-089-0003|2022|7|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-121-0056,2022-07-16,13-121-0056|2022|7|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0002,2022-07-22,13-089-0002|2022|7|4,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0003,2022-07-22,13-089-0003|2022|7|4,wind_only,,0.3333333333333333,1,False
Atlanta,13-121-0056,2022-07-22,13-121-0056|2022|7|4,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0002,2022-07-23,13-089-0002|2022|7|5,episode,atlanta_2022-07-23,0.3333333333333333,0,False
Atlanta,13-089-0003,2022-07-23,13-089-0003|2022|7|5,episode,atlanta_2022-07-23,0.3333333333333333,0,False
Atlanta,13-121-0056,2022-07-23,13-121-0056|2022|7|5,episode,atlanta_2022-07-23,0.3333333333333333,0,False
Atlanta,13-089-0002,2022-07-30,13-089-0002|2022|7|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0003,2022-07-30,13-089-0003|2022|7|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-121-0056,2022-07-30,13-121-0056|2022|7|5,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0002,2023-06-23,13-089-0002|2023|6|4,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0003,2023-06-23,13-089-0003|2023|6|4,wind_only,,0.3333333333333333,1,False
Atlanta,13-121-0056,2023-06-23,13-121-0056|2023|6|4,wind_only,,0.3333333333333333,1,False
Atlanta,13-089-0002,2023-06-30,13-089-0002|2023|6|4,episode,atlanta_2023-06-29,0.3333333333333333,0,False
Atlanta,13-089-0003,2023-06-30,13-089-0003|2023|6|4,episode,atlanta_2023-06-29,0.3333333333333333,0,False
Atlanta,13-121-0056,2023-06-30,13-121-0056|2023|6|4,episode,atlanta_2023-06-29,0.3333333333333333,0,False
Atlanta,13-089-0002,2023-07-04,13-089-0002|2023|7|1,wind_only,,0.3333333333333333,3,True
Atlanta,13-089-0003,2023-07-04,13-089-0003|2023|7|1,wind_only,,0.3333333333333333,3,True
Atlanta,13-121-0056,2023-07-04,13-121-0056|2023|7|1,wind_only,,0.3333333333333333,3,True
Atlanta,13-089-0002,2023-07-05,13-089-0002|2023|7|2,wind_only,,0.3333333333333333,3,True
Atlanta,13-089-0003,2023-07-05,13-089-0003|2023|7|2,wind_only,,0.3333333333333333,3,True
Atlanta,13-121-0056,2023-07-05,13-121-0056|2023|7|2,wind_only,,0.3333333333333333,3,True
Atlanta,13-089-0002,2023-07-06,13-089-0002|2023|7|3,wind_only,,0.3333333333333333,3,True
Atlanta,13-089-0003,2023-07-06,13-089-0003|2023|7|3,wind_only,,0.3333333333333333,3,True
Atlanta,13-121-0056,2023-07-06,13-121-0056|2023|7|3,wind_only,,0.3333333333333333,3,True
Atlanta,13-089-0002,2023-07-11,13-089-0002|2023|7|1,wind_only,,0.3333333333333333,2,True
