model,contrast,city,estimate_ppb,estimable,n_station_days,n_city_days,n_stations,n_strata,n_episode_station_days,n_episode_city_days,n_episodes,n_compound_city_days,n_years_observed,n_year_blocks,rank_at_pinv_tolerance,parameters,condition_number,weighted_rmse,total_weight,station_days_episode,city_days_episode,station_days_neither,city_days_neither,station_days_heat_only,city_days_heat_only,station_days_wind_only,city_days_wind_only,station_days_other_compound,city_days_other_compound
p85_p30_min2_sep7,episode_vs_reference,Atlanta,2.332008857320014,True,3701,1284,3,868,208,72,23,105,6,6,15,15,230.85253429559697,2.9660068461883107,1283.9999999999998,208,72,2343,812,283,104,771,263,96,33
p85_p30_min2_sep7,episode_vs_reference,Chicago,4.089225893814379,True,4644,1284,4,1108,62,20,8,65,6,6,15,15,152.1240961756489,3.8378303539282768,1284.0,62,20,2844,770,433,126,1142,323,163,45
p85_p30_min2_sep7,episode_vs_reference,Dallas,2.780380998245946,True,4519,1284,4,1109,68,20,8,52,6,6,15,15,168.6998705098756,2.5268568754535625,1284.0,68,20,2617,721,577,183,1151,328,106,32
p85_p30_min2_sep7,episode_vs_reference,Denver,2.377398868965501,True,6040,1284,5,1461,29,6,3,32,6,6,15,15,253.04933161702465,3.3537566978867543,1284.0,29,6,3461,735,757,164,1673,353,120,26
p85_p30_min2_sep7,episode_vs_reference,Houston,2.0784246965670232,True,10963,1284,10,2687,365,44,15,79,6,6,15,15,476.50461014625745,3.190894859123139,1284.0,365,44,6093,703,1367,168,2836,334,302,35
p85_p30_min2_sep7,episode_vs_reference,Los Angeles,2.9776098193271316,True,9253,1284,8,2148,439,60,20,97,6,6,15,15,802.9001812993454,3.238015733189055,1283.9999999999998,439,60,5576,771,606,84,2368,332,264,37
p85_p30_min2_sep7,episode_vs_reference,New York,5.065214734309998,True,10742,1284,9,2527,363,44,16,75,6,6,15,15,218.1012775087341,3.779768335133974,1284.0,363,44,6603,789,882,104,2632,316,262,31
p85_p30_min2_sep7,episode_vs_reference,Philadelphia,2.1059942490948744,True,5975,1284,6,1435,114,26,10,51,6,6,15,15,166.52940601583668,3.403691285135165,1284.0,114,26,3586,768,571,126,1589,339,115,25
p85_p30_min2_sep7,episode_vs_reference,Phoenix,2.7547848980445844,True,5991,1284,6,1414,28,6,3,33,6,6,15,15,413.74068546767046,2.868069344308712,1284.0,28,6,3306,712,894,195,1639,344,124,27
p85_p30_min2_sep7,episode_vs_reference,San Diego,2.7289283025211035,True,5051,1284,5,1198,189,47,16,78,6,6,15,15,651.0561972839024,1.6626367294912812,1284.0,189,47,3008,773,409,102,1321,331,124,31
p85_p30_min2_sep7,episode_vs_reference,Seattle,7.242660276166645,True,2447,1282,2,587,59,31,12,75,6,6,15,15,513.9997668942722,3.2879942009990226,1282.0,59,31,1494,782,244,132,568,293,82,44
p85_p30_min2_sep7,heat_only_vs_reference,Atlanta,-0.2986159459688871,True,3701,1284,3,868,208,72,23,105,6,6,15,15,230.85253429559697,2.9660068461883107,1283.9999999999998,208,72,2343,812,283,104,771,263,96,33
p85_p30_min2_sep7,heat_only_vs_reference,Chicago,0.09643421541249264,True,4644,1284,4,1108,62,20,8,65,6,6,15,15,152.1240961756489,3.8378303539282768,1284.0,62,20,2844,770,433,126,1142,323,163,45
p85_p30_min2_sep7,heat_only_vs_reference,Dallas,-0.7440824272485447,True,4519,1284,4,1109,68,20,8,52,6,6,15,15,168.6998705098756,2.5268568754535625,1284.0,68,20,2617,721,577,183,1151,328,106,32
