model,omitted_year,contrast,estimate_ppb,n_cities,n_estimable_cities,missing_cities
direct_episode_neither,2019,episode_vs_neither,,11,10,Denver
direct_episode_neither,2020,episode_vs_neither,,11,10,Denver
direct_episode_neither,2021,episode_vs_neither,,11,10,Denver
direct_episode_neither,2022,episode_vs_neither,,11,10,Denver
direct_episode_neither,2023,episode_vs_neither,,11,10,Denver
direct_episode_neither,2024,episode_vs_neither,,11,10,Denver
