model,city,year,episode_id,observed_station_days,selected_station_days,observed_city_days,selected_city_days,any_selected_site_day,every_observed_site_day_selected,every_observed_city_day_has_a_selected_site
p80_p30_min3_sep7,Dallas,2019,dallas_2019-09-02,18,18,5,5,True,True,True
p80_p30_min3_sep7,Dallas,2019,dallas_2019-09-13,16,16,4,4,True,True,True
p80_p30_min3_sep7,Dallas,2021,dallas_2021-07-26,20,20,6,6,True,True,True
p80_p30_min3_sep7,Dallas,2021,dallas_2021-08-31,9,9,3,3,True,True,True
p80_p30_min3_sep7,Dallas,2022,dallas_2022-09-20,9,9,3,3,True,True,True
p80_p30_min3_sep7,Dallas,2023,dallas_2023-07-29,9,9,3,3,True,True,True
p80_p30_min3_sep7,Dallas,2023,dallas_2023-08-23,16,16,4,4,True,True,True
p80_p30_min3_sep7,Dallas,2024,dallas_2024-08-02,21,21,7,7,True,True,True
p80_p30_min3_sep7,Houston,2019,houston_2019-08-14,22,22,3,3,True,True,True
p80_p30_min3_sep7,Houston,2020,houston_2020-08-03,23,22,3,3,True,False,True
p80_p30_min3_sep7,Houston,2021,houston_2021-06-12,48,48,5,5,True,True,True
p80_p30_min3_sep7,Houston,2021,houston_2021-07-29,26,26,3,3,True,True,True
p80_p30_min3_sep7,Houston,2022,houston_2022-06-18,30,30,3,3,True,True,True
p80_p30_min3_sep7,Houston,2023,houston_2023-07-23,15,15,3,3,True,True,True
p80_p30_min3_sep7,Houston,2023,houston_2023-08-31,22,22,3,3,True,True,True
p80_p30_min3_sep7,Houston,2023,houston_2023-09-11,23,23,3,3,True,True,True
p80_p30_min3_sep7,Houston,2024,houston_2024-06-30,25,25,3,3,True,True,True
p80_p30_min3_sep7,Houston,2024,houston_2024-08-01,218,218,23,23,True,True,True
p80_p30_min3_sep7,Houston,2024,houston_2024-09-18,29,29,3,3,True,True,True
p80_p30_min3_sep7,Los Angeles,2019,los_angeles_2019-08-31,41,41,6,6,True,True,True
p80_p30_min3_sep7,Los Angeles,2019,los_angeles_2019-09-12,21,21,3,3,True,True,True
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-07-30,24,24,3,3,True,True,True
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-08-12,23,23,3,3,True,True,True
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-08-26,24,24,3,3,True,True,True
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-09-14,47,47,6,6,True,True,True
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-10-02,40,40,5,5,True,True,True
p80_p30_min3_sep7,Los Angeles,2020,los_angeles_2020-10-12,40,40,5,5,True,True,True
p80_p30_min3_sep7,Los Angeles,2021,los_angeles_2021-08-26,31,31,4,4,True,True,True
p80_p30_min3_sep7,Los Angeles,2021,los_angeles_2021-09-09,39,39,5,5,True,True,True
p80_p30_min3_sep7,Los Angeles,2022,los_angeles_2022-08-13,28,28,4,4,True,True,True
p80_p30_min3_sep7,Los Angeles,2022,los_angeles_2022-09-05,21,21,3,3,True,True,True
p80_p30_min3_sep7,Los Angeles,2022,los_angeles_2022-09-23,42,42,6,6,True,True,True
p80_p30_min3_sep7,Los Angeles,2023,los_angeles_2023-08-27,28,28,4,4,True,True,True
p80_p30_min3_sep7,Los Angeles,2023,los_angeles_2023-10-04,34,34,5,5,True,True,True
p80_p30_min3_sep7,New York,2019,new_york_2019-06-26,26,26,3,3,True,True,True
p80_p30_min3_sep7,New York,2019,new_york_2019-08-18,26,26,3,3,True,True,True
p80_p30_min3_sep7,New York,2021,new_york_2021-07-14,30,30,4,4,True,True,True
p80_p30_min3_sep7,New York,2021,new_york_2021-08-25,27,27,3,3,True,True,True
p80_p30_min3_sep7,New York,2023,new_york_2023-07-05,28,28,4,4,True,True,True
p80_p30_min3_sep7,New York,2023,new_york_2023-09-04,48,48,6,6,True,True,True
p80_p30_min3_sep7,New York,2024,new_york_2024-07-05,32,32,4,4,True,True,True
p80_p30_min3_sep7,New York,2024,new_york_2024-08-01,24,24,3,3,True,True,True
p80_p30_min3_sep7,Philadelphia,2019,philadelphia_2019-07-03,15,15,3,3,True,True,True
p80_p30_min3_sep7,Philadelphia,2019,philadelphia_2019-08-17,16,15,4,4,True,False,True
p80_p30_min3_sep7,Philadelphia,2021,philadelphia_2021-07-14,20,20,4,4,True,True,True
p80_p30_min3_sep7,Philadelphia,2021,philadelphia_2021-08-24,20,20,4,4,True,True,True
p80_p30_min3_sep7,Philadelphia,2023,philadelphia_2023-07-05,14,14,3,3,True,True,True
p80_p30_min3_sep7,San Diego,2019,san_diego_2019-09-02,16,16,4,4,True,True,True
p80_p30_min3_sep7,San Diego,2019,san_diego_2019-09-13,12,12,3,3,True,True,True
p80_p30_min3_sep7,San Diego,2020,san_diego_2020-08-17,20,20,5,5,True,True,True
p80_p30_min3_sep7,San Diego,2020,san_diego_2020-09-22,10,10,3,3,True,True,True
p80_p30_min3_sep7,San Diego,2020,san_diego_2020-10-01,23,23,6,6,True,True,True
p80_p30_min3_sep7,San Diego,2020,san_diego_2020-10-14,12,12,3,3,True,True,True
p80_p30_min3_sep7,San Diego,2022,san_diego_2022-06-26,10,10,3,3,True,True,True
p80_p30_min3_sep7,San Diego,2023,san_diego_2023-07-24,16,16,4,4,True,True,True
p80_p30_min3_sep7,San Diego,2023,san_diego_2023-08-28,12,12,3,3,True,True,True
p80_p30_min3_sep7,San Diego,2023,san_diego_2023-10-04,16,16,4,4,True,True,True
p80_p30_min3_sep7,San Diego,2024,san_diego_2024-08-13,15,15,3,3,True,True,True
p80_p30_min3_sep7,San Diego,2024,san_diego_2024-09-05,15,15,3,3,True,True,True
p80_p30_min3_sep7,Seattle,2019,seattle_2019-08-12,8,8,4,4,True,True,True
p80_p30_min3_sep7,Seattle,2021,seattle_2021-07-10,8,7,4,4,True,False,True
p80_p30_min3_sep7,Seattle,2022,seattle_2022-07-29,6,6,3,3,True,True,True
p80_p30_min3_sep7,Seattle,2023,seattle_2023-06-28,6,6,3,3,True,True,True
p80_p30_min3_sep7,Seattle,2023,seattle_2023-07-12,8,8,4,4,True,True,True
p80_p30_min3_sep7,Seattle,2023,seattle_2023-07-31,9,9,5,5,True,True,True
