model,city,omitted_year,contrast,estimate_ppb,estimable
exclude_2020,Atlanta,2019,episode_vs_reference,2.213389590065713,True
exclude_2020,Atlanta,2019,heat_only_vs_reference,-0.250267406152508,True
exclude_2020,Atlanta,2019,wind_only_vs_reference,1.6840407540833664,True
exclude_2020,Atlanta,2019,other_compound_vs_reference,0.7357606815397543,True
exclude_2020,Atlanta,2019,episode_vs_wind_only,0.5293488359823466,True
exclude_2020,Atlanta,2019,episode_vs_heat_only,2.463656996218221,True
exclude_2020,Chicago,2019,episode_vs_reference,5.047158311783489,True
exclude_2020,Chicago,2019,heat_only_vs_reference,0.21889058053595,True
exclude_2020,Chicago,2019,wind_only_vs_reference,4.32658145387555,True
exclude_2020,Chicago,2019,other_compound_vs_reference,4.482993488316438,True
exclude_2020,Chicago,2019,episode_vs_wind_only,0.7205768579079397,True
exclude_2020,Chicago,2019,episode_vs_heat_only,4.828267731247539,True
exclude_2020,Dallas,2019,episode_vs_reference,1.8645029534513817,True
exclude_2020,Dallas,2019,heat_only_vs_reference,-1.5517861691354464,True
exclude_2020,Dallas,2019,wind_only_vs_reference,3.1671252063964386,True
exclude_2020,Dallas,2019,other_compound_vs_reference,0.9485084333860396,True
exclude_2020,Dallas,2019,episode_vs_wind_only,-1.3026222529450568,True
exclude_2020,Dallas,2019,episode_vs_heat_only,3.416289122586828,True
exclude_2020,Denver,2019,episode_vs_reference,0.1670190293275896,True
exclude_2020,Denver,2019,heat_only_vs_reference,0.3643638357666843,True
exclude_2020,Denver,2019,wind_only_vs_reference,1.4335491461365475,True
exclude_2020,Denver,2019,other_compound_vs_reference,0.988205255770257,True
exclude_2020,Denver,2019,episode_vs_wind_only,-1.266530116808958,True
exclude_2020,Denver,2019,episode_vs_heat_only,-0.1973448064390947,True
exclude_2020,Houston,2019,episode_vs_reference,1.8265651513173393,True
exclude_2020,Houston,2019,heat_only_vs_reference,-1.9372845076285912,True
exclude_2020,Houston,2019,wind_only_vs_reference,3.7619380980225445,True
exclude_2020,Houston,2019,other_compound_vs_reference,0.9803604442813223,True
exclude_2020,Houston,2019,episode_vs_wind_only,-1.9353729467052052,True
exclude_2020,Houston,2019,episode_vs_heat_only,3.7638496589459303,True
exclude_2020,Los Angeles,2019,episode_vs_reference,3.2926956966385448,True
exclude_2020,Los Angeles,2019,heat_only_vs_reference,0.8916369434195985,True
exclude_2020,Los Angeles,2019,wind_only_vs_reference,2.94417427148782,True
exclude_2020,Los Angeles,2019,other_compound_vs_reference,3.1653771460644013,True
exclude_2020,Los Angeles,2019,episode_vs_wind_only,0.3485214251507247,True
exclude_2020,Los Angeles,2019,episode_vs_heat_only,2.4010587532189462,True
exclude_2020,New York,2019,episode_vs_reference,4.645776938736121,True
exclude_2020,New York,2019,heat_only_vs_reference,1.025836243731853,True
exclude_2020,New York,2019,wind_only_vs_reference,4.396736972191498,True
