model,city,year,episode_id,observed_station_days,selected_station_days,observed_city_days,selected_city_days,any_selected_site_day,every_observed_site_day_selected,every_observed_city_day_has_a_selected_site
p80_p20_min2_sep7,Chicago,2020,chicago_2020-07-02,8,8,2,2,True,True,True
p80_p20_min2_sep7,Chicago,2020,chicago_2020-08-20,6,6,2,2,True,True,True
p80_p20_min2_sep7,Chicago,2021,chicago_2021-06-11,8,8,2,2,True,True,True
p80_p20_min2_sep7,Chicago,2021,chicago_2021-07-25,13,13,4,4,True,True,True
p80_p20_min2_sep7,Chicago,2021,chicago_2021-08-18,9,9,3,3,True,True,True
p80_p20_min2_sep7,Chicago,2021,chicago_2021-08-25,6,6,2,2,True,True,True
p80_p20_min2_sep7,Chicago,2022,chicago_2022-08-23,6,6,2,2,True,True,True
p80_p20_min2_sep7,Chicago,2024,chicago_2024-08-03,8,8,2,2,True,True,True
p80_p20_min2_sep7,Dallas,2019,dallas_2019-08-05,8,8,2,2,True,True,True
p80_p20_min2_sep7,Dallas,2019,dallas_2019-09-02,18,18,5,5,True,True,True
p80_p20_min2_sep7,Dallas,2021,dallas_2021-06-13,8,8,2,2,True,True,True
p80_p20_min2_sep7,Dallas,2021,dallas_2021-07-26,16,16,5,5,True,True,True
p80_p20_min2_sep7,Dallas,2022,dallas_2022-06-17,8,8,2,2,True,True,True
p80_p20_min2_sep7,Dallas,2022,dallas_2022-09-21,6,6,2,2,True,True,True
p80_p20_min2_sep7,Dallas,2023,dallas_2023-07-29,9,9,3,3,True,True,True
p80_p20_min2_sep7,Dallas,2023,dallas_2023-08-23,16,16,4,4,True,True,True
p80_p20_min2_sep7,Dallas,2024,dallas_2024-07-10,8,8,2,2,True,True,True
p80_p20_min2_sep7,Dallas,2024,dallas_2024-08-05,6,6,2,2,True,True,True
p80_p20_min2_sep7,Denver,2022,denver_2022-08-08,8,8,2,2,True,True,True
p80_p20_min2_sep7,Houston,2019,houston_2019-07-10,18,18,2,2,True,True,True
p80_p20_min2_sep7,Houston,2019,houston_2019-08-02,18,18,2,2,True,True,True
p80_p20_min2_sep7,Houston,2019,houston_2019-08-15,14,14,2,2,True,True,True
p80_p20_min2_sep7,Houston,2020,houston_2020-08-20,18,18,2,2,True,True,True
p80_p20_min2_sep7,Houston,2021,houston_2021-06-12,48,48,5,5,True,True,True
p80_p20_min2_sep7,Houston,2021,houston_2021-07-29,26,26,3,3,True,True,True
p80_p20_min2_sep7,Houston,2021,houston_2021-08-23,17,17,2,2,True,True,True
p80_p20_min2_sep7,Houston,2022,houston_2022-08-10,18,18,2,2,True,True,True
p80_p20_min2_sep7,Houston,2023,houston_2023-07-23,10,10,2,2,True,True,True
p80_p20_min2_sep7,Houston,2023,houston_2023-09-11,23,23,3,3,True,True,True
p80_p20_min2_sep7,Houston,2024,houston_2024-06-06,18,18,2,2,True,True,True
p80_p20_min2_sep7,Houston,2024,houston_2024-06-30,25,25,3,3,True,True,True
p80_p20_min2_sep7,Houston,2024,houston_2024-07-09,3,3,2,2,True,True,True
p80_p20_min2_sep7,Houston,2024,houston_2024-08-01,59,59,6,6,True,True,True
p80_p20_min2_sep7,Houston,2024,houston_2024-08-08,105,105,11,11,True,True,True
p80_p20_min2_sep7,Houston,2024,houston_2024-08-21,18,18,2,2,True,True,True
p80_p20_min2_sep7,Houston,2024,houston_2024-09-18,29,29,3,3,True,True,True
p80_p20_min2_sep7,Los Angeles,2019,los_angeles_2019-09-03,20,20,3,3,True,True,True
p80_p20_min2_sep7,Los Angeles,2019,los_angeles_2019-09-12,21,21,3,3,True,True,True
p80_p20_min2_sep7,Los Angeles,2020,los_angeles_2020-09-14,16,16,2,2,True,True,True
p80_p20_min2_sep7,Los Angeles,2020,los_angeles_2020-09-28,16,16,2,2,True,True,True
p80_p20_min2_sep7,Los Angeles,2020,los_angeles_2020-10-12,40,40,5,5,True,True,True
p80_p20_min2_sep7,Los Angeles,2021,los_angeles_2021-08-26,23,23,3,3,True,True,True
p80_p20_min2_sep7,Los Angeles,2021,los_angeles_2021-09-11,24,24,3,3,True,True,True
p80_p20_min2_sep7,Los Angeles,2022,los_angeles_2022-09-23,42,42,6,6,True,True,True
p80_p20_min2_sep7,Los Angeles,2023,los_angeles_2023-08-27,28,28,4,4,True,True,True
p80_p20_min2_sep7,Los Angeles,2023,los_angeles_2023-10-07,14,14,2,2,True,True,True
p80_p20_min2_sep7,Los Angeles,2024,los_angeles_2024-08-19,14,14,2,2,True,True,True
p80_p20_min2_sep7,Los Angeles,2024,los_angeles_2024-09-07,10,10,2,2,True,True,True
p80_p20_min2_sep7,Los Angeles,2024,los_angeles_2024-10-01,14,14,2,2,True,True,True
p80_p20_min2_sep7,New York,2019,new_york_2019-07-09,16,16,2,2,True,True,True
p80_p20_min2_sep7,New York,2019,new_york_2019-07-26,18,18,2,2,True,True,True
p80_p20_min2_sep7,New York,2019,new_york_2019-08-03,18,18,2,2,True,True,True
p80_p20_min2_sep7,New York,2020,new_york_2020-07-29,18,18,2,2,True,True,True
p80_p20_min2_sep7,New York,2021,new_york_2021-06-08,17,17,2,2,True,True,True
p80_p20_min2_sep7,New York,2021,new_york_2021-07-14,15,15,2,2,True,True,True
p80_p20_min2_sep7,New York,2021,new_york_2021-07-26,18,16,2,2,True,False,True
p80_p20_min2_sep7,New York,2021,new_york_2021-08-25,27,27,3,3,True,True,True
p80_p20_min2_sep7,New York,2022,new_york_2022-09-04,18,18,2,2,True,True,True
p80_p20_min2_sep7,New York,2023,new_york_2023-07-07,14,14,2,2,True,True,True
p80_p20_min2_sep7,New York,2023,new_york_2023-09-04,48,48,6,6,True,True,True
p80_p20_min2_sep7,New York,2024,new_york_2024-07-06,24,24,3,3,True,True,True
p80_p20_min2_sep7,Philadelphia,2019,philadelphia_2019-07-03,15,15,3,3,True,True,True
p80_p20_min2_sep7,Philadelphia,2019,philadelphia_2019-08-03,8,8,2,2,True,True,True
p80_p20_min2_sep7,Philadelphia,2019,philadelphia_2019-08-17,16,15,4,4,True,False,True
p80_p20_min2_sep7,Philadelphia,2021,philadelphia_2021-06-08,9,9,2,2,True,True,True
p80_p20_min2_sep7,Philadelphia,2021,philadelphia_2021-07-14,10,10,2,2,True,True,True
p80_p20_min2_sep7,Philadelphia,2021,philadelphia_2021-07-26,9,9,2,2,True,True,True
p80_p20_min2_sep7,Philadelphia,2021,philadelphia_2021-08-25,15,15,3,3,True,True,True
p80_p20_min2_sep7,Philadelphia,2022,philadelphia_2022-08-10,10,10,2,2,True,True,True
p80_p20_min2_sep7,Philadelphia,2023,philadelphia_2023-06-01,10,10,2,2,True,True,True
p80_p20_min2_sep7,Philadelphia,2023,philadelphia_2023-07-05,14,14,3,3,True,True,True
p80_p20_min2_sep7,Philadelphia,2024,philadelphia_2024-07-07,8,8,2,2,True,True,True
p80_p20_min2_sep7,Phoenix,2021,phoenix_2021-08-25,10,10,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2019,san_diego_2019-09-13,12,12,3,3,True,True,True
p80_p20_min2_sep7,San Diego,2020,san_diego_2020-07-05,8,8,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2020,san_diego_2020-08-17,20,20,5,5,True,True,True
p80_p20_min2_sep7,San Diego,2020,san_diego_2020-09-04,8,8,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2020,san_diego_2020-09-23,7,7,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2020,san_diego_2020-10-01,23,23,6,6,True,True,True
p80_p20_min2_sep7,San Diego,2020,san_diego_2020-10-15,8,8,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2022,san_diego_2022-08-13,8,8,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2022,san_diego_2022-09-06,8,8,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2022,san_diego_2022-09-27,8,8,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2023,san_diego_2023-07-24,16,16,4,4,True,True,True
p80_p20_min2_sep7,San Diego,2023,san_diego_2023-08-28,12,12,3,3,True,True,True
p80_p20_min2_sep7,San Diego,2023,san_diego_2023-09-10,8,8,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2023,san_diego_2023-10-06,8,8,2,2,True,True,True
p80_p20_min2_sep7,San Diego,2024,san_diego_2024-08-13,15,15,3,3,True,True,True
p80_p20_min2_sep7,San Diego,2024,san_diego_2024-09-05,15,15,3,3,True,True,True
p80_p20_min2_sep7,San Diego,2024,san_diego_2024-10-01,9,9,2,2,True,True,True
p80_p20_min2_sep7,Seattle,2019,seattle_2019-08-05,4,4,2,2,True,True,True
p80_p20_min2_sep7,Seattle,2020,seattle_2020-08-27,4,4,2,2,True,True,True
p80_p20_min2_sep7,Seattle,2021,seattle_2021-07-18,3,3,2,2,True,True,True
p80_p20_min2_sep7,Seattle,2022,seattle_2022-07-29,6,6,3,3,True,True,True
p80_p20_min2_sep7,Seattle,2023,seattle_2023-07-12,6,6,3,3,True,True,True
p80_p20_min2_sep7,Seattle,2023,seattle_2023-07-27,4,4,2,2,True,True,True
