model,city,year,episode_id,observed_station_days,selected_station_days,observed_city_days,selected_city_days,any_selected_site_day,every_observed_site_day_selected,every_observed_city_day_has_a_selected_site
p80_p20_min2_sep7,Atlanta,2019,atlanta_2019-07-05,2,2,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2019,atlanta_2019-07-27,18,17,6,6,True,False,True
p80_p20_min2_sep7,Atlanta,2019,atlanta_2019-08-11,6,6,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2019,atlanta_2019-09-09,12,12,4,4,True,True,True
p80_p20_min2_sep7,Atlanta,2019,atlanta_2019-09-16,6,6,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2019,atlanta_2019-09-29,15,15,5,5,True,True,True
p80_p20_min2_sep7,Atlanta,2020,atlanta_2020-07-14,27,27,9,9,True,True,True
p80_p20_min2_sep7,Atlanta,2020,atlanta_2020-07-26,6,6,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2020,atlanta_2020-08-07,9,9,3,3,True,True,True
p80_p20_min2_sep7,Atlanta,2021,atlanta_2021-07-26,12,12,4,4,True,True,True
p80_p20_min2_sep7,Atlanta,2021,atlanta_2021-08-09,6,6,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2021,atlanta_2021-08-23,9,9,3,3,True,True,True
p80_p20_min2_sep7,Atlanta,2022,atlanta_2022-07-02,20,20,7,7,True,True,True
p80_p20_min2_sep7,Atlanta,2022,atlanta_2022-07-23,6,6,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2023,atlanta_2023-06-29,6,6,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2023,atlanta_2023-07-25,15,15,5,5,True,True,True
p80_p20_min2_sep7,Atlanta,2023,atlanta_2023-08-21,6,6,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2024,atlanta_2024-06-14,5,5,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2024,atlanta_2024-07-06,6,6,2,2,True,True,True
p80_p20_min2_sep7,Atlanta,2024,atlanta_2024-08-27,12,12,4,4,True,True,True
p80_p20_min2_sep7,Atlanta,2024,atlanta_2024-09-20,6,6,2,2,True,True,True
p80_p20_min2_sep7,Chicago,2019,chicago_2019-07-04,6,6,2,2,True,True,True
