model,contrast,scheme,attempted,valid,failed,failure_fraction,conditional_lower,conditional_upper,status,target,temporal_year_blocks,note
direct_episode_neither,episode_vs_neither,hierarchical_city_independent_year,5000,1129,3871,0.7742,,,all_11_city_point_unavailable_percentiles_suppressed,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
direct_episode_neither,episode_vs_neither,synchronized_year_fixed_cities,5000,0,5000,1.0,,,all_11_city_point_unavailable_percentiles_suppressed,fixed_11_cities,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
direct_episode_neither,episode_vs_neither,synchronized_year_resampled_cities,5000,1376,3624,0.7248,,,all_11_city_point_unavailable_percentiles_suppressed,resampled_city_distribution,6,"Whole-year exchangeability with very few blocks is an approximation. Percentiles are conditional on estimability, not unconditional confidence limits."
