city,year,episode_id,event_mean_n_sites,control_mean_n_sites,site_count_difference,roster_jaccard,common_qualified_sites,common_site_ids,original_change_ppb,common_site_change_ppb
Phoenix,2021,phoenix_2021-07-07,5.0,5.0,0.0,1.0,5,04-013-0019;04-013-3002;04-013-4020;04-013-4021;04-013-9997,5.4638715000000015,5.4638715000000015
Phoenix,2021,phoenix_2021-08-25,5.0,5.0,0.0,1.0,5,04-013-0019;04-013-3002;04-013-4020;04-013-4021;04-013-9997,3.683970785714287,3.683970785714287
Phoenix,2021,phoenix_2021-09-12,5.0,5.0,0.0,1.0,5,04-013-0019;04-013-3002;04-013-4020;04-013-4021;04-013-9997,5.336525857142856,5.336525857142858
Phoenix,2023,phoenix_2023-07-24,4.0,5.0,-1.0,1.0,4,04-013-3002;04-013-4020;04-013-4021;04-013-9997,3.4434521428571454,1.7570730000000037
Phoenix,2024,phoenix_2024-09-26,4.0,5.0,-1.0,0.8,4,04-013-3002;04-013-4020;04-013-4021;04-013-9997,-3.6525071428571465,-3.760852
Phoenix,2025,phoenix_2025-08-22,4.5,5.0,-0.5,1.0,4,04-013-3002;04-013-4020;04-013-4021;04-013-9997,3.6321427857142847,1.823809571428571
San Diego,2019,san_diego_2019-07-24,2.0,3.0,-1.0,1.0,2,06-073-0001;06-073-1022,5.151434035714287,5.328314714285716
San Diego,2019,san_diego_2019-08-14,4.0,3.0,1.0,0.75,3,06-073-0001;06-073-1016;06-073-1022,1.0386943928571424,-0.054430714285714554
San Diego,2019,san_diego_2019-08-25,4.0,3.0,1.0,0.75,3,06-073-0001;06-073-1016;06-073-1022,-0.2527949285714297,-0.8075724999999996
San Diego,2020,san_diego_2020-05-06,4.0,4.0,0.0,1.0,4,06-073-0001;06-073-1016;06-073-1022;06-073-1026,0.249065107142858,0.249065107142858
San Diego,2020,san_diego_2020-07-05,4.0,4.0,0.0,1.0,4,06-073-0001;06-073-1016;06-073-1022;06-073-1026,6.095317499999999,6.095317499999999
San Diego,2020,san_diego_2020-08-17,4.0,3.8,0.20000000000000018,1.0,3,06-073-0001;06-073-1022;06-073-1026,0.4127451857142854,0.07501437142857137
San Diego,2021,san_diego_2021-08-27,4.0,4.0,0.0,1.0,4,06-073-0001;06-073-1016;06-073-1022;06-073-1026,0.0373375178571411,0.03733751785714112
San Diego,2021,san_diego_2021-10-01,4.0,4.0,0.0,1.0,3,06-073-1016;06-073-1022;06-073-1026,8.889874321428572,4.8636975714285695
San Diego,2022,san_diego_2022-06-26,3.3333333333333335,4.0,-0.6666666666666665,1.0,3,06-073-1016;06-073-1022;06-073-1026,0.138868642857143,0.3561951428571426
San Diego,2022,san_diego_2022-08-09,3.5,3.5,0.0,1.0,2,06-073-1022;06-073-1026,0.016818535714286,-0.2713901785714281
San Diego,2022,san_diego_2022-09-01,3.6666666666666665,4.0,-0.3333333333333335,1.0,3,06-073-0001;06-073-1016;06-073-1026,2.040032023809527,1.9752501428571438
San Diego,2023,san_diego_2023-07-24,4.0,4.0,0.0,1.0,4,06-073-0001;06-073-1016;06-073-1022;06-073-1026,0.2687990535714277,0.26879905357142775
San Diego,2023,san_diego_2023-08-06,3.6666666666666665,4.0,-0.3333333333333335,1.0,3,06-073-0001;06-073-1016;06-073-1026,-0.3635505000000001,0.2140691666666661
San Diego,2023,san_diego_2023-08-28,4.0,4.0,0.0,1.0,4,06-073-0001;06-073-1016;06-073-1022;06-073-1026,3.7334538095238106,3.733453809523809
San Diego,2023,san_diego_2023-09-10,4.0,4.5,-0.5,0.8,3,06-073-0001;06-073-1016;06-073-1026,-5.589334071428572,-5.605001642857143
San Diego,2024,san_diego_2024-06-22,5.0,5.0,0.0,1.0,5,06-073-0001;06-073-1016;06-073-1022;06-073-1025;06-073-1026,1.0765629285714289,1.0765629285714287
San Diego,2024,san_diego_2024-08-13,5.0,3.6666666666666665,1.3333333333333335,1.0,3,06-073-0001;06-073-1016;06-073-1026,0.2265838571428586,0.029136714285712628
San Diego,2024,san_diego_2024-09-05,5.0,4.666666666666667,0.33333333333333304,1.0,4,06-073-0001;06-073-1016;06-073-1025;06-073-1026,3.1487008333333346,4.173215857142857
San Diego,2024,san_diego_2024-10-01,4.5,4.5,0.0,1.0,4,06-073-0001;06-073-1016;06-073-1025;06-073-1026,6.757688714285711,7.047565928571431
San Diego,2025,san_diego_2025-08-20,4.0,3.25,0.75,1.0,3,06-073-1016;06-073-1022;06-073-1026,3.1691835357142843,3.570188714285714
San Diego,2025,san_diego_2025-08-30,4.0,4.0,0.0,1.0,4,06-073-1016;06-073-1022;06-073-1025;06-073-1026,-0.7786024285714301,-0.7786024285714301
Seattle,2019,seattle_2019-08-05,2.0,2.0,0.0,1.0,2,53-033-0030;53-033-0080,6.827281357142857,6.827281357142857
Seattle,2019,seattle_2019-08-12,2.0,1.75,0.25,1.0,2,53-033-0030;53-033-0080,2.6310703749999984,2.6310703750000037
Seattle,2019,seattle_2019-09-02,2.0,2.0,0.0,1.0,2,53-033-0030;53-033-0080,2.7054770714285734,2.7054770714285716
Seattle,2020,seattle_2020-08-27,2.0,2.0,0.0,1.0,2,53-033-0030;53-033-0080,4.621605107142855,4.621605107142853
Seattle,2021,seattle_2021-07-10,2.0,2.0,0.0,1.0,1,53-033-0080,2.448675357142859,0.8594908928571421
Seattle,2021,seattle_2021-07-18,1.5,2.0,-0.5,1.0,1,53-033-0080,-1.57728,-0.41182658571428554
Seattle,2021,seattle_2021-07-27,2.0,2.0,0.0,1.0,2,53-033-0030;53-033-0080,8.937736535714286,8.937736535714286
Seattle,2022,seattle_2022-07-29,2.0,2.0,0.0,1.0,2,53-033-0030;53-033-0080,8.922451071428569,8.92245107142857
Seattle,2022,seattle_2022-08-14,2.0,2.0,0.0,1.0,2,53-033-0030;53-033-0080,-2.602516678571428,-2.6025166785714298
Seattle,2023,seattle_2023-08-16,2.0,2.0,0.0,1.0,2,53-033-0030;53-033-0080,9.840120214285712,9.840120214285712
Seattle,2023,seattle_2023-09-15,2.0,2.0,0.0,1.0,2,53-033-0030;53-033-0080,4.667509571428573,4.667509571428573
Seattle,2024,seattle_2024-07-11,2.0,2.0,0.0,1.0,2,53-033-0030;53-033-0080,-3.2973429285714277,-3.2973429285714255
Seattle,2024,seattle_2024-08-02,2.0,1.3333333333333333,0.6666666666666667,1.0,1,53-033-0080,7.882436547619049,5.103613104761905
Seattle,2025,seattle_2025-06-09,2.5,2.0,0.5,0.6666666666666666,1,53-033-0057,2.4588897857142857,3.3782218142857134
Seattle,2025,seattle_2025-07-30,1.6666666666666667,2.6666666666666665,-0.9999999999999998,1.0,0,,,
Seattle,2025,seattle_2025-08-24,3.0,3.0,0.0,1.0,3,53-033-0030;53-033-0057;53-033-0080,14.238112095238094,14.238112095238094
