city,station_id,year,valid_warm_days,mean_no2_ppb,coverage_fraction,core_80_percent
Houston,48-201-0055,2020,142,3.8624101901408454,0.6635514018691588,False
Houston,48-201-0055,2021,162,5.030498333333334,0.7570093457943925,False
Houston,48-201-0055,2022,206,5.577628621359223,0.9626168224299065,True
Houston,48-201-0055,2023,181,5.766729121546962,0.8457943925233645,True
Houston,48-201-0055,2024,194,5.205305886597938,0.9065420560747663,True
Houston,48-201-0055,2025,213,5.262729784037559,0.9953271028037384,True
Houston,48-201-0416,2019,205,6.909689843902439,0.9579439252336449,True
Houston,48-201-0416,2020,192,6.378731817708334,0.897196261682243,True
Houston,48-201-0416,2021,212,7.941238320754716,0.9906542056074766,True
Houston,48-201-0416,2022,205,7.371730126829268,0.9579439252336449,True
Houston,48-201-0416,2023,194,7.875022675257732,0.9065420560747663,True
Houston,48-201-0416,2024,205,4.510156736585366,0.9579439252336449,True
Houston,48-201-0416,2025,162,3.5777667283950616,0.7570093457943925,False
Houston,48-201-0417,2021,212,8.443917613207546,0.9906542056074766,True
Houston,48-201-0417,2022,204,7.7313024215686275,0.9532710280373832,True
Houston,48-201-0417,2023,207,7.015522946859903,0.9672897196261683,True
Houston,48-201-0417,2024,195,6.099849128205128,0.9112149532710281,True
Houston,48-201-0417,2025,203,7.201330463054187,0.9485981308411215,True
Houston,48-201-1034,2019,204,10.091599406862745,0.9532710280373832,True
Houston,48-201-1034,2020,202,8.640133886138614,0.9439252336448598,True
Houston,48-201-1034,2021,214,10.417531168224299,1.0,True
Houston,48-201-1034,2022,214,9.88228848598131,1.0,True
Houston,48-201-1034,2023,206,9.3920651407767,0.9626168224299065,True
Houston,48-201-1034,2024,195,10.00306258974359,0.9112149532710281,True
Houston,48-201-1034,2025,214,9.272991308411214,1.0,True
Houston,48-201-1035,2019,207,8.94112870531401,0.9672897196261683,True
Houston,48-201-1035,2020,198,8.088927085858586,0.9252336448598131,True
Houston,48-201-1035,2021,198,10.294202954545455,0.9252336448598131,True
Houston,48-201-1035,2022,167,11.024740047904192,0.780373831775701,False
Houston,48-201-1035,2023,73,10.600931068493152,0.3411214953271028,False
Houston,48-201-1035,2024,159,10.867452955974843,0.7429906542056075,False
Houston,48-201-1035,2025,213,9.613716201877935,0.9953271028037384,True
Houston,48-201-1052,2019,208,16.96215149519231,0.9719626168224299,True
Houston,48-201-1052,2020,213,14.824166704225352,0.9953271028037384,True
Houston,48-201-1052,2021,39,13.566358512820512,0.1822429906542056,False
Houston,48-201-1052,2022,207,17.21313761835749,0.9672897196261683,True
Houston,48-201-1052,2023,207,17.448162367149756,0.9672897196261683,True
Houston,48-201-1052,2024,201,16.03787883084577,0.9392523364485982,True
Houston,48-201-1052,2025,206,16.867532713592233,0.9626168224299065,True
Houston,48-201-1066,2019,185,8.601726416216216,0.8644859813084113,True
Houston,48-201-1066,2020,212,8.44640696226415,0.9906542056074766,True
Houston,48-201-1066,2021,168,10.034342023809524,0.7850467289719626,False
Houston,48-201-1066,2022,174,8.451255183908046,0.8130841121495327,True
Houston,48-201-1066,2023,192,8.774388395833332,0.897196261682243,True
Houston,48-201-1066,2024,203,10.040091133004927,0.9485981308411215,True
Houston,48-201-1066,2025,209,9.393580808612441,0.9766355140186916,True
Los Angeles,06-037-0113,2019,214,7.244370070093457,1.0,True
Los Angeles,06-037-0113,2020,213,8.331021061032864,0.9953271028037384,True
Los Angeles,06-037-0113,2021,210,7.218246542857143,0.9813084112149533,True
Los Angeles,06-037-0113,2022,213,8.531807061032865,0.9953271028037384,True
Los Angeles,06-037-0113,2023,214,7.168759411214953,1.0,True
Los Angeles,06-037-0113,2024,213,6.8525239671361495,0.9953271028037384,True
Los Angeles,06-037-0113,2025,213,6.598863056338028,0.9953271028037384,True
Los Angeles,06-037-1103,2019,212,15.296579593292511,0.9906542056074766,True
Los Angeles,06-037-1103,2020,213,13.634132728998102,0.9953271028037384,True
Los Angeles,06-037-1103,2021,213,13.545964560291818,0.9953271028037384,True
Los Angeles,06-037-1103,2022,213,13.63205771830986,0.9953271028037384,True
Los Angeles,06-037-1103,2023,212,12.794024813679245,0.9906542056074766,True
Los Angeles,06-037-1103,2024,213,13.377081701130624,0.9953271028037384,True
Los Angeles,06-037-1103,2025,209,11.677698086124401,0.9766355140186916,True
Los Angeles,06-037-1302,2019,210,10.35834459047619,0.9813084112149533,True
Los Angeles,06-037-1302,2020,214,9.749754242990655,1.0,True
Los Angeles,06-037-1302,2021,214,9.628641247663552,1.0,True
Los Angeles,06-037-1302,2022,214,9.287447401869159,1.0,True
Los Angeles,06-037-1302,2023,209,8.628964784688995,0.9766355140186916,True
Los Angeles,06-037-1302,2024,196,8.624819658163265,0.9158878504672897,True
Los Angeles,06-037-1302,2025,212,7.80078483018868,0.9906542056074766,True
Los Angeles,06-037-1602,2019,209,14.683956937799044,0.9766355140186916,True
Los Angeles,06-037-1602,2020,213,13.685572056338028,0.9953271028037384,True
Los Angeles,06-037-1602,2021,210,13.589538790476192,0.9813084112149533,True
Los Angeles,06-037-1602,2022,211,13.286475639810426,0.985981308411215,True
Los Angeles,06-037-1602,2023,211,12.57056055450237,0.985981308411215,True
Los Angeles,06-037-1602,2024,211,13.475522995260663,0.985981308411215,True
Los Angeles,06-037-1602,2025,214,11.162033177570093,1.0,True
Los Angeles,06-037-2005,2019,207,11.049693763285026,0.9672897196261683,True
Los Angeles,06-037-2005,2020,205,10.184577336585365,0.9579439252336449,True
Los Angeles,06-037-2005,2021,213,10.661419816901407,0.9953271028037384,True
Los Angeles,06-037-2005,2022,213,10.044164765258216,0.9953271028037384,True
Los Angeles,06-037-2005,2023,214,9.061520546728971,1.0,True
Los Angeles,06-037-2005,2024,214,10.481068845794393,1.0,True
Los Angeles,06-037-2005,2025,213,8.852580699530517,0.9953271028037384,True
Los Angeles,06-037-4008,2019,212,18.61522057075472,0.9906542056074766,True
Los Angeles,06-037-4008,2020,210,19.093237695238095,0.9813084112149533,True
Los Angeles,06-037-4008,2021,210,22.145489171428572,0.9813084112149533,True
Los Angeles,06-037-4008,2022,214,19.834594415887853,1.0,True
Los Angeles,06-037-4008,2023,214,17.990737257009346,1.0,True
Los Angeles,06-037-4008,2024,211,16.96610905687204,0.985981308411215,True
Los Angeles,06-037-4008,2025,214,15.323639453271028,1.0,True
Los Angeles,06-037-4010,2020,210,11.177069999999999,0.9813084112149533,True
Los Angeles,06-037-4010,2021,214,10.641790210280373,1.0,True
Los Angeles,06-037-4010,2022,212,9.054401117924527,0.9906542056074766,True
Los Angeles,06-037-4010,2023,214,9.432729032710279,1.0,True
Los Angeles,06-037-4010,2024,208,10.206099576923076,0.9719626168224299,True
Los Angeles,06-037-4010,2025,213,8.910664732394366,0.9953271028037384,True
Los Angeles,06-037-5005,2019,205,5.861310107317073,0.9579439252336449,True
Los Angeles,06-037-5005,2020,213,5.484538084507042,0.9953271028037384,True
Los Angeles,06-037-5005,2021,166,4.013765192771085,0.7757009345794392,False
New York,34-003-0010,2019,214,14.231187004672897,1.0,True
New York,34-003-0010,2020,202,12.18399335148515,0.9439252336448598,True
New York,34-003-0010,2021,212,12.268422547169811,0.9906542056074766,True
New York,34-003-0010,2022,204,13.053257754901962,0.9532710280373832,True
New York,34-003-0010,2023,213,15.600591,0.9953271028037384,True
New York,34-003-0010,2024,214,14.621738345794393,1.0,True
New York,34-003-0010,2025,195,14.068984964102563,0.9112149532710281,True
New York,34-013-0003,2019,214,13.327866261682242,1.0,True
New York,34-013-0003,2020,214,11.263325238317757,1.0,True
New York,34-013-0003,2021,213,11.11837676056338,0.9953271028037384,True
New York,34-013-0003,2022,173,11.344767682080924,0.8084112149532711,True
New York,34-017-0006,2019,214,12.908927261682242,1.0,True
New York,34-017-0006,2020,214,11.241997640186916,1.0,True
New York,34-017-0006,2021,213,11.859054882629108,0.9953271028037384,True
New York,34-017-0006,2022,209,12.70469871770335,0.9766355140186916,True
New York,34-017-0006,2023,214,11.992132233644861,1.0,True
New York,34-017-0006,2024,203,11.520854133004926,0.9485981308411215,True
New York,34-017-0006,2025,214,12.216595630841123,1.0,True
New York,34-017-1002,2019,213,19.522368427230045,0.9953271028037384,True
New York,34-017-1002,2020,211,15.38247890521327,0.985981308411215,True
New York,34-017-1002,2021,176,14.911532761363638,0.822429906542056,True
New York,34-017-1002,2022,213,15.207087352112676,0.9953271028037384,True
New York,34-017-1002,2023,200,16.879806289999998,0.9345794392523364,True
New York,34-017-1002,2024,208,17.72351175,0.9719626168224299,True
New York,34-017-1002,2025,214,16.84067625233645,1.0,True
New York,34-039-0004,2019,209,18.0339060861244,0.9766355140186916,True
New York,34-039-0004,2020,210,15.4024317,0.9813084112149533,True
New York,34-039-0004,2021,213,16.607597366197183,0.9953271028037384,True
New York,34-039-0004,2022,210,18.246828376190475,0.9813084112149533,True
New York,34-039-0004,2023,205,17.874581214634148,0.9579439252336449,True
New York,34-039-0004,2024,210,18.60353346666667,0.9813084112149533,True
New York,34-039-0004,2025,213,15.956509976525822,0.9953271028037384,True
New York,36-005-0110,2019,199,14.056725693467337,0.9299065420560748,True
New York,36-005-0110,2020,212,11.831677816037736,0.9906542056074766,True
New York,36-005-0110,2021,188,12.133134047872339,0.8785046728971962,True
New York,36-005-0110,2022,211,12.814556862559241,0.985981308411215,True
New York,36-005-0110,2023,200,12.66779954,0.9345794392523364,True
New York,36-005-0110,2024,204,12.643286823529412,0.9532710280373832,True
New York,36-005-0110,2025,206,11.876226970873786,0.9626168224299065,True
New York,36-005-0133,2019,214,10.094094210280373,1.0,True
New York,36-005-0133,2020,214,9.330250939252336,1.0,True
New York,36-005-0133,2021,213,10.230195887323944,0.9953271028037384,True
New York,36-005-0133,2022,213,10.656321713615025,0.9953271028037384,True
New York,36-005-0133,2023,207,11.081216917874396,0.9672897196261683,True
New York,36-005-0133,2024,213,10.287055154929579,0.9953271028037384,True
New York,36-005-0133,2025,183,9.750699721311475,0.8551401869158879,True
New York,36-081-0124,2019,211,11.085891417061612,0.985981308411215,True
New York,36-081-0124,2020,209,9.161279210526315,0.9766355140186916,True
New York,36-081-0124,2021,208,10.083086413461539,0.9719626168224299,True
New York,36-081-0124,2022,211,11.284857052132702,0.985981308411215,True
New York,36-081-0124,2023,201,10.30339890049751,0.9392523364485982,True
New York,36-081-0124,2024,211,10.163807876777252,0.985981308411215,True
New York,36-081-0124,2025,156,9.98874333974359,0.7289719626168224,False
New York,36-081-0125,2019,190,14.577033205263158,0.8878504672897196,True
New York,36-081-0125,2020,204,11.942147789215685,0.9532710280373832,True
New York,36-081-0125,2021,203,12.131458280788179,0.9485981308411215,True
New York,36-081-0125,2022,198,14.137793767676769,0.9252336448598131,True
New York,36-081-0125,2023,203,14.647820837438424,0.9485981308411215,True
New York,36-081-0125,2024,194,14.383392113402063,0.9065420560747663,True
New York,36-081-0125,2025,203,12.77678651231527,0.9485981308411215,True
Philadelphia,34-007-0002,2019,210,8.487083757142857,0.9813084112149533,True
Philadelphia,34-007-0002,2020,213,7.192994830985916,0.9953271028037384,True
Philadelphia,34-007-0002,2021,202,8.299567866336634,0.9439252336448598,True
Philadelphia,34-007-0002,2022,212,8.329455056603773,0.9906542056074766,True
Philadelphia,34-007-0002,2023,212,8.847426599056604,0.9906542056074766,True
Philadelphia,34-007-0002,2024,72,8.674594888888889,0.3364485981308411,False
Philadelphia,34-007-0010,2024,82,8.708320487804878,0.38317757009345793,False
Philadelphia,34-007-0010,2025,213,7.276402666666666,0.9953271028037384,True
Philadelphia,42-045-0002,2019,157,4.507147095541401,0.7336448598130841,False
Philadelphia,42-045-0002,2020,184,6.69569170652174,0.8598130841121495,True
Philadelphia,42-045-0002,2021,204,6.923846323529412,0.9532710280373832,True
Philadelphia,42-045-0002,2022,180,7.863575822222222,0.8411214953271028,True
Philadelphia,42-045-0002,2023,204,7.530463112745098,0.9532710280373832,True
Philadelphia,42-045-0002,2024,210,7.476201809523809,0.9813084112149533,True
Philadelphia,42-045-0002,2025,212,7.290685094339623,0.9906542056074766,True
Philadelphia,42-101-0048,2019,96,9.559502635416667,0.4485981308411215,False
Philadelphia,42-101-0048,2020,214,8.211540088785046,1.0,True
Philadelphia,42-101-0048,2021,209,8.493071631578948,0.9766355140186916,True
Philadelphia,42-101-0048,2022,214,9.187980135514017,1.0,True
Philadelphia,42-101-0048,2023,206,9.194315854368933,0.9626168224299065,True
Philadelphia,42-101-0048,2024,214,9.083944995327103,1.0,True
Philadelphia,42-101-0048,2025,212,8.81155196226415,0.9906542056074766,True
Philadelphia,42-101-0075,2019,194,11.496256469072165,0.9065420560747663,True
Philadelphia,42-101-0075,2020,209,10.383385406698565,0.9766355140186916,True
Philadelphia,42-101-0075,2021,213,12.132035507042254,0.9953271028037384,True
Philadelphia,42-101-0075,2022,203,12.505306369458129,0.9485981308411215,True
Philadelphia,42-101-0075,2023,213,12.513883492957746,0.9953271028037384,True
Philadelphia,42-101-0075,2024,208,12.4845064375,0.9719626168224299,True
Philadelphia,42-101-0075,2025,183,10.818789644808742,0.8551401869158879,True
Philadelphia,42-101-0076,2019,201,9.757722004975124,0.9392523364485982,True
Philadelphia,42-101-0076,2020,209,8.970455933014353,0.9766355140186916,True
Philadelphia,42-101-0076,2021,214,9.185277710280374,1.0,True
Philadelphia,42-101-0076,2022,206,10.166100548543689,0.9626168224299065,True
Philadelphia,42-101-0076,2023,203,9.96087666502463,0.9485981308411215,True
Philadelphia,42-101-0076,2024,214,10.302277789719625,1.0,True
Philadelphia,42-101-0076,2025,191,9.58491189528796,0.8925233644859814,True
Phoenix,04-013-0019,2019,214,10.81773446728972,1.0,True
Phoenix,04-013-0019,2020,203,10.414803059113302,0.9485981308411215,True
Phoenix,04-013-0019,2021,210,11.203310685714285,0.9813084112149533,True
Phoenix,04-013-0019,2022,212,10.024874240566037,0.9906542056074766,True
Phoenix,04-013-0019,2023,198,10.945904474747474,0.9252336448598131,True
Phoenix,04-013-0019,2024,187,10.630598470588236,0.8738317757009346,True
Phoenix,04-013-0019,2025,166,10.85089006626506,0.7757009345794392,False
Phoenix,04-013-3002,2019,214,12.783660831775702,1.0,True
Phoenix,04-013-3002,2020,214,13.231346728971962,1.0,True
Phoenix,04-013-3002,2021,214,11.910311112149534,1.0,True
Phoenix,04-013-3002,2022,205,11.053776629268294,0.9579439252336449,True
Phoenix,04-013-3002,2023,195,11.647855738461539,0.9112149532710281,True
Phoenix,04-013-3002,2024,211,11.917716350710899,0.985981308411215,True
Phoenix,04-013-3002,2025,209,11.159050913875598,0.9766355140186916,True
Phoenix,04-013-4019,2019,214,14.214795630841122,1.0,True
Phoenix,04-013-4020,2019,163,22.178402865030673,0.7616822429906542,False
Phoenix,04-013-4020,2020,214,22.76774653271028,1.0,True
Phoenix,04-013-4020,2021,213,21.981467507042254,0.9953271028037384,True
Phoenix,04-013-4020,2022,208,21.671376990384616,0.9719626168224299,True
Phoenix,04-013-4020,2023,214,22.565317906542056,1.0,True
Phoenix,04-013-4020,2024,191,23.4561607591623,0.8925233644859814,True
Phoenix,04-013-4020,2025,210,22.501236304761907,0.9813084112149533,True
Phoenix,04-013-4021,2021,200,14.480700755,0.9345794392523364,True
Phoenix,04-013-4021,2022,205,12.080979292682926,0.9579439252336449,True
Phoenix,04-013-4021,2023,208,12.55216848076923,0.9719626168224299,True
Phoenix,04-013-4021,2024,214,11.353328672897197,1.0,True
Phoenix,04-013-4021,2025,182,15.033013384615385,0.8504672897196262,True
Phoenix,04-013-9997,2019,212,10.024538528301886,0.9906542056074766,True
Phoenix,04-013-9997,2020,214,10.155985672897195,1.0,True
Phoenix,04-013-9997,2021,206,9.85445367961165,0.9626168224299065,True
Phoenix,04-013-9997,2022,214,8.917773495327102,1.0,True
Phoenix,04-013-9997,2023,213,9.839142187793428,0.9953271028037384,True
Phoenix,04-013-9997,2024,211,10.110265274881517,0.985981308411215,True
Phoenix,04-013-9997,2025,212,9.692594872641509,0.9906542056074766,True
San Diego,06-073-0001,2019,207,5.075997782608696,0.9672897196261683,True
San Diego,06-073-0001,2020,205,5.542172087804878,0.9579439252336449,True
San Diego,06-073-0001,2021,207,5.148773898550724,0.9672897196261683,True
San Diego,06-073-0001,2022,191,6.480044774869111,0.8925233644859814,True
San Diego,06-073-0001,2023,211,5.063851417061612,0.985981308411215,True
San Diego,06-073-0001,2024,210,5.158289619047619,0.9813084112149533,True
San Diego,06-073-0001,2025,37,7.652819621621621,0.17289719626168223,False
San Diego,06-073-1016,2019,204,6.25524256372549,0.9532710280373832,True
San Diego,06-073-1016,2020,205,5.466169063414634,0.9579439252336449,True
San Diego,06-073-1016,2021,208,5.233304341346154,0.9719626168224299,True
San Diego,06-073-1016,2022,207,6.801743743961353,0.9672897196261683,True
San Diego,06-073-1016,2023,212,4.573399297169812,0.9906542056074766,True
San Diego,06-073-1016,2024,212,4.491815292452831,0.9906542056074766,True
San Diego,06-073-1016,2025,210,4.137005828571429,0.9813084112149533,True
San Diego,06-073-1022,2019,200,5.615026225,0.9345794392523364,True
San Diego,06-073-1022,2020,204,5.787652301470588,0.9532710280373832,True
San Diego,06-073-1022,2021,205,5.947462175609756,0.9579439252336449,True
San Diego,06-073-1022,2022,203,5.306795645320197,0.9485981308411215,True
San Diego,06-073-1022,2023,203,4.776735438423645,0.9485981308411215,True
San Diego,06-073-1022,2024,199,4.826081326633166,0.9299065420560748,True
San Diego,06-073-1022,2025,200,4.403009365,0.9345794392523364,True
San Diego,06-073-1025,2023,11,14.828207909090908,0.0514018691588785,False
San Diego,06-073-1025,2024,210,7.087604238095238,0.9813084112149533,True
San Diego,06-073-1025,2025,210,6.991490409523809,0.9813084112149533,True
San Diego,06-073-1026,2019,90,10.098452044444445,0.4205607476635514,False
San Diego,06-073-1026,2020,208,6.6967353461538455,0.9719626168224299,True
San Diego,06-073-1026,2021,211,6.355554995260663,0.985981308411215,True
San Diego,06-073-1026,2022,210,6.520378823809525,0.9813084112149533,True
San Diego,06-073-1026,2023,213,6.655265488262911,0.9953271028037384,True
San Diego,06-073-1026,2024,211,8.01500378199052,0.985981308411215,True
San Diego,06-073-1026,2025,211,6.934493142180095,0.985981308411215,True
Seattle,53-033-0030,2019,210,16.760357157142856,0.9813084112149533,True
Seattle,53-033-0030,2020,213,14.411834483568075,0.9953271028037384,True
Seattle,53-033-0030,2021,199,15.457758206030151,0.9299065420560748,True
